,Collection,Ncells,Timepoint,Architecture_LocalDensity_range10_max,Architecture_LocalDensity_range10_mean,Architecture_LocalDensity_range10_mean_biovolume,Architecture_LocalDensity_range10_median,Architecture_LocalDensity_range10_min,Architecture_LocalDensity_range10_p25,Architecture_LocalDensity_range10_p75,Architecture_LocalDensity_range10_std,Architecture_LocalDensity_range10_std_biovolume,Architecture_LocalNumberDensity_range10_max,Architecture_LocalNumberDensity_range10_mean,Architecture_LocalNumberDensity_range10_mean_biovolume,Architecture_LocalNumberDensity_range10_median,Architecture_LocalNumberDensity_range10_min,Architecture_LocalNumberDensity_range10_p25,Architecture_LocalNumberDensity_range10_p75,Architecture_LocalNumberDensity_range10_std,Architecture_LocalNumberDensity_range10_std_biovolume,Architecture_LocalSubstrateArea_max,Architecture_LocalSubstrateArea_mean,Architecture_LocalSubstrateArea_mean_biovolume,Architecture_LocalSubstrateArea_median,Architecture_LocalSubstrateArea_min,Architecture_LocalSubstrateArea_p25,Architecture_LocalSubstrateArea_p75,Architecture_LocalSubstrateArea_std,Architecture_LocalSubstrateArea_std_biovolume,Biofilm_AspectRatio_HeightToLength,Biofilm_AspectRatio_HeightToWidth,Biofilm_AspectRatio_LengthToWidth,Biofilm_BaseArea,Biofilm_BaseEccentricity,Biofilm_Height,Biofilm_Length,Biofilm_MeanThickness,Biofilm_OuterSurface,Biofilm_OuterSurfaceIgnoreSubstratePerSubstrate,Biofilm_OuterSurfaceIgnoreSubstratePerVolume,Biofilm_OuterSurfacePerSubstrate,Biofilm_OuterSurfacePerVolume,Biofilm_OuterSurface_ignoreSubstrate,Biofilm_Roughness,Biofilm_SubstrateArea,Biofilm_SubstratumCoverage,Biofilm_Volume,Biofilm_VolumePerSubstrate,Biofilm_Width,Cube_Surface_max,Cube_Surface_mean,Cube_Surface_mean_biovolume,Cube_Surface_median,Cube_Surface_min,Cube_Surface_p25,Cube_Surface_p75,Cube_Surface_std,Cube_Surface_std_biovolume,Cube_VolumeFraction_max,Cube_VolumeFraction_mean,Cube_VolumeFraction_mean_biovolume,Cube_VolumeFraction_median,Cube_VolumeFraction_min,Cube_VolumeFraction_p25,Cube_VolumeFraction_p75,Cube_VolumeFraction_std,Cube_VolumeFraction_std_biovolume,Grid_ID_max,Grid_ID_mean,Grid_ID_mean_biovolume,Grid_ID_median,Grid_ID_min,Grid_ID_p25,Grid_ID_p75,Grid_ID_std,Grid_ID_std_biovolume,Intensity_Mean_ch1_max,Intensity_Mean_ch1_mean,Intensity_Mean_ch1_mean_biovolume,Intensity_Mean_ch1_median,Intensity_Mean_ch1_min,Intensity_Mean_ch1_p25,Intensity_Mean_ch1_p75,Intensity_Mean_ch1_std,Intensity_Mean_ch1_std_biovolume,Shape_Volume_max,Shape_Volume_mean,Shape_Volume_mean_biovolume,Shape_Volume_median,Shape_Volume_min,Shape_Volume_p25,Shape_Volume_p75,Shape_Volume_std,Shape_Volume_std_biovolume,Surface_LocalRoughness_range10_max,Surface_LocalRoughness_range10_mean,Surface_LocalRoughness_range10_mean_biovolume,Surface_LocalRoughness_range10_median,Surface_LocalRoughness_range10_min,Surface_LocalRoughness_range10_p25,Surface_LocalRoughness_range10_p75,Surface_LocalRoughness_range10_std,Surface_LocalRoughness_range10_std_biovolume,Surface_PerSubstrateArea_max,Surface_PerSubstrateArea_mean,Surface_PerSubstrateArea_mean_biovolume,Surface_PerSubstrateArea_median,Surface_PerSubstrateArea_min,Surface_PerSubstrateArea_p25,Surface_PerSubstrateArea_p75,Surface_PerSubstrateArea_std,Surface_PerSubstrateArea_std_biovolume
1,Lalfilm,41634.0,10-Feb-2021 15:56:06,1,0.66995,0.82105,0.69848,0.012563,0.47327,0.9099,0.26013,0.18083,0.070981,0.019656,0.01886,0.02028,0,0.01521,0.025351,0.0084032,0.0088095,100,4.5554,6.8365,0,0,0,0,19.3791,24.0947,0.44594,0.38928,0.87294,45877.4204,0.48783,100.6995,225.8117,60.4386,480542.1266,17.8102,0.3908,19.431,0.42637,440458.9065,0.35792,24730.7015,0.72349,1127066.2312,45.5736,258.6799,286,73.5286,70.2094,76,0,15,115,57.4135,60.3183,1,0.58708,0.82102,0.663,0.001,0.213,0.975,0.37084,0.23813,78399,30223.9865,28821.2309,28421.5,1,11043,46878,20898.6278,19993.08,121.7517,9.7571,13.86,4.8184,1.4471,2.3309,12.3777,11.6524,13.2333,47.0863,27.0708,38.4928,30.0411,0.047086,9.1347,45.6737,17.5843,11.4063,0.28429,0.081215,0.068693,0.084078,0,0.059435,0.10727,0.042084,0.045365,113.4091,13.6323,13.0314,12.4876,0.057851,9.3554,16.0826,8.0836,5.993
1,Lalfilm,32480.0,10-Feb-2021 15:56:06,1,0.64205,0.81308,0.66683,0.011355,0.4245,0.89708,0.27325,0.19073,0.065911,0.020607,0.01968,0.02028,0,0.01521,0.025351,0.0085256,0.0086793,100,6.0947,9.9022,0,0,0,0,22.3471,28.5184,0.4335,0.4957,1.1435,44553.3561,0.48499,110.4073,254.689,46.5634,376024.4361,13.0524,0.40592,14.5675,0.45303,336916.5751,0.61388,25812.5939,0.75514,830012.6268,32.1553,222.7308,294,73.7284,74.6545,77,0,18,113,55.9989,59.2381,1,0.556,0.81536,0.598,0.001,0.1595,0.967,0.38031,0.24696,91095,28924.9596,27658.0048,24166.5,1,8409.5,47662.5,22615.3652,22708.7947,140.5043,10.5191,15.4921,5.4262,1.6,2.602,13.4735,12.2322,13.9281,47.0863,25.5546,38.1958,26.6979,0.047086,7.0629,45.2499,17.9736,11.8376,0.28571,0.082657,0.072368,0.08432,0,0.063542,0.10631,0.039786,0.044247,126.2273,11.8852,11.3784,10.7025,0.016529,7.2562,14.686,8.6307,6.2675
1,Lalfilm,27315.0,10-Feb-2021 15:56:06,1,0.61814,0.79287,0.63663,0.016912,0.4069,0.8603,0.2702,0.19385,0.060841,0.021373,0.020769,0.02028,0,0.01521,0.025351,0.0083952,0.0086335,100,6.6891,10.9604,0,0,0,0,23.1421,29.7655,0.43383,0.39745,0.91613,46289.9145,0.40087,100.8096,232.3688,36.7233,315841.645,11.6914,0.42063,13.2568,0.47695,278544.9791,0.6298,23824.8432,0.69699,662214.3717,27.7951,253.6406,275,73.523,75.9166,76,0,20,113,55.007,58.5373,1,0.52505,0.79215,0.539,0.001,0.135,0.904,0.37477,0.25134,83771,23668.1734,22319.7363,17658,1,7271.25,38520.75,19188.0203,18590.9206,170.8074,13.6155,20.2028,7.0856,2.251,3.5873,17.2208,15.9639,18.5472,47.0863,24.2436,37.1488,24.2965,0.047086,6.027,42.3777,17.6884,11.9898,0.25639,0.082502,0.073077,0.083353,0,0.064508,0.10534,0.038015,0.043181,64.8182,9.9905,9.9233,9.281,0.099174,6.2893,12.5537,5.754,4.8617
1,Lalfilm,19388.0,10-Feb-2021 15:56:06,1,0.62727,0.80132,0.66055,0.01353,0.39647,0.88692,0.28137,0.19802,0.055771,0.020559,0.020011,0.02028,0,0.01521,0.025351,0.00787,0.0075184,100,10.6171,17.8285,0,0,0,0,28.9212,36.6353,0.23925,0.26682,1.1152,46158.9017,0.4427,61.2521,256.0155,19.3507,245188.4774,7.725,0.42726,9.1348,0.50523,207349.105,0.39781,26841.2849,0.78524,485301.4821,18.0804,229.5617,293,80.4711,85.0678,89,0,28,119,55.9966,58.2646,1,0.55014,0.80336,0.587,0.001,0.1605,0.949,0.3753,0.24741,53943,12386.4348,9642.4196,9914.5,1,4948.5,16898.5,10047.7876,8862.438,109.2144,11.2653,16.7435,6.2492,1.6541,2.9279,15.2499,12.1411,13.6237,47.0863,25.031,37.5385,25.5679,0.047086,7.0865,44.0728,17.6944,11.9267,0.30123,0.089304,0.081697,0.089877,0,0.068857,0.11283,0.039472,0.043215,82.9091,7.521,6.7884,6.1322,0.033058,4.3884,8.6694,7.2364,4.7861
1,Lalfilm,15699.0,10-Feb-2021 15:56:06,1,0.62107,0.78569,0.65533,0.0084561,0.40324,0.86506,0.26927,0.19054,0.055771,0.021077,0.020716,0.02028,0,0.01521,0.025351,0.0075162,0.0069611,100,13.2019,22.6691,0,0,0,0,31.765,39.9477,0.16695,0.15939,0.95473,44524.089,0.29747,38.8391,232.6446,15.1291,204533.0814,6.1986,0.43443,7.5682,0.53041,167520.8083,0.27779,27025.4035,0.79062,385614.9573,14.2686,243.6757,278,83.0075,88.8871,94,0,33,121,54.3687,55.7704,1,0.53887,0.77878,0.581,0.001,0.169,0.888,0.35992,0.24081,32444,9165.1736,6737.6317,8080,1,4051.5,12659.75,6623.8847,5292.8845,100.5301,11.7274,17.2624,7.1336,1.7506,3.2838,15.9773,11.948,13.3558,47.0863,24.563,36.4258,25.7091,0.047086,7.11,41.483,17.0706,11.5972,0.29041,0.092235,0.084903,0.093487,0,0.073306,0.11352,0.037469,0.040767,56.7273,5.9663,5.3346,5.0248,0.016529,3.719,6.8182,4.5575,2.9714
1,Lalfilm,15332.0,10-Feb-2021 15:56:06,1,0.60628,0.77422,0.62334,0.032858,0.38898,0.84647,0.26614,0.19535,0.070981,0.02151,0.021125,0.02028,0,0.01521,0.025351,0.0078206,0.007286,100,12.634,21.7905,0,0,0,0,30.8157,39.2191,0.18596,0.19109,1.0276,45750.2197,0.23023,45.4961,244.6611,14.6719,198650.1529,6.4603,0.4503,7.8648,0.5482,163175.8961,0.35487,25258.1517,0.73892,362368.2678,14.3466,238.0885,269,82.4224,89.6298,91,0,34,121,54.3512,55.9985,1,0.51866,0.76988,0.534,0.001,0.147,0.882,0.36119,0.24804,37801,9598.3579,7468.0042,7976.5,1,3980.5,12932.5,7550.3289,6510.9474,86.054,11.1133,16.611,6.4519,1.6552,3.0257,15.0283,11.5416,12.9424,47.0863,23.6348,35.9997,23.2135,0.047086,6.3096,41.1534,17.0957,11.932,0.26908,0.09241,0.085534,0.092739,0,0.073448,0.11374,0.036783,0.040932,57.4545,6.0294,5.6051,4.9835,0.024793,3.7355,6.8264,4.8525,3.3296
