Model,mean_metric,Method,ci_low,ci_up,ci,EvalType
RandomForestImputer_MaxAbsScaler,0.14796386105472162,combinatoric,0.12276506929855106,0.22403690935292764,0.025198791756170555,Pathogen
RandomForestImputer_MaxAbsScaler,0.18340127162422595,combinatoric,0.12303654899292177,0.23017448573503801,0.060364722631304185,Interaction
RandomForestImputer_MinMaxScaler,0.15866597580553357,combinatoric,0.12444074208828684,0.2263434779530401,0.03422523371724673,Overall
RandomForestImputer_MinMaxScaler,0.1448664291622949,combinatoric,0.12415248459364163,0.22976139614338048,0.02071394456865326,Bacillus
RandomForestImputer_MinMaxScaler,0.14750015970234065,combinatoric,0.12330785188939794,0.22703226668529752,0.02419230781294271,Pathogen
RandomForestImputer_MinMaxScaler,0.18363133855196515,combinatoric,0.12245688612318315,0.2258545621036013,0.061174452428782,Interaction
RandomForestImputer_RobustScaler,0.1584806484877674,combinatoric,0.12309006873332297,0.2234588574796002,0.03539057975444444,Overall
RandomForestImputer_RobustScaler,0.14468561458259133,combinatoric,0.12195631751404007,0.2194647362745732,0.022729297068551257,Bacillus
RandomForestImputer_RobustScaler,0.14758518529453185,combinatoric,0.12315989945263037,0.22620068186408257,0.024425285841901484,Pathogen
RandomForestImputer_RobustScaler,0.1831711455861791,combinatoric,0.12362163411016175,0.23203935079487717,0.059549511476017364,Interaction
RandomForestImputer_StandardScaler,0.15805363797386782,combinatoric,0.1228210335429504,0.22414844120200506,0.035232604430917414,Overall
RandomForestImputer_StandardScaler,0.1437092400992522,combinatoric,0.12211404623157239,0.22376545980203347,0.021595193867679816,Bacillus
RandomForestImputer_StandardScaler,0.14776312284296558,combinatoric,0.12229110005675203,0.22523914183971702,0.02547202278621355,Pathogen
RandomForestImputer_StandardScaler,0.18268855097938577,combinatoric,0.12275566615143353,0.2289626004732625,0.05993288482795224,Interaction
