Model,mean_metric,std_metric,count_metric,ci,EvalType
KNNImputer_MaxAbsScaler,-1.0030395823232943,7.631711055868867,94.0,1.5631256711519599,Overall
KNNImputer_MaxAbsScaler,0.2694062668971995,0.3443012627259754,18.0,0.171216989874324,Bacillus
KNNImputer_MaxAbsScaler,0.2795099723081033,0.1518695443784817,4.0,0.24165833519625177,Pathogen
KNNImputer_MaxAbsScaler,-3.5580349861751848,8.572088927366819,72.0,2.0143421427600883,Interaction
KNNImputer_MinMaxScaler,-0.9755839206961667,7.781667258699582,94.0,1.5938396733563418,Overall
KNNImputer_MinMaxScaler,0.26155775538500337,0.36927659417786435,18.0,0.18363693001177658,Bacillus
KNNImputer_MinMaxScaler,0.30709867675998076,0.14761081270247062,4.0,0.2348817427524925,Pathogen
KNNImputer_MinMaxScaler,-3.495408194233485,8.751883937668872,72.0,2.056591898843832,Interaction
KNNImputer_RobustScaler,-0.9537278223906357,7.667942695497784,94.0,1.5705466289944787,Overall
KNNImputer_RobustScaler,0.2672188969402549,0.33880178646539744,18.0,0.16848216466988997,Bacillus
KNNImputer_RobustScaler,0.3015878462321103,0.12928724022335988,4.0,0.2057248499846153,Pathogen
KNNImputer_RobustScaler,-3.429990210344272,8.62451862121797,72.0,2.026662516796248,Interaction
KNNImputer_StandardScaler,-0.963849564957945,7.73520895719472,94.0,1.5843240924874198,Overall
KNNImputer_StandardScaler,0.300326157340806,0.29065591705570526,18.0,0.14453978708479642,Bacillus
KNNImputer_StandardScaler,0.2769632635604948,0.1666026042493366,4.0,0.26510192117201875,Pathogen
KNNImputer_StandardScaler,-3.468838115775136,8.697656011765616,72.0,2.0438489609920483,Interaction
MeanImputer_MaxAbsScaler,-1.3343443792763812,11.091064498536943,94.0,2.2716698144295058,Overall
MeanImputer_MaxAbsScaler,0.3649337950463356,0.3242385919334302,18.0,0.1612400584081358,Bacillus
MeanImputer_MaxAbsScaler,0.20643505081626964,0.1985642254359852,4.0,0.31595999280019127,Pathogen
MeanImputer_MaxAbsScaler,-4.574401983691748,12.510250981782962,72.0,2.939764855758691,Interaction
MeanImputer_MinMaxScaler,-1.1147313642317696,9.503887939306649,94.0,1.9465846000887936,Overall
MeanImputer_MinMaxScaler,0.36975131849334075,0.3074132542435764,18.0,0.1528730148194268,Bacillus
MeanImputer_MinMaxScaler,0.2709090255615839,0.1834601392984114,4.0,0.2919260212385828,Pathogen
MeanImputer_MinMaxScaler,-3.9848544367502337,10.709008332860211,72.0,2.516493584566167,Interaction
MeanImputer_RobustScaler,-1.30012283387079,11.040883747529392,94.0,2.261391802130119,Overall
MeanImputer_RobustScaler,0.37560775032331223,0.3302797647941193,18.0,0.16424426299434108,Bacillus
MeanImputer_RobustScaler,0.23677080428426114,0.19262799281126647,4.0,0.3065141220082693,Pathogen
MeanImputer_RobustScaler,-4.512747056219943,12.455071642405677,72.0,2.9267983467013163,Interaction
MeanImputer_StandardScaler,-1.3835554683110907,11.481302970489288,94.0,2.3515983873162813,Overall
MeanImputer_StandardScaler,0.3635576535074325,0.32952502378430176,18.0,0.16386893912009057,Bacillus
MeanImputer_StandardScaler,0.1913500594346993,0.24664661365028742,4.0,0.3924698021611161,Pathogen
MeanImputer_StandardScaler,-4.705574117875404,12.954360383671393,72.0,3.0441254488183156,Interaction
MedianImputer_MaxAbsScaler,-1.4241598178146364,11.6116157061595,94.0,2.378289018147686,Overall
MedianImputer_MaxAbsScaler,0.36993963875200614,0.31833065762068163,18.0,0.15830211179302534,Bacillus
