Model,mean_metric,std_metric,count_metric,ci,EvalType
KNNImputer_MaxAbsScaler,-2.390848953710015,7.999706138344177,94,1.6384983570495069,Overall
KNNImputer_MaxAbsScaler,0.2415771955069283,0.3327073676380834,18,0.16545148148742195,Bacillus
KNNImputer_MaxAbsScaler,0.2977145278213848,0.1313342872764904,4,0.20898215865010444,Pathogen
KNNImputer_MaxAbsScaler,-3.198320128877106,8.998463865841954,72,2.1145353412283443,Interaction
KNNImputer_MinMaxScaler,-2.397113626571238,8.010317363578546,94,1.6406717462730758,Overall
KNNImputer_MinMaxScaler,0.2450618057645077,0.3283091832571255,18,0.1632643158503931,Bacillus
KNNImputer_MinMaxScaler,0.2960745607992247,0.12881308730885738,4,0.20497036688916617,Pathogen
KNNImputer_MinMaxScaler,-3.2072790506202002,9.00981373776994,72,2.117202430374665,Interaction
KNNImputer_RobustScaler,-2.3577689966990474,7.8872208798609424,94,1.6154591468548163,Overall
KNNImputer_RobustScaler,0.23689425944890374,0.33447915213467366,18,0.16633256918896086,Bacillus
KNNImputer_RobustScaler,0.2998438282259679,0.1241481321897306,4,0.1975473822975752,Pathogen
KNNImputer_RobustScaler,-3.1540799676763136,8.871802770296142,72,2.084771442980445,Interaction
KNNImputer_StandardScaler,-2.3763616037580757,7.91311694469059,94,1.6207631741457746,Overall
KNNImputer_StandardScaler,0.235640007391556,0.3425093188218155,18,0.17032587713525138,Bacillus
KNNImputer_StandardScaler,0.2880856937394547,0.1130591624603821,4,0.1799023569252881,Pathogen
KNNImputer_StandardScaler,-3.1773868564064576,8.90006024017361,72,2.0914116228600816,Interaction
MeanImputer_MaxAbsScaler,-2.540485136295848,9.05348463456738,94,1.8543330770875108,Overall
MeanImputer_MaxAbsScaler,0.3245020716657517,0.36230129637350156,18,0.1801681960196782,Bacillus
MeanImputer_MaxAbsScaler,0.2629074365273101,0.1619040089862912,4,0.25762540760456626,Pathogen
MeanImputer_MaxAbsScaler,-3.4124759701097562,10.199806647356148,72,2.3968370547557165,Interaction
MeanImputer_MinMaxScaler,-2.4925376776804193,8.942631191779768,94,1.8316280950869621,Overall
MeanImputer_MinMaxScaler,0.3312743498958359,0.34706382913640027,18,0.17259078183017082,Bacillus
MeanImputer_MinMaxScaler,0.2651090718351441,0.1543512252142914,4,0.2456072431996604,Pathogen
MeanImputer_MinMaxScaler,-3.351693281769792,10.075808368249385,72,2.367698887693886,Interaction
MeanImputer_RobustScaler,-2.5119248014939246,9.018653135574223,94,1.8471988957954875,Overall
MeanImputer_RobustScaler,0.3205934247587878,0.3690083314089098,18,0.18350352607525863,Bacillus
MeanImputer_RobustScaler,0.26038334987862605,0.1593906848697633,4,0.25362614808025324,Pathogen
MeanImputer_RobustScaler,-3.3740714775778002,10.162891371105877,72,2.3881623901211544,Interaction
MeanImputer_StandardScaler,-2.488751696297108,8.941711139735723,94,1.8314396501945502,Overall
MeanImputer_StandardScaler,0.3314670366620713,0.35205904055782133,18,0.17507484202963128,Bacillus
MeanImputer_StandardScaler,0.2623264630236168,0.15511977291367499,4,0.24683017409282942,Pathogen
MeanImputer_StandardScaler,-3.346644055054721,10.075162265833496,72,2.3675470610696068,Interaction
MedianImputer_MaxAbsScaler,-2.597592865841014,9.137244190500478,94,1.8714886941077113,Overall
MedianImputer_MaxAbsScaler,0.32879541157168163,0.3322022760337733,18,0.16520030534181018,Bacillus
MedianImputer_MaxAbsScaler,0.26274249417035145,0.15511382188908712,4,0.24682070468472325,Pathogen
MedianImputer_MaxAbsScaler,-3.4880974551948194,10.290554137703385,72,2.418161669526402,Interaction
MedianImputer_MinMaxScaler,-2.602404718854569,9.137941741391698,94,1.8716315663544483,Overall
MedianImputer_MinMaxScaler,0.32326884588127913,0.34159132409317006,18,0.16986936909657985,Bacillus
MedianImputer_MinMaxScaler,0.2607689189789941,0.16370955230841905,4,0.2604984299418345,Pathogen
MedianImputer_MinMaxScaler,-3.492888312140396,10.291295103901566,72,2.4183357880466367,Interaction
MedianImputer_RobustScaler,-2.5762165530063337,9.099454370234929,94,1.8637485899904473,Overall
MedianImputer_RobustScaler,0.3252518121353096,0.3452502709219873,18,0.17168892054748142,Bacillus
MedianImputer_RobustScaler,0.2605410082067898,0.16513169697656227,4,0.26276137946419054,Pathogen
MedianImputer_RobustScaler,-3.4591812865813627,10.249316771254675,72,2.4084713634880583,Interaction
MedianImputer_StandardScaler,-2.5854567542149014,9.09412940120458,94,1.862657930801637,Overall
MedianImputer_StandardScaler,0.32350718353570035,0.33237923224605764,18,0.16528830359591767,Bacillus
MedianImputer_StandardScaler,0.2589664590192928,0.15380582534224566,4,0.24473939029581315,Pathogen
MedianImputer_StandardScaler,-3.470721250498896,10.242373598530017,72,2.406839797886926,Interaction
RandomForestImputer_MaxAbsScaler,-2.321309878758684,7.87456395895441,94,1.6128667586155463,Overall
RandomForestImputer_MaxAbsScaler,0.2475005537320637,0.33733268684664386,18,0.16775159861690192,Bacillus
RandomForestImputer_MaxAbsScaler,0.3010558596232433,0.13598566737106002,4,0.21638354234832236,Pathogen
RandomForestImputer_MaxAbsScaler,-3.1091994723470338,8.860295732083282,72,2.0820674215678214,Interaction
RandomForestImputer_MinMaxScaler,-2.364468516161138,7.980313875958827,94,1.6345264373929123,Overall
RandomForestImputer_MinMaxScaler,0.23721920749059094,0.31653970314754837,18,0.15741149108642663,Bacillus
RandomForestImputer_MinMaxScaler,0.30179321512411594,0.13840685419932386,4,0.22023619088632793,Pathogen
