,Collection,Ncells,Timepoint,Architecture_LocalDensity_range3_max,Architecture_LocalDensity_range3_mean,Architecture_LocalDensity_range3_mean_biovolume,Architecture_LocalDensity_range3_median,Architecture_LocalDensity_range3_min,Architecture_LocalDensity_range3_p25,Architecture_LocalDensity_range3_p75,Architecture_LocalDensity_range3_std,Architecture_LocalDensity_range3_std_biovolume,Architecture_LocalNumberDensity_range3_max,Architecture_LocalNumberDensity_range3_mean,Architecture_LocalNumberDensity_range3_mean_biovolume,Architecture_LocalNumberDensity_range3_median,Architecture_LocalNumberDensity_range3_min,Architecture_LocalNumberDensity_range3_p25,Architecture_LocalNumberDensity_range3_p75,Architecture_LocalNumberDensity_range3_std,Architecture_LocalNumberDensity_range3_std_biovolume,Architecture_LocalSubstrateArea_max,Architecture_LocalSubstrateArea_mean,Architecture_LocalSubstrateArea_mean_biovolume,Architecture_LocalSubstrateArea_median,Architecture_LocalSubstrateArea_min,Architecture_LocalSubstrateArea_p25,Architecture_LocalSubstrateArea_p75,Architecture_LocalSubstrateArea_std,Architecture_LocalSubstrateArea_std_biovolume,Biofilm_AspectRatio_HeightToLength,Biofilm_AspectRatio_HeightToWidth,Biofilm_AspectRatio_LengthToWidth,Biofilm_BaseArea,Biofilm_BaseEccentricity,Biofilm_Height,Biofilm_Length,Biofilm_OuterSurfacePerSubstrate,Biofilm_OuterSurfacePerVolume,Biofilm_SubstrateArea,Biofilm_SubstratumCoverage,Biofilm_Volume,Biofilm_VolumePerSubstrate,Biofilm_Width,Cube_Surface_max,Cube_Surface_mean,Cube_Surface_mean_biovolume,Cube_Surface_median,Cube_Surface_min,Cube_Surface_p25,Cube_Surface_p75,Cube_Surface_std,Cube_Surface_std_biovolume,Cube_VolumeFraction_max,Cube_VolumeFraction_mean,Cube_VolumeFraction_mean_biovolume,Cube_VolumeFraction_median,Cube_VolumeFraction_min,Cube_VolumeFraction_p25,Cube_VolumeFraction_p75,Cube_VolumeFraction_std,Cube_VolumeFraction_std_biovolume,Grid_ID_max,Grid_ID_mean,Grid_ID_mean_biovolume,Grid_ID_median,Grid_ID_min,Grid_ID_p25,Grid_ID_p75,Grid_ID_std,Grid_ID_std_biovolume,Intensity_Mean_ch1_max,Intensity_Mean_ch1_mean,Intensity_Mean_ch1_mean_biovolume,Intensity_Mean_ch1_median,Intensity_Mean_ch1_min,Intensity_Mean_ch1_p25,Intensity_Mean_ch1_p75,Intensity_Mean_ch1_std,Intensity_Mean_ch1_std_biovolume,Shape_Volume_max,Shape_Volume_mean,Shape_Volume_mean_biovolume,Shape_Volume_median,Shape_Volume_min,Shape_Volume_p25,Shape_Volume_p75,Shape_Volume_std,Shape_Volume_std_biovolume
1,I,14540.0,26-Aug-2021 15:03:25,1,0.73157,0.87991,0.84946,0,0.53757,1,0.29904,0.21057,0.56334,0.0094278,0.00055892,0,0,0,0,0.048487,0.010999,100,13.0241,24.2492,0,0,0,0,29.6418,38.6343,0.089021,0.080239,0.90136,43783.0439,0.43308,19.9548,224.1591,,,24693.0172,0.72239,287079.8336,11.626,248.6908,292,101.5384,119.3408,108,0,54,144,57.7806,52.3045,1,0.43235,0.66188,0.401,0.001,0.137,0.703,0.31583,0.2538,20107,7473.2409,5951.5187,7308.5,1,3670.5,11010,4478.2696,3399.5423,116.0782,40.9714,48.7986,37.6717,24.0018,30.812,47.8806,13.4156,13.9204,47.0863,19.7441,30.9648,17.7986,0.047086,5.7916,32.5837,14.8848,12.0938
1,I,14064.0,26-Aug-2021 15:03:25,1,0.74844,0.88998,0.88172,0,0.55914,1,0.29407,0.20182,0.56334,0.0085185,0.00045593,0,0,0,0,0.045594,0.0099977,100,14.0162,25.5015,0,0,0,0,30.9781,39.7061,0.081014,0.074585,0.92065,43322.5908,0.3904,18.2566,225.3506,,,25704.1047,0.75197,292196.2298,11.3677,244.7743,300,100.9272,116.1434,108,0,55,142,56.7963,52.5113,1,0.45688,0.68164,0.438,0.001,0.149,0.739,0.32222,0.25117,18921,7193.4248,5799.4153,7065.5,1,3547.5,10603.5,4288.8908,3265.5047,117.7752,41.6432,49.3011,38.2995,24.0035,31.2084,48.6301,13.696,14.0261,47.0863,20.7762,31.8449,19.4466,0.047086,6.3566,34.0434,15.1652,11.9993
