,Collection,Ncells,Timepoint,Architecture_LocalDensity_range3_max,Architecture_LocalDensity_range3_mean,Architecture_LocalDensity_range3_mean_biovolume,Architecture_LocalDensity_range3_median,Architecture_LocalDensity_range3_min,Architecture_LocalDensity_range3_p25,Architecture_LocalDensity_range3_p75,Architecture_LocalDensity_range3_std,Architecture_LocalDensity_range3_std_biovolume,Architecture_LocalNumberDensity_range3_max,Architecture_LocalNumberDensity_range3_mean,Architecture_LocalNumberDensity_range3_mean_biovolume,Architecture_LocalNumberDensity_range3_median,Architecture_LocalNumberDensity_range3_min,Architecture_LocalNumberDensity_range3_p25,Architecture_LocalNumberDensity_range3_p75,Architecture_LocalNumberDensity_range3_std,Architecture_LocalNumberDensity_range3_std_biovolume,Architecture_LocalSubstrateArea_max,Architecture_LocalSubstrateArea_mean,Architecture_LocalSubstrateArea_mean_biovolume,Architecture_LocalSubstrateArea_median,Architecture_LocalSubstrateArea_min,Architecture_LocalSubstrateArea_p25,Architecture_LocalSubstrateArea_p75,Architecture_LocalSubstrateArea_std,Architecture_LocalSubstrateArea_std_biovolume,Biofilm_AspectRatio_HeightToLength,Biofilm_AspectRatio_HeightToWidth,Biofilm_AspectRatio_LengthToWidth,Biofilm_BaseArea,Biofilm_BaseEccentricity,Biofilm_Height,Biofilm_Length,Biofilm_OuterSurfacePerSubstrate,Biofilm_OuterSurfacePerVolume,Biofilm_SubstrateArea,Biofilm_SubstratumCoverage,Biofilm_Volume,Biofilm_VolumePerSubstrate,Biofilm_Width,Cube_Surface_max,Cube_Surface_mean,Cube_Surface_mean_biovolume,Cube_Surface_median,Cube_Surface_min,Cube_Surface_p25,Cube_Surface_p75,Cube_Surface_std,Cube_Surface_std_biovolume,Cube_VolumeFraction_max,Cube_VolumeFraction_mean,Cube_VolumeFraction_mean_biovolume,Cube_VolumeFraction_median,Cube_VolumeFraction_min,Cube_VolumeFraction_p25,Cube_VolumeFraction_p75,Cube_VolumeFraction_std,Cube_VolumeFraction_std_biovolume,Grid_ID_max,Grid_ID_mean,Grid_ID_mean_biovolume,Grid_ID_median,Grid_ID_min,Grid_ID_p25,Grid_ID_p75,Grid_ID_std,Grid_ID_std_biovolume,Intensity_Mean_ch1_max,Intensity_Mean_ch1_mean,Intensity_Mean_ch1_mean_biovolume,Intensity_Mean_ch1_median,Intensity_Mean_ch1_min,Intensity_Mean_ch1_p25,Intensity_Mean_ch1_p75,Intensity_Mean_ch1_std,Intensity_Mean_ch1_std_biovolume,Shape_Volume_max,Shape_Volume_mean,Shape_Volume_mean_biovolume,Shape_Volume_median,Shape_Volume_min,Shape_Volume_p25,Shape_Volume_p75,Shape_Volume_std,Shape_Volume_std_biovolume
1,I,14213.0,28-Oct-2021 15:30:35,1,0.7295,0.88333,0.83871,0,0.52688,1,0.2987,0.20518,0.56334,0.0085349,0.00047249,0,0,0,0,0.047586,0.010586,100,14.1554,26.3777,0,0,0,0,31.3123,40.3689,0.071127,0.077438,1.0887,43588.9396,0.39542,17.4838,245.8124,,,26234.2933,0.76748,281560.8496,10.7325,225.7785,303,99.5245,117.2512,105,0,51,142,57.9536,52.8187,1,0.433,0.67079,0.399,0.001,0.129,0.71,0.32142,0.2572,18880,7275.1614,5983.0873,7167,1,3607.75,10743.25,4300.9566,3118.6593,111.2955,35.1825,42.0508,31.9852,21.0061,26.8266,40.6312,11.3678,11.8904,47.0863,19.8101,31.3937,17.7515,0.047086,5.5091,32.8662,15.1488,12.2501
1,I,14735.0,28-Oct-2021 15:30:35,1,0.73471,0.8878,0.84946,0,0.53763,1,0.29526,0.20006,0.56334,0.006321,0.00032148,0,0,0,0,0.038561,0.0083142,100,12.9475,22.476,0,0,0,0,29.6041,37.9051,0.090957,0.068738,0.75572,47676.0246,0.6549,19.4814,214.1826,,,24877.0054,0.72777,293078.0147,11.7811,283.4171,285,96.7555,114.5179,101,0,48,139,57.8085,53.5472,1,0.43577,0.68108,0.397,0.001,0.121,0.728,0.32834,0.25962,18612,7587.3914,6782.1729,7507,1,3820.25,11225.75,4422.4878,3246.8022,119.8922,45.5217,54.1291,41.2178,28.2002,34.912,52.9133,14.0949,14.6046,47.0863,19.8899,31.8496,17.469,0.047086,5.2266,33.5725,15.4238,12.372
1,I,15365.0,28-Oct-2021 15:30:35,1,0.71685,0.87357,0.8172,0,0.50538,0.98925,0.29791,0.21046,0.56334,0.0098016,0.00065019,0,0,0,0,0.047332,0.011602,100,12.5063,24.4495,0,0,0,0,29.2903,38.7349,0.08115,0.090875,1.1198,43613.3425,0.45009,20.2363,249.3691,,,25056.6905,0.73303,292869.5637,11.6883,222.6829,332,96.7309,117.5691,101,0,47,140,58.4439,52.4542,1,0.41685,0.66801,0.368,0.001,0.109,0.7,0.32431,0.26164,21545,8090.5124,7155.3919,7990,3,4141.75,11873.25,4689.8628,3314.5088,129.9727,39.0589,46.9743,35.5356,24.0005,29.394,45.9247,12.4384,12.7724,47.0863,19.0608,31.2559,16.2919,0.047086,4.6615,32.2541,15.2467,12.4525
1,I,15141.0,28-Oct-2021 15:30:35,1,0.72843,0.88291,0.83871,0,0.52688,1,0.29947,0.20756,0.56334,0.0081358,0.00052398,0,0,0,0,0.04272,0.010567,100,13.2689,25.1283,0,0,0,0,30.464,39.6359,0.083942,0.08732,1.0403,42745.649,0.27549,19.9732,237.9417,,,26197.1306,0.76639,303964.2707,11.603,228.7344,317,96.1784,112.2556,100,0,46,139,58.3045,54.7582,1,0.43964,0.68654,0.401,0.001,0.123,0.733,0.33001,0.26049,21038,7836.9502,6822.985,7731,1,3943.75,11566.75,4588.4166,3307.3443,103.2536,33.9329,41.1601,30.2179,19.8008,24.7916,40.4824,11.9552,12.3768,47.0863,20.0756,32.1211,17.7515,0.047086,5.2266,33.9021,15.5511,12.4201
