,Bacillus,Pathogene,B_Biofilm_Height,B_Biofilm_Roughness,B_Biofilm_SubstratumCoverage,B_Biofilm_Volume,P_Biofilm_Height,P_Biofilm_Volume,P_Biofilm_SubstratumCoverage,Modele,Score
401,12832,S.au,38.8391,0.27779,0.79062,385614.9573,29.5581,41271.3211,0.20855,III,0.793944827
402,1273,S.au,62.2079,,0.90733,652295.5035,20.2319,270791.1793,0.68911,III,0.999058597
403,1273,S.au,85.5055,,0.78651,985982.1469,35.1505,31477.4671,0.16447,III,0.99149912
404,1273,S.au,59.696,,0.90243,708070.2493,19.6327,313792.4036,0.76438,III,0.929620898
405,12001,S.au,41.7009,0.29558,0.85513,534535.189,17.1432,63361.9009,0.38894,III,0.804757399
406,12001,S.au,82.1927,0.33129,0.67463,636566.7523,19.4814,293078.0147,0.72777,III,0.891062531
407,12001,S.au,31.0312,0.23873,0.85251,440348.5311,20.2363,292869.5637,0.73303,III,0.905604884
408,1202,S.au,81.7592,,0.73986,753553.6745,19.9548,287079.8336,0.72239,III,0.967322854
409,1202,S.au,81.4623,,0.68268,669640.1149,19.1868,51222.4905,0.32853,III,0.893014634
410,1202,S.au,114.5659,,0.67451,993521.1327,17.4149,65229.6257,0.29538,III,0.96945338
411,1234,S.au,47.8742,,0.90502,430774.0521,18.2566,292196.2298,0.75197,III,0.227086166
412,1234,S.au,58.2539,,0.9189,473088.3816,13.919,165086.5558,0.63756,III,0.440397604
413,1234,S.au,60.4384,,0.91917,424166.5273,20.705,383323.5501,0.82185,III,0.287623847
414,C5,S.au,42.9811,,,34333.6272,21.3832,33444.7322,0.20438,III,0.728265106
415,C5,S.au,24.6388,,,52794.2308,21.4468,5878.6291,0.034027,III,0.751977578
416,C5,S.au,24.6388,,,52794.2308,34.2944,25511.1106,0.13385,III,0.735152918
417,1218,S.au,106.5276,,0.82373,1066201.3162,19.9457,364483.9678,0.80032,III,0.649610205
418,1218,S.au,63.1462,,0.93241,576854.5567,13.919,165086.5558,0.63756,III,0.5107936
419,1218,S.au,139.2205,,0.58605,939148.4282,35.1505,31477.4671,0.16447,III,0.724564726
420,1298,S.au,157.2154,,0.65607,1853010.2006,20.211,332506.9906,0.76348,III,0.43378687
421,1298,S.au,92.6131,,0.81479,1190127.8628,17.1432,63361.9009,0.38894,III,0.535241355
422,1298,S.au,157.2154,,0.65607,1853010.2006,19.4814,293078.0147,0.72777,III,0.550747706
423,1219,S.au,108.5523,,0.78906,1274417.0768,19.9548,287079.8336,0.72239,III,0.546113416
424,1219,S.au,85.6394,,0.79024,927084.0733,19.8751,350766.9035,0.78021,III,0.57300695
425,1219,S.au,149.9104,,0.61388,1294630.5617,19.4814,293078.0147,0.72777,III,0.537525321
426,1167,S.au,42.6102,,0.93713,778641.9558,20.0189,368303.7143,0.80157,III,0.937592418
427,1167,S.au,83.5171,,0.84235,865147.0977,17.4838,281560.8496,0.76748,III,0.966179544
428,1167,S.au,107.2855,,0.89046,1048314.977,16.9475,252159.0783,0.70733,III,0.959565098
429,1339,S.au,85.1183,,0.58028,731235.8562,21.4468,5878.6291,0.034027,III,0.287331521
430,1339,S.au,85.1183,,0.58028,731235.8562,21.4468,5878.6291,0.034027,III,0.417370197
431,1339,S.au,85.1183,,0.58028,731235.8562,17.4149,65229.6257,0.29538,III,0.353338208
432,11285,E.ce,100.5544,0.4909,0.64782,711737.2354,13.3419,67545.3294,,III,0.966215553
433,11285,E.ce,52.9908,0.34302,0.58152,436696.8952,15.0361,95814.5721,,III,0.940662015
434,11285,E.ce,41.6976,0.19756,0.78922,629243.4687,18.3367,195676.4463,,III,0.822870766
435,12048,E.ce,31.7673,0.3007,0.73668,383974.7535,14.226,33559.6699,,III,0.751893984
436,12048,E.ce,99.2755,0.4762,0.53869,568060.3917,17.1181,312492.0215,,III,0.898019338
437,12048,E.ce,46.2786,0.25319,0.79184,678096.1533,37.9864,10831.5888,,III,0.907568922
438,B8,E.ce,49.3198,,,63961.7332,18.7708,156140.9612,,III,0.88575371
439,B8,E.ce,34.7639,,,47677.8817,37.9864,10831.5888,,III,0.874376641
440,B8,E.ce,51.6172,,,76915.2656,12.6478,25874.8107,,III,0.896663835
441,12701,E.ce,82.2903,0.18575,0.60345,844021.881,19.9252,366016.9373,,III,0.882237541
442,12701,E.ce,83.2761,0.15525,0.61228,938260.3808,19.9252,366016.9373,,III,0.989043693
443,12701,E.ce,88.7718,0.17408,0.58864,785286.6318,19.6616,342774.4385,,III,0.778278437
444,11457,E.ce,45.5184,0.30239,0.78507,491611.4687,14.226,33559.6699,,III,0.924833386
445,11457,E.ce,38.6781,0.33454,0.75678,451547.4401,19.9349,335603.1025,,III,0.900246906
446,11457,E.ce,41.8602,0.23928,0.81713,586966.102,19.6417,120367.2469,,III,0.858934723
447,B18,E.ce,68.2838,,,59596.1749,14.4283,65687.5869,,III,0.911266579
448,B18,E.ce,55.7019,,,42192.9411,19.9252,366016.9373,,III,0.80723995
449,B18,E.ce,31.7064,,,63791.7988,19.8387,351449.1457,,III,0.661948376
450,B1,E.ce,57.8646,,,70480.7358,20.6751,259495.2255,,III,0.91341457
451,B1,E.ce,59.6351,,,86787.7537,16.7582,63239.712,,III,0.874535693
452,B1,E.ce,47.7678,,,84447.6122,17.0281,332652.5343,,III,0.819771731
453,12832,E.ce,42.6886,0.2747,0.73991,458728.4288,19.6616,342774.4385,,III,0.903447071
454,12832,E.ce,110.4073,0.61388,0.75514,830012.6268,12.4926,73591.0206,,III,0.879502389
455,12832,E.ce,42.3834,0.33703,0.7431,401064.6752,17.8445,334032.7276,,III,0.729096377
456,1273,E.ce,85.5055,,0.78651,985982.1469,19.9263,62917.5005,,III,0.914386274
457,1273,E.ce,84.965,,0.86835,1045719.6749,12.9845,60777.3345,,III,0.97210151
458,1273,E.ce,62.2079,,0.90733,652295.5035,17.9065,147931.0429,,III,0.888250734
459,12001,E.ce,45.7157,0.27961,0.65956,520568.595,16.4212,137500.1113,,III,0.899396651
460,12001,E.ce,34.3016,0.27486,0.85659,507935.6261,16.7582,63239.712,,III,0.923475597
461,12001,E.ce,31.0312,0.23873,0.85251,440348.5311,18.7708,156140.9612,,III,0.882562584
462,1202,E.ce,85.6834,,0.75073,615508.2568,16.7582,63239.712,,III,0.625071237
463,1202,E.ce,85.6834,,0.75073,615508.2568,19.6801,338960.0253,,III,0.71542897
464,1202,E.ce,75.815,,0.75943,727857.2266,16.6514,35888.134,,III,0.653478184
465,1234,E.ce,95.4628,,0.93539,983207.2106,18.7708,156140.9612,,III,0.720690337
466,1234,E.ce,74.9955,,0.89138,587654.5506,13.3419,67545.3294,,III,0.385892809
467,1234,E.ce,77.2729,,0.94315,680073.2125,19.6616,342774.4385,,III,0.50306656
468,C5,E.ce,22.9543,,,53739.5351,18.3367,195676.4463,,III,0.727718078
469,C5,E.ce,25.8057,,,66219.0028,17.1181,312492.0215,,III,0.6286392
470,C5,E.ce,82.5108,,,11636.8114,41.888,3599.1818,,III,0.559057688
471,1218,E.ce,106.5276,,0.82373,1066201.3162,19.9349,335603.1025,,III,0.67607412
472,1218,E.ce,63.1462,,0.93241,576854.5567,17.8136,185840.7796,,III,0.708141782
473,1218,E.ce,77.8107,,0.90788,722227.5898,19.6417,120367.2469,,III,0.496852884
474,1298,E.ce,93.2598,,0.84221,1422671.7437,19.2999,96787.469,,III,0.725565227
475,1298,E.ce,72.2858,,0.79303,987512.1688,16.6514,35888.134,,III,0.698602341
476,1298,E.ce,110.6456,,0.79062,1804024.4031,16.9216,215739.3021,,III,0.53338386
477,1219,E.ce,108.5523,,0.78906,1274417.0768,13.3419,67545.3294,,III,0.622213523
478,1219,E.ce,122.8027,,0.52958,594919.8709,12.6478,25874.8107,,III,0.705384682
479,1219,E.ce,154.3524,,0.89753,1434115.5014,17.0281,332652.5343,,III,0.500943891
480,1167,E.ce,42.6102,,0.93713,778641.9558,14.4283,65687.5869,,III,0.939973393
481,1167,E.ce,67.9052,,0.9353,767452.0875,19.6417,120367.2469,,III,0.933460471
482,1167,E.ce,81.2287,,0.89949,927301.5649,18.4109,98698.2778,,III,0.892549294
483,1339,E.ce,91.8112,,0.70071,1143134.8983,19.8387,351449.1457,,III,0.310075741
484,1339,E.ce,84.975,,0.60564,866652.3051,18.3367,195676.4463,,III,0.26073352
485,1339,E.ce,59.6199,,0.60337,954346.5641,37.9864,10831.5888,,III,0.226046311
486,11285,S.en,151.408,0.29604,0.25154,892283.1147,101.3935,416103.2356,,III,0.703965175
487,11285,S.en,52.9908,0.34302,0.58152,436696.8952,57.2169,2746.2399,0.0087814,III,0.912967263
488,11285,S.en,151.408,0.29604,0.25154,892283.1147,76.8487,444981.8237,0.61298,III,0.810700279
489,12048,S.en,71.0897,0.3289,0.76693,708334.733,88.208,386840.9901,,III,0.79911473
490,12048,S.en,71.0897,0.3289,0.76693,708334.733,91.3491,176103.4762,,III,0.899758771
491,12048,S.en,71.0947,0.40328,0.72363,578243.7435,95.9692,297155.0753,,III,0.868386949
492,B8,S.en,63.9328,,,62191.6183,90.1681,283340.005,,III,0.81122728
493,B8,S.en,49.3198,,,63961.7332,75.8578,370315.8214,,III,0.897454895
494,B8,S.en,63.9328,,,62191.6183,71.3227,17066.6756,0.08596,III,0.841774425
495,12701,S.en,81.2717,0.26945,0.56917,834387.1315,91.3491,176103.4762,,III,0.414852146
496,12701,S.en,88.7718,0.17408,0.58864,785286.6318,58.7768,15977.1314,0.036022,III,0.703062323
497,12701,S.en,78.9142,0.14885,0.64796,1073277.5379,82.8157,392885.5513,,III,0.512948477
498,11457,S.en,119.9265,0.41017,0.37843,594974.5381,95.9692,297155.0753,,III,0.870729562
499,11457,S.en,41.9185,0.3351,0.72269,441256.0723,81.1474,446035.4667,,III,0.977013471
500,11457,S.en,124.7817,0.35397,0.38661,821695.5401,62.4745,224787.686,,III,0.889248776
501,B18,S.en,27.1483,,,57695.3485,73.062,146448.5781,,III,0.22560538
502,B18,S.en,203.2297,,,27818.0148,90.1681,283340.005,,III,0.544051498
503,B18,S.en,33.01,,,58857.4852,102.3447,367189.3389,,III,0.50682367
504,B1,S.en,59.6351,,,86787.7537,58.7768,15977.1314,0.036022,III,0.924094183
505,B1,S.en,59.6351,,,86787.7537,82.2975,494802.6344,0.63705,III,0.930258024
506,B1,S.en,50.436,,,57089.6776,89.2673,346366.6986,,III,0.902224362
507,12832,S.en,51.246,0.36537,0.7281,353082.6161,91.3491,176103.4762,,III,0.748584238
508,12832,S.en,100.6995,0.35792,0.72349,1127066.2312,44.6861,12627.0361,0.044441,III,0.926655519
509,12832,S.en,42.6886,0.2747,0.73991,458728.4288,89.2673,346366.6986,,III,0.921787792
510,1273,S.en,85.5055,,0.78651,985982.1469,82.4264,177582.6449,,III,0.237638988
511,1273,S.en,81.18,,0.96671,704651.361,74.8346,322213.4568,,III,0.987752448
512,1273,S.en,62.2079,,0.90733,652295.5035,76.8487,444981.8237,0.61298,III,0.944031858
513,12001,S.en,59.8973,0.30892,0.63809,589749.7963,70.1247,357065.6454,,III,0.914176695
514,12001,S.en,45.4923,0.41806,0.83002,460681.5681,81.518,25342.7827,0.037964,III,0.779171976
515,12001,S.en,159.023,0.49322,0.22138,854384.9141,82.2975,494802.6344,0.63705,III,0.912197354
516,1202,S.en,102.8115,,0.67602,751099.8667,82.2975,494802.6344,0.63705,III,0.342037531
517,1202,S.en,92.1475,,0.60788,630504.4396,58.0161,15183.9629,0.049587,III,0.779842464
518,1202,S.en,92.1475,,0.60788,630504.4396,74.8346,322213.4568,,III,0.246941858
519,1234,S.en,60.4384,,0.91917,424166.5273,88.208,386840.9901,,III,0.0
520,1234,S.en,77.2729,,0.94315,680073.2125,70.1247,357065.6454,,III,0.209436414
521,1234,S.en,77.2729,,0.94315,680073.2125,89.2673,346366.6986,,III,0.025364712
522,C5,S.en,22.9543,,,53739.5351,89.2673,346366.6986,,III,0.230392239
523,C5,S.en,25.8057,,,66219.0028,101.3935,416103.2356,,III,0.536390649
524,C5,S.en,22.9543,,,53739.5351,65.2759,12023.4369,0.053825,III,0.457617427
525,1218,S.en,58.0652,,0.93002,539621.6383,78.9838,12945.9986,0.026665,III,0.074058746
526,1218,S.en,74.7426,,0.93027,535295.1146,68.2667,22063.0887,0.09293,III,0.431902933
527,1218,S.en,63.1462,,0.93241,576854.5567,74.8346,322213.4568,,III,0.206438965
528,1298,S.en,70.3924,,0.79739,776210.1373,74.8346,322213.4568,,III,0.214718267
529,1298,S.en,102.9972,,0.75742,1169539.3356,91.5942,338081.3481,,III,0.521247026
530,1298,S.en,72.2858,,0.79303,987512.1688,101.3935,416103.2356,,III,0.298924656
531,1219,S.en,92.6392,,0.79491,968947.9283,71.586,8102.5637,0.036087,III,0.371728534
532,1219,S.en,100.6864,,0.7851,1398418.7261,70.3829,214009.1704,0.41749,III,0.56174631
533,1219,S.en,81.7095,,0.71875,620335.8258,62.4745,224787.686,,III,0.413659406
534,1167,S.en,81.4623,,0.95085,696323.8681,91.5942,338081.3481,,III,1.0
535,1167,S.en,87.6154,,0.91075,847915.1166,74.8346,322213.4568,,III,0.999044662
536,1167,S.en,107.4404,,0.88591,1529532.0531,71.3227,17066.6756,0.08596,III,0.997749271
537,1339,S.en,84.975,,0.60564,866652.3051,82.2975,494802.6344,0.63705,III,0.204342785
538,1339,S.en,86.5573,,0.70557,1197702.8226,102.3447,367189.3389,,III,0.411452101
539,1339,S.en,81.6763,,0.72071,894871.1655,75.8578,370315.8214,,III,0.099917528
540,11285,E.co,143.7089,0.52259,0.37982,659329.536,24.7937,334167.4886,0.80318,III,0.860569083
541,11285,E.co,39.3185,0.29054,0.75667,511738.0323,25.2503,363824.3172,0.80371,III,0.817028223
542,11285,E.co,100.5544,0.4909,0.64782,711737.2354,23.5268,336454.4572,0.80819,III,0.861833689
543,12048,E.co,71.0947,0.40328,0.72363,578243.7435,26.7826,317496.0698,0.79156,III,0.880971629
544,12048,E.co,70.4151,0.51341,0.35812,304921.8175,23.1691,289400.8757,0.75349,III,0.830777761
545,12048,E.co,85.4745,0.36667,0.74025,679653.6736,26.2567,348890.9475,0.82606,III,0.891923236
546,B8,E.co,67.8769,,,100724.7775,56.0736,75377.0036,0.31767,III,0.913464792
547,B8,E.co,83.8308,,,55740.0432,22.0548,315164.8747,0.79249,III,0.887779141
548,B8,E.co,53.9097,,,73465.5357,40.8594,124700.4569,0.50763,III,0.898884588
549,12701,E.co,46.2384,0.31254,0.83977,449822.528,60.783,65178.7725,0.26097,III,0.236691903
550,12701,E.co,54.0864,0.2576,0.68631,694422.2412,23.1691,289400.8757,0.75349,III,0.136333841
551,12701,E.co,81.2717,0.26945,0.56917,834387.1315,23.1542,340308.4354,0.81835,III,0.141181207
552,11457,E.co,47.3616,0.32389,0.76537,510480.9696,24.2982,340200.4849,0.78028,III,0.860302797
553,11457,E.co,52.388,0.36317,0.71774,450412.2838,25.0612,371927.1613,0.81522,III,0.955186572
554,11457,E.co,41.8602,0.23928,0.81713,586966.102,23.1691,289400.8757,0.75349,III,0.926191168
555,B18,E.co,27.1483,,,57695.3485,60.783,65178.7725,0.26097,III,0.318754145
556,B18,E.co,203.2297,,,27818.0148,25.2503,363824.3172,0.80371,III,0.261195508
557,B18,E.co,225.1848,,,33706.1082,22.0548,315164.8747,0.79249,III,0.255099978
558,B1,E.co,57.8646,,,70480.7358,26.2567,348890.9475,0.82606,III,0.769466864
559,B1,E.co,57.8646,,,70480.7358,26.2567,348890.9475,0.82606,III,0.766104986
560,B1,E.co,45.2098,,,66809.6532,21.4661,287187.6141,0.76464,III,0.871694043
561,12832,E.co,100.8096,0.6298,0.69699,662214.3717,53.4666,64873.9829,0.27303,III,0.783747655
562,12832,E.co,35.8943,0.27081,0.75712,488859.2751,25.0612,371927.1613,0.81522,III,0.799922799
563,12832,E.co,42.3834,0.33703,0.7431,401064.6752,25.0612,371927.1613,0.81522,III,0.885321991
564,1273,E.co,56.4673,,0.96442,666358.1535,56.8339,24024.8846,0.079399,III,0.481711962
565,1273,E.co,74.9124,,0.91748,806698.4627,40.8594,124700.4569,0.50763,III,0.625636464
566,1273,E.co,62.2079,,0.90733,652295.5035,21.2543,304732.1539,0.80483,III,0.761020293
567,12001,E.co,41.7042,0.3112,0.80508,509098.0924,51.4117,59035.3301,0.24144,III,0.916592959
568,12001,E.co,59.8973,0.30892,0.63809,589749.7963,21.2543,304732.1539,0.80483,III,0.950148309
569,12001,E.co,74.1823,0.30744,0.68488,562740.206,21.4661,287187.6141,0.76464,III,0.939658647
570,1202,E.co,85.6834,,0.75073,615508.2568,23.7006,329630.7246,0.77964,III,0.383562247
571,1202,E.co,81.7592,,0.73986,753553.6745,19.9092,105858.1719,0.41813,III,0.397943575
572,1202,E.co,92.1475,,0.60788,630504.4396,21.0451,316286.1405,0.80289,III,0.480528662
573,1234,E.co,80.0871,,0.9484,898273.8562,21.2543,304732.1539,0.80483,III,0.098199062
574,1234,E.co,58.2539,,0.9189,473088.3816,57.4364,19063.9202,0.072502,III,0.23941059
575,1234,E.co,64.3301,,0.92387,428025.5783,26.2567,348890.9475,0.82606,III,0.208362211
576,C5,E.co,28.7078,,,45813.7355,19.9092,105858.1719,0.41813,III,0.238011435
577,C5,E.co,28.7078,,,45813.7355,25.0612,371927.1613,0.81522,III,0.273935081
578,C5,E.co,22.9543,,,53739.5351,25.0612,371927.1613,0.81522,III,0.403173135
579,1218,E.co,139.2205,,0.58605,939148.4282,25.2503,363824.3172,0.80371,III,0.084438946
580,1218,E.co,74.7426,,0.93027,535295.1146,23.5268,336454.4572,0.80819,III,0.216058894
581,1218,E.co,58.0652,,0.93002,539621.6383,22.0548,315164.8747,0.79249,III,0.498830201
582,1298,E.co,93.2598,,0.84221,1422671.7437,56.0736,75377.0036,0.31767,III,0.282673037
583,1298,E.co,93.2598,,0.84221,1422671.7437,20.7706,281943.1902,0.77699,III,0.336190999
584,1298,E.co,99.8822,,0.8765,861445.6915,42.2601,152290.6212,0.52729,III,0.26568292
585,1219,E.co,81.7095,,0.71875,620335.8258,24.1553,337255.1249,0.7974,III,0.408580626
586,1219,E.co,154.3524,,0.89753,1434115.5014,53.4666,64873.9829,0.27303,III,0.167230321
587,1219,E.co,114.9875,,0.74802,1273745.7676,21.2543,304732.1539,0.80483,III,0.328517114
588,1167,E.co,80.476,,0.91307,964432.1177,25.0612,371927.1613,0.81522,III,0.985180013
589,1167,E.co,107.4404,,0.88591,1529532.0531,25.2503,363824.3172,0.80371,III,0.997855445
590,1167,E.co,81.2287,,0.89949,927301.5649,19.9092,105858.1719,0.41813,III,0.988710933
591,1339,E.co,85.1183,,0.58028,731235.8562,23.1542,340308.4354,0.81835,III,0.118312657
592,1339,E.co,85.4541,,0.75024,966733.0834,25.2503,363824.3172,0.80371,III,0.115605032
593,1339,E.co,59.6199,,0.60337,954346.5641,45.5854,86119.1755,0.3962,III,0.172337885
594,11285,S.au,39.3185,0.29054,0.75667,511738.0323,13.919,165086.5558,0.63756,I,0.999687983
595,11285,S.au,81.2402,0.37092,0.70135,665035.3113,17.4149,65229.6257,0.29538,I,0.999759358
596,11285,S.au,38.6339,0.17329,0.78433,614378.4213,19.9457,364483.9678,0.80032,I,0.995292035
597,12048,S.au,50.0385,0.22513,0.72102,655419.4434,19.9457,364483.9678,0.80032,I,0.999568861
598,12048,S.au,43.152,0.20075,0.73439,618108.9739,19.1868,51222.4905,0.32853,I,0.99979911
599,12048,S.au,41.8332,0.31817,0.75156,392079.4811,17.5344,249825.1142,0.67156,I,0.999642249
600,B8,S.au,63.9328,,,62191.6183,19.6327,313792.4036,0.76438,I,0.999744177
601,B8,S.au,108.5254,,,80672.0923,19.1868,51222.4905,0.32853,I,0.99974191
602,B8,S.au,65.2501,,,67521.3154,17.4838,281560.8496,0.76748,I,0.999776288
603,12701,S.au,88.7718,0.17408,0.58864,785286.6318,35.1505,31477.4671,0.16447,I,0.642626296
604,12701,S.au,41.8384,0.30588,0.73848,499014.7048,19.7343,342784.9095,0.82544,I,0.516532216
605,12701,S.au,39.1569,0.29011,0.80322,414261.5025,19.1868,51222.4905,0.32853,I,0.527144306
606,11457,S.au,85.9997,0.45031,0.28014,345420.5467,20.0635,371414.627,0.84482,I,0.997070155
607,11457,S.au,71.1452,0.21812,0.65473,687749.1252,20.2363,292869.5637,0.73303,I,0.998425961
608,11457,S.au,52.388,0.36317,0.71774,450412.2838,17.4838,281560.8496,0.76748,I,0.99892703
609,B18,S.au,28.0687,,,59510.4308,19.9732,303964.2707,0.76639,I,0.581945658
610,B18,S.au,42.3814,,,42243.7472,21.3832,33444.7322,0.20438,I,0.472600306
611,B18,S.au,41.318,,,55204.578,18.2566,292196.2298,0.75197,I,0.521701945
612,B1,S.au,95.0099,,,52094.9523,16.4461,241909.9089,0.69108,I,0.641998344
613,B1,S.au,92.1909,,,77239.078,29.5581,41271.3211,0.20855,I,0.956902392
614,B1,S.au,59.6351,,,86787.7537,17.1432,63361.9009,0.38894,I,0.907523551
615,12832,S.au,31.0436,0.28626,0.81687,469256.4994,13.919,165086.5558,0.63756,I,0.668503471
616,12832,S.au,45.4961,0.35487,0.73892,362368.2678,20.3619,41063.0114,0.19331,I,0.891574326
617,12832,S.au,51.246,0.36537,0.7281,353082.6161,19.1868,51222.4905,0.32853,I,0.882470851
618,1273,S.au,56.4673,,0.96442,666358.1535,21.4468,5878.6291,0.034027,I,0.786250555
619,1273,S.au,78.9212,,0.93886,741537.3947,19.1868,51222.4905,0.32853,I,1.0
620,1273,S.au,78.9212,,0.93886,741537.3947,34.2944,25511.1106,0.13385,I,0.999943949
621,12001,S.au,74.1823,0.30744,0.68488,562740.206,19.1868,51222.4905,0.32853,I,0.945339144
622,12001,S.au,31.0078,0.21015,0.88252,460894.4923,20.2319,270791.1793,0.68911,I,0.896102773
623,12001,S.au,74.1823,0.30744,0.68488,562740.206,20.3619,41063.0114,0.19331,I,0.868545335
624,1202,S.au,85.6834,,0.75073,615508.2568,21.4468,5878.6291,0.034027,I,0.568196521
625,1202,S.au,84.9332,,0.6776,733869.157,17.1432,63361.9009,0.38894,I,0.528319337
626,1202,S.au,78.6186,,0.67154,612460.0317,18.2566,292196.2298,0.75197,I,0.575144307
627,1234,S.au,80.0871,,0.9484,898273.8562,19.7343,342784.9095,0.82544,I,0.632457411
628,1234,S.au,71.1015,,0.9321,895345.9836,18.0482,311147.4725,0.77295,I,0.720965991
629,1234,S.au,80.0871,,0.9484,898273.8562,19.9457,364483.9678,0.80032,I,0.578454707
630,C5,S.au,25.8057,,,66219.0028,20.2363,292869.5637,0.73303,I,0.64398475
631,C5,S.au,24.6388,,,52794.2308,29.5581,41271.3211,0.20855,I,0.433564298
632,C5,S.au,235.1767,,0.71325,265181.1304,29.5581,41271.3211,0.20855,I,0.581008958
633,1218,S.au,58.0652,,0.93002,539621.6383,17.4149,65229.6257,0.29538,I,0.687749126
634,1218,S.au,74.7426,,0.93027,535295.1146,19.7343,342784.9095,0.82544,I,0.740070908
635,1218,S.au,58.0652,,0.93002,539621.6383,17.4149,65229.6257,0.29538,I,0.556051457
636,1298,S.au,70.3924,,0.79739,776210.1373,19.1868,51222.4905,0.32853,I,0.501811158
637,1298,S.au,75.1406,,0.71959,519150.1206,18.2566,292196.2298,0.75197,I,0.438817917
638,1298,S.au,110.6456,,0.79062,1804024.4031,20.0189,368303.7143,0.80157,I,0.470654696
639,1219,S.au,154.3524,,0.89753,1434115.5014,17.1432,63361.9009,0.38894,I,0.579826914
640,1219,S.au,92.6392,,0.79491,968947.9283,17.4149,65229.6257,0.29538,I,0.438633021
641,1219,S.au,108.5523,,0.78906,1274417.0768,17.4838,281560.8496,0.76748,I,0.575004555
642,1167,S.au,81.2287,,0.89949,927301.5649,35.1505,31477.4671,0.16447,I,0.459896218
643,1167,S.au,80.476,,0.91307,964432.1177,20.3619,41063.0114,0.19331,I,0.433318827
644,1167,S.au,80.476,,0.91307,964432.1177,19.9732,303964.2707,0.76639,I,0.503046791
645,1339,S.au,90.0528,,0.77341,937960.1115,20.2319,270791.1793,0.68911,I,0.370472724
646,1339,S.au,85.4541,,0.75024,966733.0834,17.1432,63361.9009,0.38894,I,0.296965519
647,1339,S.au,59.6199,,0.60337,954346.5641,34.2944,25511.1106,0.13385,I,0.405741282
