,Collection,Ncells,Timepoint,Architecture_LocalDensity_range3_max,Architecture_LocalDensity_range3_mean,Architecture_LocalDensity_range3_mean_biovolume,Architecture_LocalDensity_range3_median,Architecture_LocalDensity_range3_min,Architecture_LocalDensity_range3_p25,Architecture_LocalDensity_range3_p75,Architecture_LocalDensity_range3_std,Architecture_LocalDensity_range3_std_biovolume,Architecture_LocalNumberDensity_range3_max,Architecture_LocalNumberDensity_range3_mean,Architecture_LocalNumberDensity_range3_mean_biovolume,Architecture_LocalNumberDensity_range3_median,Architecture_LocalNumberDensity_range3_min,Architecture_LocalNumberDensity_range3_p25,Architecture_LocalNumberDensity_range3_p75,Architecture_LocalNumberDensity_range3_std,Architecture_LocalNumberDensity_range3_std_biovolume,Architecture_LocalSubstrateArea_max,Architecture_LocalSubstrateArea_mean,Architecture_LocalSubstrateArea_mean_biovolume,Architecture_LocalSubstrateArea_median,Architecture_LocalSubstrateArea_min,Architecture_LocalSubstrateArea_p25,Architecture_LocalSubstrateArea_p75,Architecture_LocalSubstrateArea_std,Architecture_LocalSubstrateArea_std_biovolume,Biofilm_AspectRatio_HeightToLength,Biofilm_AspectRatio_HeightToWidth,Biofilm_AspectRatio_LengthToWidth,Biofilm_BaseArea,Biofilm_BaseEccentricity,Biofilm_Height,Biofilm_Length,Biofilm_OuterSurfacePerSubstrate,Biofilm_OuterSurfacePerVolume,Biofilm_SubstrateArea,Biofilm_SubstratumCoverage,Biofilm_Volume,Biofilm_VolumePerSubstrate,Biofilm_Width,Cube_Surface_max,Cube_Surface_mean,Cube_Surface_mean_biovolume,Cube_Surface_median,Cube_Surface_min,Cube_Surface_p25,Cube_Surface_p75,Cube_Surface_std,Cube_Surface_std_biovolume,Cube_VolumeFraction_max,Cube_VolumeFraction_mean,Cube_VolumeFraction_mean_biovolume,Cube_VolumeFraction_median,Cube_VolumeFraction_min,Cube_VolumeFraction_p25,Cube_VolumeFraction_p75,Cube_VolumeFraction_std,Cube_VolumeFraction_std_biovolume,Grid_ID_max,Grid_ID_mean,Grid_ID_mean_biovolume,Grid_ID_median,Grid_ID_min,Grid_ID_p25,Grid_ID_p75,Grid_ID_std,Grid_ID_std_biovolume,Intensity_Mean_ch1_max,Intensity_Mean_ch1_mean,Intensity_Mean_ch1_mean_biovolume,Intensity_Mean_ch1_median,Intensity_Mean_ch1_min,Intensity_Mean_ch1_p25,Intensity_Mean_ch1_p75,Intensity_Mean_ch1_std,Intensity_Mean_ch1_std_biovolume,Shape_Volume_max,Shape_Volume_mean,Shape_Volume_mean_biovolume,Shape_Volume_median,Shape_Volume_min,Shape_Volume_p25,Shape_Volume_p75,Shape_Volume_std,Shape_Volume_std_biovolume
1,I,17905.0,28-Oct-2021 10:23:18,1,0.67001,0.83287,0.76344,0,0.4086,0.97849,0.32016,0.23045,0.75113,0.0086418,0.00035001,0,0,0,0,0.0468,0.0089371,100,11.9355,22.4259,0,0,0,0,29.3473,37.9424,0.10613,0.11022,1.0386,42168.6738,0.27001,25.0612,236.1399,,,27866.3248,0.81522,371927.1613,13.3468,227.3687,343,124.3309,149.9219,134,0,71,176,68.1158,53.9563,1,0.4552,0.66731,0.466,0.001,0.154,0.721,0.31155,0.23082,28002,9077.9793,6517.1987,8958,1,4481.75,13440.25,5376.185,3798.6097,41.2024,13.8506,16.3314,12.9489,8.2207,10.2408,16.4504,4.3882,4.2638,47.0863,20.7723,31.2108,20.8592,0.047086,6.3096,33.4784,14.7257,11.0414
1,I,18322.0,28-Oct-2021 10:23:18,1,0.65253,0.82204,0.73118,0,0.3871,0.95699,0.3207,0.23897,0.75113,0.0088961,0.00042635,0,0,0,0,0.047228,0.0096322,100,11.238,21.1819,0,0,0,0,28.2647,37.0034,0.10164,0.10846,1.067,43016.5678,0.34882,24.5719,241.746,,,26848.7174,0.78545,351089.3122,13.0766,226.5617,313,119.5187,148.9365,127,0,64,172,67.5006,53.8075,1,0.41981,0.64518,0.397,0.001,0.126,0.688,0.3085,0.24287,25635,9282.4733,7094.4582,9180.5,1,4600,13772,5466.2302,3819.6208,46.3591,15.7879,18.8619,14.4914,9.5123,11.9457,18.4359,5.0079,5.0929,47.0863,19.1622,30.1772,17.6574,0.047086,5.3208,31.7832,14.5287,11.5798
1,I,17920.0,28-Oct-2021 10:23:18,1,0.63225,0.81214,0.69892,0,0.36559,0.94624,0.32178,0.23994,0.93891,0.0077125,0.00029728,0,0,0,0,0.044972,0.0080909,100,11.6648,23.1488,0,0,0,0,28.7971,37.9447,0.10807,0.094656,0.8759,44799.959,0.4825,24.1553,223.5222,,,27257.1165,0.7974,337255.1249,12.3731,255.192,334,119.3787,153.5878,125,0,59,176,70.4764,54.5434,1,0.41138,0.65201,0.37,0.001,0.107,0.7,0.31474,0.24377,24307,9096.6271,7226.6429,9002.5,1,4522.5,13486.5,5347.344,3558.4006,45.7574,18.5595,21.8492,17.2232,12.1503,14.6302,21.6203,4.9603,4.8518,47.0863,18.82,30.5207,16.3389,0.047086,4.5203,32.5366,14.8398,11.6201
1,I,18694.0,28-Oct-2021 10:23:18,1,0.64745,0.82114,0.72043,0,0.3871,0.95699,0.31999,0.23662,0.56334,0.0075338,0.00037893,0,0,0,0,0.041521,0.0088371,100,11.2704,20.8052,0,0,0,0,28.5271,37.0315,0.10463,0.11267,1.0769,42480.2967,0.371,25.2503,241.3384,,,27472.7908,0.80371,363824.3172,13.2431,224.1151,331,119.2165,149.0737,124,0,61,174,69.1732,55.8679,1,0.42591,0.66073,0.4,0.001,0.119,0.713,0.31649,0.24501,25413,9475.9942,7388.4376,9373.5,1,4700,14055,5579.9776,3793.0995,72.7418,16.2447,19.3559,14.9052,10.1506,12.4083,19.005,4.9238,4.9812,47.0863,19.4621,30.9214,17.6574,0.047086,5.0853,32.9604,14.9343,11.6876
