Evaluation,Method,Model,MAE,std_abs_err,MAPE,std_relative_abs_err,RMSE,R2,Y_hat,Y_true,n_samples,Removed,Cross Mean (RMSE and MAE)
B8_x_E.co,combinatoric,LGBMRegressor,0.0892152989779069,0.10270454399333878,0.12925599160422652,0.03248030581326359,0.12110422369866188,0.7601994552893697,[0.54509445 0.54509445 0.54509445 ... 0.74554998 0.74206089 0.74206089],"[[0.40134686]
 [0.39904629]
 [0.40134686]
 ...
 [0.88777914]
 [0.88777914]
 [0.89888459]]",1728,(-) B_Biofilm_Roughness,0.10515976133828439
B8_x_S.en,combinatoric,LGBMRegressor,0.12482008301629935,0.17300116532927864,206320479374910.16,139.5580888130869,0.17764601179988207,0.5414027563830452,[0.46052457 0.46052457 0.46052457 ... 0.82106707 0.8224295  0.82106707],"[[0.40655816]
 [0.37063027]
 [0.40655816]
 ...
 [0.89745489]
 [0.81122728]
 [0.81122728]]",1728,(-) B_Biofilm_Roughness,0.1512330474080907
B8_x_S.au,combinatoric,LGBMRegressor,0.15510203323260768,0.019977741885477556,0.15711014271132565,0.02431773315061011,0.17460568924452824,-13.629326331414775,[0.94472792 0.92863673 0.94909499 ... 0.76075907 0.73741532 0.73741532],"[[0.96152962]
 [0.84691344]
 [0.97948001]
 ...
 [0.99977629]
 [0.99974418]
 [0.99977629]]",1632,(-) B_Biofilm_Roughness,0.16485386123856796
B18_x_E.ce,combinatoric,LGBMRegressor,0.10653566528638077,0.13650857654035042,0.13153237410378577,0.1334069562617705,0.14614485986449363,-0.1461651896291809,[0.59204964 0.59204964 0.59204964 ... 0.58479115 0.58479115 0.58479115],"[[0.65450303]
 [0.65450303]
 [0.65450303]
 ...
 [0.91126658]
 [0.66194838]
 [0.80723995]]",1728,(-) B_Biofilm_Roughness,0.1263402625754372
B18_x_E.co,combinatoric,LGBMRegressor,0.11491053923477555,0.19414317074794094,0.3704143505406154,0.22187980998345425,0.1711403195476083,0.6384692730203461,[0.42984705 0.42984705 0.42984705 ... 0.42135711 0.40600979 0.40600979],"[[0.37835684]
 [0.42659821]
 [0.34547948]
 ...
 [0.31875414]
 [0.25509998]
 [0.31875414]]",1728,(-) B_Biofilm_Roughness,0.14302542939119192
B18_x_S.en,combinatoric,LGBMRegressor,0.11299635982616281,0.10239564539919518,0.29906357105138925,0.2332564108285103,0.1340221286667908,0.4062923289552214,[0.40957864 0.40957864 0.40957864 ... 0.3909441  0.39018321 0.3909441 ],"[[0.41617595]
 [0.4818378 ]
 [0.25336463]
 ...
 [0.50682367]
 [0.22560538]
 [0.22560538]]",1728,(-) B_Biofilm_Roughness,0.1235092442464768
B18_x_S.au,combinatoric,LGBMRegressor,0.1682627797826144,0.1807877376866192,0.32948035771203366,0.3960586133104922,0.2023684478878752,-0.11628901098450428,[0.9210522  0.90873563 0.91988222 ... 0.62642466 0.62621157 0.62621157],"[[0.94505321]
 [0.94505321]
 [0.94505321]
 ...
 [0.47260031]
 [0.58194566]
 [0.58194566]]",1632,(-) B_Biofilm_Roughness,0.1853156138352448
C5_x_E.ce,combinatoric,LGBMRegressor,0.08381345729315245,0.12533097268235668,0.13118445318490823,0.1265529534832082,0.10594135975932531,0.5392729711604237,[0.62356072 0.62356072 0.62356072 ... 0.73055972 0.7215619  0.7215619 ],"[[0.61741846]
 [0.51342435]
 [0.64749359]
 ...
 [0.55905769]
 [0.55905769]
 [0.55905769]]",1728,(-) B_Biofilm_Roughness,0.09487740852623888
C5_x_E.co,combinatoric,LGBMRegressor,0.10335585803086872,0.2180346137584606,0.28314790003740453,0.23349295099728645,0.14131893527148898,0.7185530066333288,[0.37646004 0.37646004 0.37646004 ... 0.4641708  0.44282683 0.44282683],"[[0.62896479]
 [0.37594786]
 [0.41602359]
 ...
 [0.27393508]
 [0.40317314]
 [0.40317314]]",1728,(-) B_Biofilm_Roughness,0.12233739665117885
C5_x_S.en,combinatoric,LGBMRegressor,0.1218395873076261,0.11015091802387493,0.283623666351897,0.1438477376351669,0.14630949476310606,0.09356057205687307,[0.34988967 0.34988967 0.34988967 ... 0.43368341 0.43374937 0.43368341],"[[0.32949037]
 [0.32949037]
 [0.49960014]
 ...
 [0.23039224]
 [0.53639065]
 [0.45761743]]",1728,(-) B_Biofilm_Roughness,0.1340745410353661
C5_x_S.au,combinatoric,LGBMRegressor,0.08867522577715328,0.14519993650140658,0.1416019308159413,0.3234193311396784,0.11708918095586601,0.49798521456382405,[0.91335602 0.89887567 0.91141803 ... 0.61603826 0.61627962 0.61627962],"[[0.92403973]
 [0.98145982]
 [0.98145982]
 ...
 [0.64398475]
 [0.4335643 ]
 [0.64398475]]",1632,(-) B_Biofilm_Roughness,0.10288220336650965
1167,combinatoric,LGBMRegressor,0.2241825168279773,0.17852006968174478,0.2830098616821457,0.16166701692167723,0.2979318578240526,-0.4967588516844803,[0.47937611 0.47937611 0.51716176 ... 0.6985695  0.7005144  0.7005144 ],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112,(-) B_Biofilm_SubstratumCoverage,0.26105718732601496
1202,combinatoric,LGBMRegressor,0.15251521594931808,0.13490811610746958,0.5090273380731472,1.5752300433555886,0.20524497028289243,0.3012340320743454,[0.63986129 0.63986129 0.63986129 ... 0.82952294 0.83200192 0.83200192],"[[0.59650097]
 [0.6126219 ]
 [0.59650097]
 ...
 [0.57514431]
 [0.57514431]
 [0.57514431]]",5112,(-) B_Biofilm_SubstratumCoverage,0.17888009311610525
1218,combinatoric,LGBMRegressor,0.15527576338146862,0.18675500416864443,0.8794524417299157,2.790614064408574,0.22821129517610156,0.29937806300605174,[0.72984169 0.72984169 0.72984169 ... 0.82974795 0.82885281 0.82885281],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",5112,(-) B_Biofilm_SubstratumCoverage,0.19174352927878507
1219,combinatoric,LGBMRegressor,0.13931025964145136,0.1560695752072444,90662064727971.86,87.09047433647109,0.20885506367787846,0.31883852993901884,[0.52676753 0.52676753 0.52676753 ... 0.60062464 0.59832508 0.59832508],"[[0.56188405]
 [0.21703461]
 [0.56188405]
 ...
 [0.57982691]
 [0.57500456]
 [0.43863302]]",5112,(-) B_Biofilm_SubstratumCoverage,0.1740826616596649
1234,combinatoric,LGBMRegressor,0.23492611054453535,0.23630760609274182,80745118048266.28,128.79302439242775,0.32731789163409925,-0.33581440470003243,[0.80764498 0.80764498 0.80613975 ... 0.46160162 0.46518414 0.46518414],"[[0.56621503]
 [0.69992615]
 [0.56621503]
 ...
 [0.57845471]
 [0.72096599]
 [0.72096599]]",5112,(-) B_Biofilm_SubstratumCoverage,0.2811220010893173
1273,combinatoric,LGBMRegressor,0.14880927977750086,0.11170580108846714,0.22679074191384108,0.43076862326178494,0.2092768519286364,0.17766815068477315,[0.79341106 0.79341106 0.79727029 ... 0.69614991 0.6934479  0.6934479 ],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",5112,(-) B_Biofilm_SubstratumCoverage,0.17904306585306862
1298,combinatoric,LGBMRegressor,0.12896229700091894,0.1459392728788278,0.3040594214459416,0.30010901742576024,0.17868180429417596,0.39481846642719,[0.52010403 0.52010403 0.52010403 ... 0.48939399 0.48636118 0.48636118],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.43881792]
 [0.43881792]
 [0.4706547 ]]",5112,(-) B_Biofilm_SubstratumCoverage,0.15382205064754745
1339,combinatoric,LGBMRegressor,0.20113709762604276,0.12235263935313079,0.8600793141654002,1.194112433148358,0.2707867717528632,0.06534389477930413,[0.59090429 0.59090429 0.59090429 ... 0.57693594 0.57693594 0.57693594],"[[0.58048175]
 [0.58666233]
 [0.58048175]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",5112,(-) B_Biofilm_SubstratumCoverage,0.23596193468945298
11285,combinatoric,LGBMRegressor,0.12117809385769804,0.09423664744105083,0.1567628189988857,0.22824198576200583,0.1612962032918825,0.4789258419658503,[0.62707717 0.62707717 0.62707717 ... 0.77881934 0.78734212 0.78734212],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.99529203]
 [0.99529203]
 [0.99529203]]",7668,(-) B_Biofilm_SubstratumCoverage,0.14123714857479025
11457,combinatoric,LGBMRegressor,0.10383120525425471,0.17475651732984018,0.14109042304213126,0.6509328892534073,0.14076263458866564,0.5441003253634455,[0.90578773 0.90578773 0.90578773 ... 0.84326369 0.8419354  0.8419354 ],"[[0.78374516]
 [0.78374516]
 [0.78374516]
 ...
 [0.99892703]
 [0.99707015]
 [0.99892703]]",8094,(-) B_Biofilm_SubstratumCoverage,0.12229691992146018
12001,combinatoric,LGBMRegressor,0.12030350112648032,0.1383769017505957,0.19775306101100204,0.9606372982623225,0.17446583890370154,0.2650588746301896,[0.79844613 0.79844613 0.79844613 ... 0.84006232 0.8439808  0.8439808 ],"[[0.79475732]
 [0.79475732]
 [0.79475732]
 ...
 [0.89610277]
 [0.94533914]
 [0.94533914]]",8094,(-) B_Biofilm_SubstratumCoverage,0.14738467001509092
12048,combinatoric,LGBMRegressor,0.12898631164176397,0.11130711607161503,0.3243679543827578,2.0473350625724365,0.17189463553052783,0.5103230581423248,[0.69665436 0.69665436 0.69665436 ... 0.71503614 0.71642167 0.71642167],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",7668,(-) B_Biofilm_SubstratumCoverage,0.1504404735861459
12701,combinatoric,LGBMRegressor,0.1649666713074076,0.14297497618985605,0.5091850590226809,0.6642918087862443,0.23994745964822323,0.09563437153660981,[0.55986813 0.55986813 0.56174891 ... 0.78209726 0.80549494 0.80549494],"[[0.7171057 ]
 [0.7171057 ]
 [0.7171057 ]
 ...
 [0.51653222]
 [0.52714431]
 [0.51653222]]",7668,(-) B_Biofilm_SubstratumCoverage,0.20245706547781542
12832,combinatoric,LGBMRegressor,0.1218324177067862,0.1818988017951266,0.3192543636580098,1.0792947355184928,0.1764347876819393,0.4524588170127104,[0.81853889 0.81853889 0.81853889 ... 0.90248049 0.90849712 0.90849712],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",7668,(-) B_Biofilm_SubstratumCoverage,0.14913360269436274
B1,combinatoric,LGBMRegressor,0.11101515221596342,0.09869500795845801,0.1644950190907761,0.2948010951021888,0.15937305278463443,0.40945149873753084,[0.72227138 0.72227138 0.7149001  ... 0.77691756 0.77426407 0.77426407],"[[0.42509385]
 [0.42509385]
 [0.66837588]
 ...
 [0.64199834]
 [0.64199834]
 [0.64199834]]",6816,(-) B_Biofilm_SubstratumCoverage,0.13519410250029892
B8,combinatoric,LGBMRegressor,0.1547406695751709,0.09080452146971357,47136495116970.664,106.29063230917933,0.2078011184891927,0.31648079734914525,[0.66866876 0.66866876 0.66866876 ... 0.66591089 0.66839326 0.66839326],"[[0.98038748]
 [0.95596408]
 [0.98038748]
 ...
 [0.99977629]
 [0.99974418]
 [0.99977629]]",6816,(-) B_Biofilm_SubstratumCoverage,0.1812708940321818
B18,combinatoric,LGBMRegressor,0.152225632552092,0.11610034051548336,0.37473990953746555,0.44421607390013695,0.21509354382049362,0.16559293537575392,[0.63284168 0.63521233 0.63381582 ... 0.52857263 0.5212949  0.5212949 ],"[[0.65450303]
 [0.65450303]
 [0.65450303]
 ...
 [0.47260031]
 [0.58194566]
 [0.58194566]]",6816,(-) B_Biofilm_SubstratumCoverage,0.1836595881862928
C5,combinatoric,LGBMRegressor,0.11967482247694826,0.12509462666162402,0.2695714150851127,0.42395318777833807,0.16707202908617572,0.3989195660682817,[0.62934744 0.62934744 0.62934744 ... 0.68349975 0.6806288  0.6806288 ],"[[0.61741846]
 [0.51342435]
 [0.64749359]
 ...
 [0.64398475]
 [0.4335643 ]
 [0.64398475]]",6816,(-) B_Biofilm_SubstratumCoverage,0.14337342578156198
E.ce,combinatoric,LGBMRegressor,0.10167414872616398,0.12535597432873577,0.16831038015209004,0.5637775200644357,0.13865788706140952,0.46979626461046275,[0.84523097 0.84523097 0.84523097 ... 0.38441368 0.38441368 0.38441368],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.22604631]
 [0.26073352]
 [0.22604631]]",29160,(-) B_Biofilm_SubstratumCoverage,0.12016601789378675
E.co,combinatoric,LGBMRegressor,0.18064609517425437,0.2702454057687734,0.518052801385196,1.4882039801966986,0.2441535619067647,0.2684746110557672,[0.93399857 0.93399857 0.93399857 ... 0.35306896 0.35190363 0.35190363],"[[0.32310936]
 [0.40226433]
 [0.32310936]
 ...
 [0.11560503]
 [0.17233788]
 [0.17233788]]",29160,(-) B_Biofilm_SubstratumCoverage,0.21239982854050954
S.en,combinatoric,LGBMRegressor,0.18485343467781837,0.15800776986449155,39666535961332.695,54.96547334625753,0.2411640321979419,0.1339486702138889,[0.44400466 0.44239996 0.44400466 ... 0.16290794 0.16735723 0.16290794],"[[0.29211455]
 [0.30351804]
 [0.30351804]
 ...
 [0.20434278]
 [0.20434278]
 [0.20434278]]",29160,(-) B_Biofilm_SubstratumCoverage,0.21300873343788013
S.au,combinatoric,LGBMRegressor,0.12625126707244708,0.19476191917419167,0.18326261748129474,0.5097875944717963,0.17079628610112357,0.30184866665262833,[0.96780953 0.96218829 0.96749594 ... 0.48050103 0.51691651 0.51691651],"[[0.84723405]
 [0.84723405]
 [0.84723405]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",27540,(-) B_Biofilm_SubstratumCoverage,0.14852377658678534
1167_x_E.ce,combinatoric,LGBMRegressor,0.08525390938292864,0.13075770722484542,0.11339830154884412,0.10903452449006747,0.10566189549757721,0.5649850880761762,[0.5319495  0.5319495  0.55073447 ... 0.86315943 0.86124704 0.86315943],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.93997339]
 [0.93346047]
 [0.93346047]]",1296,(-) B_Biofilm_SubstratumCoverage,0.09545790244025293
1167_x_E.co,combinatoric,LGBMRegressor,0.1597360346474963,0.20377494635778695,0.24283313531639533,0.11553390949459409,0.20522540675305756,0.5579574039399633,[0.42925355 0.42925355 0.42925355 ... 0.51967053 0.51179349 0.51179349],"[[0.29228146]
 [0.29614315]
 [0.29228146]
 ...
 [0.99785545]
 [0.98518001]
 [0.98871093]]",1296,(-) B_Biofilm_SubstratumCoverage,0.18248072070027693
1167_x_S.en,combinatoric,LGBMRegressor,0.24720865635584208,0.19668618868767265,0.2935091268248769,0.13566674581417776,0.26746034683010217,-0.21497516282528295,[0.42127962 0.42127962 0.42127962 ... 0.56864361 0.56951339 0.56864361],"[[0.72965397]
 [0.53297676]
 [0.72965397]
 ...
 [0.99904466]
 [0.99774927]
 [1.        ]]",1296,(-) B_Biofilm_SubstratumCoverage,0.2573345015929721
1167_x_S.au,combinatoric,LGBMRegressor,0.14309314529717254,0.20016751025205662,0.24767416616959415,0.44726070372015886,0.17887570005629755,0.3376115081589949,[0.92630439 0.96648533 0.96546882 ... 0.68430634 0.68702298 0.68702298],"[[0.93482886]
 [0.83673575]
 [0.6058648 ]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",1224,(-) B_Biofilm_SubstratumCoverage,0.16098442267673505
1202_x_E.ce,combinatoric,LGBMRegressor,0.11273639663445213,0.16070546109441,0.4282865408109181,0.9635601941958879,0.17800140140369697,0.37452550646136573,[0.64220238 0.64220238 0.64220238 ... 0.75819564 0.7565205  0.7565205 ],"[[0.59650097]
 [0.6126219 ]
 [0.59650097]
 ...
 [0.62507124]
 [0.62507124]
 [0.71542897]]",1296,(-) B_Biofilm_SubstratumCoverage,0.14536889901907454
1202_x_E.co,combinatoric,LGBMRegressor,0.07806869315456605,0.19144871609972525,0.16465774953337928,0.1913230122332302,0.09225877126569988,0.7677742276108459,[0.33607897 0.34159512 0.33607897 ... 0.51009705 0.50773984 0.50773984],"[[0.43239395]
 [0.43239395]
 [0.43239395]
 ...
 [0.39794357]
 [0.48052866]
 [0.38356225]]",1296,(-) B_Biofilm_SubstratumCoverage,0.08516373221013296
1202_x_S.en,combinatoric,LGBMRegressor,0.2105957372291085,0.16164679785629885,1.0893501722152161,1.2495212524725356,0.2500944545499544,-0.48705135266410293,[0.31951592 0.31951592 0.31951592 ... 0.53749921 0.5391235  0.52516922],"[[0.30539326]
 [0.36968642]
 [0.06283783]
 ...
 [0.34203753]
 [0.77984246]
 [0.24694186]]",1296,(-) B_Biofilm_SubstratumCoverage,0.23034509588953145
1202_x_S.au,combinatoric,LGBMRegressor,0.15943232907839514,0.1259194191460905,0.19838991154594537,0.23802442209383742,0.20855010755060197,-0.5186225946154939,[0.87462007 0.8537246  0.88686161 ... 0.60335719 0.61877032 0.60467712],"[[0.64477475]
 [0.64477475]
 [0.83061693]
 ...
 [0.57514431]
 [0.57514431]
 [0.57514431]]",1224,(-) B_Biofilm_SubstratumCoverage,0.18399121831449855
1218_x_E.ce,combinatoric,LGBMRegressor,0.081314677593223,0.09570550032948232,0.14802157940154037,0.19809502836641774,0.1111134807564941,0.5155972526365513,[0.68860694 0.68860694 0.68860694 ... 0.64499439 0.64293152 0.64499439],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.70814178]
 [0.49685288]
 [0.70814178]]",1296,(-) B_Biofilm_SubstratumCoverage,0.09621407917485855
1218_x_E.co,combinatoric,LGBMRegressor,0.11899431732734529,0.23348921652074237,0.732574822033849,0.9876012320600025,0.1760685172951672,0.6969280565820728,[0.37656558 0.37656558 0.37656558 ... 0.44557078 0.43785928 0.43785928],"[[0.39638506]
 [0.39638506]
 [0.31444566]
 ...
 [0.4988302 ]
 [0.21605889]
 [0.21605889]]",1296,(-) B_Biofilm_SubstratumCoverage,0.14753141731125624
1218_x_S.en,combinatoric,LGBMRegressor,0.19229345214385204,0.1435837142378969,1.7357289821529431,1.8847854032140199,0.24130982559988381,0.1990733818931748,[0.34951043 0.34951043 0.33288217 ... 0.42302095 0.42347734 0.42302095],"[[0.26105455]
 [0.39324875]
 [0.05213942]
 ...
 [0.43190293]
 [0.07405875]
 [0.07405875]]",1296,(-) B_Biofilm_SubstratumCoverage,0.21680163887186793
1218_x_S.au,combinatoric,LGBMRegressor,0.07768506139392124,0.12228292138910622,0.11641750594383293,0.24353647929891892,0.09701937324898618,0.576547707526718,[0.89691812 0.88773086 0.90261235 ... 0.64491158 0.66573474 0.66573474],"[[0.94207013]
 [0.94207013]
 [0.9439279 ]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",1224,(-) B_Biofilm_SubstratumCoverage,0.0873522173214537
1219_x_E.ce,combinatoric,LGBMRegressor,0.12782468152673868,0.1586236994872124,0.38426068941145153,0.41984112382498867,0.17309217265236596,0.5841093803800849,[0.5199076  0.5199076  0.5199076  ... 0.67622502 0.67370368 0.67595971],"[[0.56188405]
 [0.21703461]
 [0.56188405]
 ...
 [0.70538468]
 [0.70538468]
 [0.70538468]]",1296,(-) B_Biofilm_SubstratumCoverage,0.15045842708955232
1219_x_E.co,combinatoric,LGBMRegressor,0.08050097228304534,0.23263007546223055,0.28097659155313903,0.3789755318940395,0.11574738639103944,0.8248326460436044,[0.37149241 0.37149241 0.37149241 ... 0.46513202 0.45906493 0.45906493],"[[0.39525584]
 [0.43337528]
 [0.43337528]
 ...
 [0.40858063]
 [0.16723032]
 [0.40858063]]",1296,(-) B_Biofilm_SubstratumCoverage,0.0981241793370424
1219_x_S.en,combinatoric,LGBMRegressor,0.18030051456796414,0.12828963636281,351576072906549.0,118.3238673205111,0.26850940971962217,-0.4418599949480486,[0.37685344 0.37685344 0.37685344 ... 0.48968325 0.48994598 0.48968325],"[[0.20122971]
 [0.56709756]
 [0.20122971]
 ...
 [0.56174631]
 [0.56174631]
 [0.37172853]]",1296,(-) B_Biofilm_SubstratumCoverage,0.22440496214379316
1219_x_S.au,combinatoric,LGBMRegressor,0.06374560291640893,0.14974231382409953,0.107232622366511,0.32459677922263325,0.07557528580076682,0.8136428926410197,[0.89520489 0.88567561 0.89386786 ... 0.58351539 0.61428667 0.61428667],"[[0.94551738]
 [0.92080653]
 [0.94551738]
 ...
 [0.57982691]
 [0.57500456]
 [0.43863302]]",1224,(-) B_Biofilm_SubstratumCoverage,0.06966044435858787
1234_x_E.ce,combinatoric,LGBMRegressor,0.08662016615914091,0.09740805333530288,0.14308466296604508,0.17795818089254095,0.11232990273061827,0.6441687610357094,[0.64854371 0.64854371 0.68564557 ... 0.43058456 0.42866094 0.43058456],"[[0.56621503]
 [0.69992615]
 [0.56621503]
 ...
 [0.38589281]
 [0.38589281]
 [0.72069034]]",1296,(-) B_Biofilm_SubstratumCoverage,0.0994750344448796
1234_x_E.co,combinatoric,LGBMRegressor,0.0650777865191779,0.19117679706262938,0.30507728270408496,0.8149311484046557,0.08916858614907311,0.9057411523622815,[0.37922727 0.37922727 0.37922727 ... 0.20183719 0.19017812 0.19017812],"[[0.37533383]
 [0.42029501]
 [0.37533383]
 ...
 [0.23941059]
 [0.23941059]
 [0.20836221]]",1296,(-) B_Biofilm_SubstratumCoverage,0.0771231863341255
1234_x_S.en,combinatoric,LGBMRegressor,0.25251015258827403,0.11686550375501918,173901437906909.6,98.67242928372492,0.30597430524107583,-0.5329598379755247,[0.32633471 0.32953747 0.32953747 ... 0.30433645 0.30433645 0.30433645],"[[0.27277721]
 [0.51424479]
 [0.27277721]
 ...
 [0.        ]
 [0.        ]
 [0.        ]]",1296,(-) B_Biofilm_SubstratumCoverage,0.27924222891467493
1234_x_S.au,combinatoric,LGBMRegressor,0.12530909292981565,0.22987842102965897,0.36277396543861856,0.9766344299489046,0.16992913376841218,0.4884447096372997,[0.89355186 0.88992024 0.89265896 ... 0.5406868  0.53871961 0.53871961],"[[0.80384281]
 [0.90118178]
 [0.9146671 ]
 ...
 [0.57845471]
 [0.72096599]
 [0.72096599]]",1224,(-) B_Biofilm_SubstratumCoverage,0.14761911334911393
1273_x_E.ce,combinatoric,LGBMRegressor,0.08715024526270339,0.07170241481281803,0.12773649197528786,0.1466464218339503,0.12092755576876428,0.4905918616055529,[0.84268315 0.84268315 0.87898863 ... 0.84067392 0.8368077  0.84067392],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.97210151]
 [0.88825073]
 [0.91438627]]",1296,(-) B_Biofilm_SubstratumCoverage,0.10403890051573383
1273_x_E.co,combinatoric,LGBMRegressor,0.07222083437733103,0.2181944459716398,0.13936290262158232,0.20543751010291722,0.11149235406658702,0.784197779780405,[0.41863636 0.41863636 0.41863636 ... 0.76068534 0.74660737 0.74660737],"[[0.44415041]
 [0.44415041]
 [0.36530147]
 ...
 [0.76102029]
 [0.62563646]
 [0.76102029]]",1296,(-) B_Biofilm_SubstratumCoverage,0.09185659422195902
1273_x_S.en,combinatoric,LGBMRegressor,0.180855520674259,0.21911400125008523,0.3823844443149133,0.19198247351136333,0.23348704214966542,0.19973903114709346,[0.3824615  0.3824615  0.38151711 ... 0.74618399 0.74646572 0.74618399],"[[0.50859862]
 [0.44532886]
 [0.45565884]
 ...
 [0.23763899]
 [0.94403186]
 [0.98775245]]",1296,(-) B_Biofilm_SubstratumCoverage,0.20717128141196223
1273_x_S.au,combinatoric,LGBMRegressor,0.16960339036519015,0.10155175035656389,0.19730014178070995,0.17067101907044446,0.21320205109603635,-1.958212556580575,[0.9562388  0.94927015 0.95868493 ... 0.69562467 0.70670741 0.70670741],"[[0.60095033]
 [0.93156845]
 [0.93156845]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",1224,(-) B_Biofilm_SubstratumCoverage,0.19140272073061326
1298_x_E.ce,combinatoric,LGBMRegressor,0.10198480164644054,0.14613843451730985,0.1801500772353702,0.14462236119350427,0.12433686018321244,0.613607579377607,[0.511269   0.511269   0.511269   ... 0.56579416 0.5620901  0.56432854],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.69860234]
 [0.53338386]
 [0.72556523]]",1296,(-) B_Biofilm_SubstratumCoverage,0.11316083091482648
1298_x_E.co,combinatoric,LGBMRegressor,0.09474671842598446,0.25746600699294114,0.22619363526063982,0.2264578240100406,0.11724769793194373,0.831180775690773,[0.34151716 0.34151716 0.34151716 ... 0.38445473 0.37320551 0.37320551],"[[0.51022149]
 [0.38337098]
 [0.51022149]
 ...
 [0.336191  ]
 [0.28267304]
 [0.336191  ]]",1296,(-) B_Biofilm_SubstratumCoverage,0.1059972081789641
1298_x_S.en,combinatoric,LGBMRegressor,0.11269006686466058,0.11164618648243956,0.312829907335254,0.17730924960586653,0.14196394249265146,0.3703683008456985,[0.37340897 0.37236561 0.37068242 ... 0.40506245 0.40694569 0.40506245],"[[0.31917066]
 [0.31917066]
 [0.52796393]
 ...
 [0.21471827]
 [0.21471827]
 [0.29892466]]",1296,(-) B_Biofilm_SubstratumCoverage,0.12732700467865601
1298_x_S.au,combinatoric,LGBMRegressor,0.09575508034081524,0.1580624170740386,0.17829486649250906,0.3816618608078695,0.11627439005353704,0.6543590885761956,[0.89048955 0.87670566 0.88810759 ... 0.49674585 0.49674585 0.49674585],"[[0.75748653]
 [0.75748653]
 [0.75748653]
 ...
 [0.43881792]
 [0.43881792]
 [0.4706547 ]]",1224,(-) B_Biofilm_SubstratumCoverage,0.10601473519717614
1339_x_E.ce,combinatoric,LGBMRegressor,0.15475060931625514,0.12241940102724594,0.5958982962044921,0.5622038989724695,0.19644738990818025,0.5449527353931953,[0.50348991 0.50348991 0.50348991 ... 0.53509335 0.52687964 0.5300782 ],"[[0.58048175]
 [0.58666233]
 [0.58048175]
 ...
 [0.22604631]
 [0.26073352]
 [0.22604631]]",1296,(-) B_Biofilm_SubstratumCoverage,0.1755989996122177
1339_x_E.co,combinatoric,LGBMRegressor,0.0962944592266892,0.18018307869197467,0.51413456199221,0.8156964358572935,0.11778593184743795,0.8559618412641528,[0.3865512  0.3865512  0.3865512  ... 0.27479651 0.27543473 0.27543473],"[[0.31664838]
 [0.31664838]
 [0.39582572]
 ...
 [0.11560503]
 [0.17233788]
 [0.17233788]]",1296,(-) B_Biofilm_SubstratumCoverage,0.10704019553706356
1339_x_S.en,combinatoric,LGBMRegressor,0.14317003479167398,0.18029087336157554,0.47719271693931253,0.7423935454057496,0.1725598557287513,0.5663528169763039,[0.35752434 0.35752434 0.36056656 ... 0.2914204  0.2919006  0.2914204 ],"[[0.49677968]
 [0.49677968]
 [0.34892035]
 ...
 [0.20434278]
 [0.20434278]
 [0.20434278]]",1296,(-) B_Biofilm_SubstratumCoverage,0.15786494526021264
1339_x_S.au,combinatoric,LGBMRegressor,0.12297969741955093,0.21203391659009815,0.3130625231224127,0.7348063688610637,0.15089285843075823,0.6105057743851652,[0.88765127 0.88190024 0.89018859 ... 0.51037283 0.51068388 0.51068388],"[[0.91374737]
 [0.94219027]
 [0.65657944]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",1224,(-) B_Biofilm_SubstratumCoverage,0.1369362779251546
11285_x_E.ce,combinatoric,LGBMRegressor,0.07263861620277014,0.048768139063931536,0.0765324407231865,0.047310365810669004,0.09500754676207297,-2.795280164995379,[0.79102319 0.79102319 0.79102319 ... 0.88111456 0.87714422 0.88111456],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.94066202]
 [0.94066202]
 [0.96621555]]",1944,(-) B_Biofilm_SubstratumCoverage,0.08382308148242155
