Unnamed: 0,Evaluation,Method,Model,MAE,RMSE,Y_hat,Y_true,n_samples,Permutation,diff_RMSE,diff_MAE,Weighted diff_RMSE,Weighted diff_MAE,Weighted RMSE,Weighted MAE,Weighted Cross Mean
0,1167,combinatoric,LGBMRegressor,0.2206052314601743,0.279254164854359,[0.52557414 0.52710023 0.51291157 ... 0.68718844 0.71372373 0.71341258],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112,B_Biofilm_Height,-0.007573814104978482,-0.004859889813488394,-0.00011220465340708863,-7.199836760723546e-05,0.004137098738583096,0.003268225651261842,-9.210151050716205e-05
0,1167,combinatoric,LGBMRegressor,0.2265344390451237,0.287782746745105,[0.50518094 0.5416838  0.51797773 ... 0.68011882 0.70122931 0.71372373],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112,B_Biofilm_SubstratumCoverage,0.0009547677857675296,0.0010693177714609925,1.4144707937296737e-05,1.5841744762385074e-05,0.004263448099927482,0.003356065763631462,1.4993226349840906e-05
0,1167,combinatoric,LGBMRegressor,0.2197434633651685,0.2804827456737327,[0.6646419  0.51212904 0.64871194 ... 0.66365372 0.69018902 0.6439545 ],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112,B_Biofilm_Volume,-0.006345233285604768,-0.005721657908494188,-9.40034560830336e-05,-8.476530234806204e-05,0.004155299935907152,0.003255458716521015,-8.938437921554782e-05
0,1167,combinatoric,LGBMRegressor,0.2293759972830496,0.2919047500312733,[0.39696589 0.52153668 0.62020514 ... 0.82698723 0.41082082 0.52654099],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112,P_Biofilm_Height,0.005076771071935826,0.0039108760093869155,7.521142328793817e-05,5.793890384276912e-05,0.0043245148152781234,0.0033981629227118463,6.657516356535365e-05
0,1167,combinatoric,LGBMRegressor,0.2887131329574142,0.3491825287959763,[0.52362424 0.5753691  0.5753691  ... 0.90598873 0.60837754 0.88227488],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112,Modele,0.062354549836638795,0.06324801168375149,0.0009237711086909451,0.0009370075805000222,0.00517307450068113,0.004277231599369099,0.0009303893445954837
0,1167,combinatoric,LGBMRegressor,0.2287927416528779,0.292444272189629,[0.52114215 0.50639001 0.5007435  ... 0.77236322 0.71372373 0.79535481],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112,prod_B_Biofilm_Height_B_Biofilm_SubstratumCoverage,0.0056162932302915025,0.003327620379215218,8.320434415246671e-05,4.9298079692077306e-05,0.004332507736142651,0.0033895220985611543,6.625121192227201e-05
0,1167,combinatoric,LGBMRegressor,0.2234779756624111,0.2838440688466163,[0.52926395 0.53757054 0.52361744 ... 0.68314607 0.73390085 0.71365124],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112,prod_B_Biofilm_Height_B_Biofilm_Volume,-0.0029839101127211998,-0.0019871456112516006,-4.420607574401778e-05,-2.9439194240764454e-05,0.004205097316246167,0.0033107848246283125,-3.6822634992391114e-05
0,1167,combinatoric,LGBMRegressor,0.2236736884738955,0.2839707122547582,[0.5233583  0.52227281 0.51797773 ... 0.7050085  0.73154379 0.71372373],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112,prod_B_Biofilm_SubstratumCoverage_B_Biofilm_Volume,-0.0028572667045793088,-0.0017914327997672064,-4.232987710487865e-05,-2.6539745181736393e-05,0.004206973514885306,0.0033136842736873405,-3.443481114330752e-05
0,1167,combinatoric,LGBMRegressor,0.2254651212736627,0.2868279789593375,[0.52362424 0.52362424 0.51797773 ... 0.68718844 0.71372373 0.71372373],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112,diff_B_Biofilm_Height_B_Biofilm_Roughness,0.0,0.0,0.0,0.0,0.004249303391990185,0.003340224018869077,0.0
0,1167,combinatoric,LGBMRegressor,0.2254651212736627,0.2868279789593375,[0.52362424 0.52362424 0.51797773 ... 0.68718844 0.71372373 0.71372373],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112,diff_B_Biofilm_Roughness_P_Biofilm_Height,0.0,0.0,0.0,0.0,0.004249303391990185,0.003340224018869077,0.0
0,1167,combinatoric,LGBMRegressor,0.2159820870944103,0.2731585934767228,[0.56819537 0.51668158 0.5650169  ... 0.64993363 0.64502472 0.73769813],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112,power_B_Biofilm_Volume_3,-0.013669385482614704,-0.009483034179252392,-0.0002025094145572549,-0.0001404893952481836,0.0040467939774329305,0.0031997346236208933,-0.00017149940490271924
0,1167,combinatoric,LGBMRegressor,0.2241589242147569,0.2847480580704126,[0.53068901 0.50745231 0.52872024 ... 0.71859778 0.74881082 0.71372373],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112,B_Biofilm_Density,-0.002079920888924891,-0.0013061970589058058,-3.081364279888728e-05,-1.9351067539345273e-05,0.004218489749191298,0.003320872951329732,-2.5082355169116273e-05
0,1167,combinatoric,LGBMRegressor,0.2233704644231486,0.2850308880052585,[0.52730821 0.52730821 0.5216617  ... 0.68718844 0.718126   0.71372373],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112,B_Fake_Score,-0.0017970909540789837,-0.002094656850514104,-2.6623569690059018e-05,-3.103195334094969e-05,0.0042226798223001264,0.0033091920655281275,-2.8827761515504355e-05
