,Unnamed: 0,Collection,Ncells,Timepoint,Architecture_LocalSubstrateArea_max,Architecture_LocalSubstrateArea_mean,Architecture_LocalSubstrateArea_mean_biovolume,Architecture_LocalSubstrateArea_median,Architecture_LocalSubstrateArea_min,Architecture_LocalSubstrateArea_p25,Architecture_LocalSubstrateArea_p75,Architecture_LocalSubstrateArea_std,Architecture_LocalSubstrateArea_std_biovolume,Biofilm_AspectRatio_HeightToLength,Biofilm_AspectRatio_HeightToWidth,Biofilm_AspectRatio_LengthToWidth,Biofilm_BaseArea,Biofilm_BaseEccentricity,Biofilm_Height,Biofilm_Length,Biofilm_OuterSurfacePerSubstrate,Biofilm_OuterSurfacePerVolume,Biofilm_SubstrateArea,Biofilm_SubstratumCoverage,Biofilm_Volume,Biofilm_VolumePerSubstrate,Biofilm_Width,Cube_Surface_max,Cube_Surface_mean,Cube_Surface_mean_biovolume,Cube_Surface_median,Cube_Surface_min,Cube_Surface_p25,Cube_Surface_p75,Cube_Surface_std,Cube_Surface_std_biovolume,Cube_VolumeFraction_max,Cube_VolumeFraction_mean,Cube_VolumeFraction_mean_biovolume,Cube_VolumeFraction_median,Cube_VolumeFraction_min,Cube_VolumeFraction_p25,Cube_VolumeFraction_p75,Cube_VolumeFraction_std,Cube_VolumeFraction_std_biovolume,Grid_ID_max,Grid_ID_mean,Grid_ID_mean_biovolume,Grid_ID_median,Grid_ID_min,Grid_ID_p25,Grid_ID_p75,Grid_ID_std,Grid_ID_std_biovolume,Intensity_Mean_ch1_max,Intensity_Mean_ch1_mean,Intensity_Mean_ch1_mean_biovolume,Intensity_Mean_ch1_median,Intensity_Mean_ch1_min,Intensity_Mean_ch1_p25,Intensity_Mean_ch1_p75,Intensity_Mean_ch1_std,Intensity_Mean_ch1_std_biovolume,Shape_Volume_max,Shape_Volume_mean,Shape_Volume_mean_biovolume,Shape_Volume_median,Shape_Volume_min,Shape_Volume_p25,Shape_Volume_p75,Shape_Volume_std,Shape_Volume_std_biovolume
0,1,Delaporte,41575.0,04-May-2022 10:55:17,100,5.5959,13.1151,0,0,0,0,21.9295,32.5152,0.40585,0.40132,0.98884,41177.795,0.14897,92.4086,227.6931,,,30336.6697,0.88749,749299.2399,24.6995,230.2625,322,76.1383,95.9913,70,0,22,120,58.048,59.4939,1,0.39219,0.73483,0.251,0.001,0.055,0.761,0.36594,0.28592,72980,27390.8244,16858.1816,23792.0,1,10481.25,41784.75,19516.2946,15176.8795,160.3265,16.3119,27.1919,10.094,4.5002,6.7012,19.2568,15.7204,19.7728,47.0863,18.0228,34.4407,10.8769,0.047086,2.3543,35.1264,17.2018,13.5972
1,1,Delaporte,57953.0,04-May-2022 10:55:17,100,4.1365,7.142,0,0,0,0,19.2475,25.1251,0.54257,0.47902,0.88287,41042.9657,0.46962,116.5413,214.794,,,31258.6971,0.91447,1467928.2601,46.9606,243.2913,314,83.3301,85.8458,83,0,24,131,62.4556,64.1851,1,0.54975,0.80281,0.614,0.001,0.155,0.926,0.37289,0.2383,91889,33806.0957,27046.0603,31746.0,1,14956.75,49168.25,22226.1799,19420.782,166.1632,15.3381,21.4885,9.644,3.9,5.761,18.7922,15.0308,17.2253,47.0863,25.3296,37.6366,27.7338,0.047086,6.7333,43.2723,17.6561,11.4086
2,1,Delaporte,51118.0,04-May-2022 10:55:17,100,4.3991,13.3497,0,0,0,0,19.3241,32.4234,0.38968,0.36841,0.94544,40211.7794,0.32581,85.7338,220.0127,,,29322.1918,0.85781,678835.6906,23.1509,232.7103,306,81.5555,117.2069,76,0,30,126,57.4766,52.2956,1,0.29088,0.58638,0.178,0.001,0.05,0.463,0.29292,0.28968,67600,32360.6755,24041.0924,32739.5,1,13487.0,49802.0,20105.7083,21185.2253,123.7326,10.7417,17.0888,7.8375,3.9004,5.5622,12.3398,8.5872,12.005,47.0863,13.2798,27.4008,7.8163,0.047086,2.2131,20.9063,13.6941,13.758
3,1,Delaporte,57887.0,04-May-2022 10:55:17,100,3.9693,9.8278,0,0,0,0,18.5411,28.6148,0.43795,0.46373,1.0589,38581.1977,0.32881,99.8822,228.0689,,,29960.8695,0.8765,861445.6915,28.7524,215.3871,319,77.9023,103.7121,71,0,26,121,57.7522,58.906,1,0.32395,0.65561,0.189,0.001,0.052,0.54475,0.32664,0.30294,78412,36905.1402,25672.9066,36948.0,1,15805.5,56338.75,22964.3919,21352.8371,185.814,14.6269,24.9489,9.5948,5.1001,6.9298,15.3453,14.3941,20.3968,47.0863,14.8815,30.7268,8.3343,0.047086,2.2131,24.9086,15.356,14.3743
0,1,Delaporte,70568.0,04-May-2022 10:55:22,100,3.0268,6.9646,0,0,0,0,15.8811,23.9843,0.42713,0.37362,0.87474,42212.9009,0.48459,92.6131,216.8289,,,27851.5901,0.81479,1190127.8628,42.7311,247.8781,311,114.3398,138.6365,118,0,69,159,59.0369,52.6787,1,0.36921,0.56218,0.321,0.001,0.146,0.552,0.26611,0.25226,73005,35973.01,30163.0308,35851.5,1,17850.5,53940.5,20933.0037,20717.9113,143.3197,10.9645,14.5897,9.0108,4.1004,6.7471,12.2192,7.851,10.8825,47.0863,16.865,26.2881,14.4084,0.047086,6.1683,25.5208,12.6065,12.004
1,1,Delaporte,71910.0,04-May-2022 10:55:22,100,3.0702,6.3264,0,0,0,0,16.1438,23.119,0.42634,0.37764,0.88577,42426.5333,0.46413,93.2598,218.743,,,28788.7434,0.84221,1422671.7437,49.4176,246.9525,311,124.4862,141.404,130,0,87,165,56.0679,50.5763,1,0.43207,0.60085,0.406,0.001,0.20556,0.638,0.27001,0.24035,73008,36317.6653,31991.7426,36286.5,1,18140.0,54460.0,21023.0323,21056.6189,103.1419,9.937,12.3496,8.4104,3.5308,6.1836,11.4807,6.2534,7.8329,47.0863,19.7841,28.1057,18.4107,0.047086,8.8522,29.5702,12.8311,11.4408
2,1,Delaporte,55050.0,04-May-2022 10:55:22,100,3.7763,8.1318,0,0,0,0,17.5567,25.6347,0.32907,0.3102,0.94265,40204.2769,0.33377,72.2858,219.6682,,,27107.5527,0.79303,987512.1688,36.4294,233.0318,311,114.2376,136.0268,119,0,72,156,56.9569,50.2348,1,0.39093,0.58411,0.345,0.001,0.155,0.596,0.27552,0.25087,56781,28219.5723,25340.8627,28211.5,1,13913.0,42439.0,16418.6057,17265.3339,104.3178,8.9762,11.4947,7.2444,3.3902,5.3835,10.4164,6.0212,7.7191,47.0863,17.9385,27.3512,15.6797,0.047086,6.7333,27.5926,12.9943,11.8963
3,1,Delaporte,84899.0,04-May-2022 10:55:22,100,2.4412,4.4546,0,0,0,0,14.2209,19.3812,0.50042,0.44707,0.89339,42978.5822,0.44928,110.6456,221.1064,,,27025.2731,0.79062,1804024.4031,66.7532,247.4918,326,127.1889,142.1003,133,0,91,168,55.5038,49.4186,1,0.46599,0.62745,0.453,0.001,0.237,0.685,0.27367,0.23353,86524,42764.4313,38434.7679,42627.0,1,21312.25,64075.75,24812.1651,23837.6596,101.5217,7.6566,9.1014,6.5559,2.8142,4.8066,9.1203,4.4704,5.257,47.0863,21.2491,29.3251,20.5296,0.047086,9.8881,31.7832,13.1,11.1824
0,1,Delaporte,75356.0,05-May-2022 15:16:34,100,2.2823,3.4766,0,0,0,0,13.7313,17.4253,0.7459,0.61298,0.8218,42457.5612,0.56977,157.2154,210.7735,,,22425.959,0.65607,1853010.2006,82.6279,256.4775,331,88.4015,90.4409,92,0,32,133,61.9282,64.5839,1,0.54301,0.78294,0.571,0.001,0.181,0.918,0.36182,0.24957,121652,52071.3173,48225.3511,51400.5,1,25974.5,76104.5,31443.9843,29206.9826,138.0309,10.2014,14.1737,6.2037,2.8473,4.0375,11.7931,10.5598,12.4644,47.0863,24.5901,36.5615,24.7674,0.047086,7.5338,42.5189,17.1576,12.0523
1,1,Delaporte,36067.0,05-May-2022 15:16:34,100,5.2301,12.1118,0,0,0,0,20.2766,30.5116,0.33647,0.32244,0.95831,40873.2887,0.28573,75.1406,223.32,,,24597.1764,0.71959,519150.1206,21.1061,233.0355,283,79.5563,109.5989,76,0,29,121,55.7346,53.3844,1,0.31455,0.61015,0.203,0.001,0.054,0.52,0.30539,0.2891,59487,24283.4657,16426.3008,21486.0,1,9424.25,37698.75,16842.7216,15218.9045,149.7605,9.8141,15.7024,6.5259,3.4457,4.6868,11.0549,9.228,13.0894,47.0863,14.394,28.5467,8.9464,0.047086,2.4014,23.6373,14.273,13.7091
