,Unnamed: 0,Collection,Ncells,Timepoint,Architecture_LocalDensity_range10_max,Architecture_LocalDensity_range10_mean,Architecture_LocalDensity_range10_mean_biovolume,Architecture_LocalDensity_range10_median,Architecture_LocalDensity_range10_min,Architecture_LocalDensity_range10_p25,Architecture_LocalDensity_range10_p75,Architecture_LocalDensity_range10_std,Architecture_LocalDensity_range10_std_biovolume,Architecture_LocalNumberDensity_range10_max,Architecture_LocalNumberDensity_range10_mean,Architecture_LocalNumberDensity_range10_mean_biovolume,Architecture_LocalNumberDensity_range10_median,Architecture_LocalNumberDensity_range10_min,Architecture_LocalNumberDensity_range10_p25,Architecture_LocalNumberDensity_range10_p75,Architecture_LocalNumberDensity_range10_std,Architecture_LocalNumberDensity_range10_std_biovolume,Architecture_LocalSubstrateArea_max,Architecture_LocalSubstrateArea_mean,Architecture_LocalSubstrateArea_mean_biovolume,Architecture_LocalSubstrateArea_median,Architecture_LocalSubstrateArea_min,Architecture_LocalSubstrateArea_p25,Architecture_LocalSubstrateArea_p75,Architecture_LocalSubstrateArea_std,Architecture_LocalSubstrateArea_std_biovolume,Biofilm_AspectRatio_HeightToLength,Biofilm_AspectRatio_HeightToWidth,Biofilm_AspectRatio_LengthToWidth,Biofilm_BaseArea,Biofilm_BaseEccentricity,Biofilm_Height,Biofilm_Length,Biofilm_MeanThickness,Biofilm_OuterSurface,Biofilm_OuterSurfaceIgnoreSubstratePerSubstrate,Biofilm_OuterSurfaceIgnoreSubstratePerVolume,Biofilm_OuterSurfacePerSubstrate,Biofilm_OuterSurfacePerVolume,Biofilm_OuterSurface_ignoreSubstrate,Biofilm_Roughness,Biofilm_SubstrateArea,Biofilm_SubstratumCoverage,Biofilm_Volume,Biofilm_VolumePerSubstrate,Biofilm_Width,Cube_Surface_max,Cube_Surface_mean,Cube_Surface_mean_biovolume,Cube_Surface_median,Cube_Surface_min,Cube_Surface_p25,Cube_Surface_p75,Cube_Surface_std,Cube_Surface_std_biovolume,Cube_VolumeFraction_max,Cube_VolumeFraction_mean,Cube_VolumeFraction_mean_biovolume,Cube_VolumeFraction_median,Cube_VolumeFraction_min,Cube_VolumeFraction_p25,Cube_VolumeFraction_p75,Cube_VolumeFraction_std,Cube_VolumeFraction_std_biovolume,Grid_ID_max,Grid_ID_mean,Grid_ID_mean_biovolume,Grid_ID_median,Grid_ID_min,Grid_ID_p25,Grid_ID_p75,Grid_ID_std,Grid_ID_std_biovolume,Intensity_Mean_ch1_max,Intensity_Mean_ch1_mean,Intensity_Mean_ch1_mean_biovolume,Intensity_Mean_ch1_median,Intensity_Mean_ch1_min,Intensity_Mean_ch1_p25,Intensity_Mean_ch1_p75,Intensity_Mean_ch1_std,Intensity_Mean_ch1_std_biovolume,Shape_Volume_max,Shape_Volume_mean,Shape_Volume_mean_biovolume,Shape_Volume_median,Shape_Volume_min,Shape_Volume_p25,Shape_Volume_p75,Shape_Volume_std,Shape_Volume_std_biovolume,Surface_LocalRoughness_range10_max,Surface_LocalRoughness_range10_mean,Surface_LocalRoughness_range10_mean_biovolume,Surface_LocalRoughness_range10_median,Surface_LocalRoughness_range10_min,Surface_LocalRoughness_range10_p25,Surface_LocalRoughness_range10_p75,Surface_LocalRoughness_range10_std,Surface_LocalRoughness_range10_std_biovolume,Surface_PerSubstrateArea_max,Surface_PerSubstrateArea_mean,Surface_PerSubstrateArea_mean_biovolume,Surface_PerSubstrateArea_median,Surface_PerSubstrateArea_min,Surface_PerSubstrateArea_p25,Surface_PerSubstrateArea_p75,Surface_PerSubstrateArea_std,Surface_PerSubstrateArea_std_biovolume
0,1,Lalfilm,18069.0,05-Feb-2021 09:37:28,1,0.65847,0.81055,0.72022,0.022228,0.43658,0.89733,0.27145,0.18267,0.065911,0.020148,0.019623,0.02028,0,0.01521,0.025351,0.007479,0.0068217,100,13.1819,21.5099,0,0,0,0,32.5497,39.8599,0.14968,0.099666,0.66585,50747.5847,0.74609,31.0471,207.4195,17.1882,239098.7415,6.3937,0.40954,7.6984,0.49311,198576.7402,0.24743,31058.1486,0.9086,484879.2594,15.612,311.5128,306,84.1489,85.8745,95,0,31,125,57.0085,58.6263,1,0.59071,0.80615,0.696,0.001,0.235,0.917,0.35623,0.22603,27040,9854.4786,7292.1226,9069.0,1,4529.75,14112.25,6509.9758,5136.2043,130.4951,14.5566,20.3294,9.7097,2.251,4.2178,20.219,13.7135,14.6604,47.0863,26.8349,37.6748,31.3124,0.047086,9.276,42.566,17.0559,10.9994,0.31556,0.093064,0.083301,0.095917,0,0.071515,0.11887,0.04117,0.04382,57.25,6.6962,5.9981,5.8099,0.4876,4.2727,7.5702,4.7584,3.1001
1,1,Lalfilm,44507.0,05-Feb-2021 09:37:28,1,0.59541,0.79,0.61754,0.01643,0.33193,0.87533,0.29422,0.20883,0.070981,0.02108,0.02043,0.02028,0,0.01521,0.025351,0.0081447,0.0076228,100,5.396,9.9758,0,0,0,0,21.9019,29.2955,0.59911,0.52114,0.86986,41596.0282,0.4933,128.5918,214.6378,76.9144,550301.1714,16.2569,0.47892,17.5727,0.51768,509095.3755,0.22605,31315.6799,0.91613,1063006.8881,33.9449,246.7492,297,78.7301,82.399,80,0,24,121,58.0011,60.6495,1,0.52274,0.79128,0.533,0.001,0.131,0.904,0.37534,0.25127,100040,35673.8295,30444.0971,28779.0,1,11197.25,57678.75,26996.1157,26277.9173,86.0301,7.0609,10.7379,3.4223,1.3532,2.0525,8.516,8.5329,10.1221,47.0863,23.884,37.0213,23.2606,0.047086,5.6974,42.3306,17.7138,12.0677,0.28143,0.089836,0.08041,0.091085,0,0.066683,0.11549,0.040308,0.044618,107.9091,15.3874,14.5589,13.7438,1.6281,10.6529,17.6033,8.9079,6.3151
2,1,Lalfilm,21695.0,05-Feb-2021 09:37:28,1,0.54212,0.74948,0.52984,0.0055569,0.28817,0.80768,0.29059,0.22536,0.070981,0.02131,0.020844,0.02028,0,0.01521,0.025351,0.0080691,0.0074609,100,10.0293,19.2781,0,0,0,0,28.4803,37.9803,0.21369,0.15709,0.73514,48420.7985,0.67792,45.4923,212.8903,22.4907,294132.601,8.9879,0.55354,10.367,0.63847,255006.4847,0.41806,28372.1294,0.83002,460681.5681,16.2371,289.5918,311,86.3357,100.7049,93,0,33,128,57.9218,57.5188,1,0.46825,0.75357,0.411,0.001,0.108,0.849,0.36457,0.2666,37786,14463.5113,9753.2113,11637.0,1,5535.25,22915.75,10611.3944,9096.1569,76.4615,8.5442,13.7834,4.1003,1.7034,2.4448,11.4985,9.2975,10.8385,47.0863,21.2345,35.214,17.5632,0.047086,4.379,39.1758,17.2297,12.805,0.27789,0.099602,0.096739,0.10002,0,0.077797,0.12298,0.037941,0.04198,61.8182,8.4993,8.0962,7.8264,0.066116,5.4711,10.5372,4.4944,3.7917
3,1,Lalfilm,37238.0,05-Feb-2021 09:38:06,1,0.59508,0.77914,0.59241,0.015128,0.37859,0.82604,0.26835,0.20474,0.076052,0.022204,0.021146,0.02028,0,0.01521,0.030421,0.0092011,0.0096493,100,1.5585,2.5723,0,0,0,0,11.2486,14.96,0.65631,0.69751,1.0628,43385.6497,0.33859,159.023,242.2974,80.5442,395694.6142,47.7532,0.42296,52.2895,0.46313,361366.4045,0.49322,7567.379,0.22138,854384.9141,112.9037,227.9856,269,67.5772,68.8506,67,0,17,105,52.2815,56.137,1,0.49696,0.78506,0.463,0.001,0.113,0.911,0.37797,0.26386,124350,50751.0048,51166.9222,49341.5,1,24610.0,74568.0,31040.5237,27933.3726,184.4313,11.029,17.1474,5.2997,2.1002,3.1544,12.0766,14.6233,18.2395,47.0863,22.9439,36.8202,20.6709,0.047086,4.9441,42.566,17.8434,12.5724,0.2782,0.079083,0.067981,0.079488,0,0.062576,0.10002,0.036248,0.041318,157.2273,15.0481,15.2889,13.9587,0.0082645,8.9421,18.8843,11.6773,8.2604
4,1,Lalfilm,18050.0,05-Feb-2021 09:38:06,1,0.62938,0.79599,0.68495,0.018845,0.39599,0.88451,0.28256,0.19233,0.065911,0.019935,0.019768,0.02028,0,0.01521,0.025351,0.0072941,0.0066915,100,12.6724,21.2336,0,0,0,0,31.6632,39.3694,0.14055,0.1125,0.80042,46795.3908,0.59944,30.6938,218.3816,16.9827,247286.4125,6.9455,0.44831,8.2909,0.53516,207156.6411,0.26862,29826.1709,0.87256,462078.6654,15.4924,272.8332,284,87.1619,91.1699,96,0,34,130,57.9733,59.0866,1,0.56183,0.79222,0.64,0.001,0.192,0.897,0.35988,0.23385,26981,9867.144,7337.3626,9079.5,1,4528.0,14280.0,6458.7555,5397.5819,78.9091,10.6398,15.1791,6.6612,1.7013,2.8617,15.3266,10.2331,10.956,47.0863,25.5999,37.0561,28.3459,0.047086,7.9105,42.0481,17.1258,11.2876,0.30235,0.095783,0.087613,0.097925,0,0.072964,0.12153,0.040824,0.043619,44.3182,6.8145,6.2049,5.9752,0.41322,4.562,7.8347,4.2705,2.9208
5,1,Lalfilm,21427.0,05-Feb-2021 09:38:06,1,0.56756,0.77838,0.57188,0.01353,0.2892,0.86113,0.30565,0.223,0.065911,0.020573,0.019706,0.02028,0,0.01521,0.025351,0.0081164,0.007463,100,10.4195,19.4995,0,0,0,0,29.144,38.2449,0.27823,0.22139,0.79568,47358.059,0.60572,60.9442,219.0389,21.2017,284900.5917,8.4316,0.50096,9.7864,0.58146,245461.3955,0.3802,29111.9941,0.85167,489978.7045,16.8308,275.2851,324,84.7151,94.6092,91,0,32,126,57.9716,59.1475,1,0.50264,0.78144,0.48,0.001,0.118,0.908,0.37545,0.25993,48641,13908.1351,9165.1056,10992.0,1,5443.25,19079.75,11232.1586,9056.4567,90.0897,10.6372,16.8385,5.2442,1.8003,2.7137,14.3899,11.7546,13.4372,47.0863,22.8673,36.5235,20.5767,0.047086,5.1324,42.1422,17.6719,12.4887,0.29627,0.095563,0.090892,0.096621,0,0.072964,0.12056,0.039926,0.044277,51.5909,8.4194,7.75,7.3058,0.082645,5.3058,9.9091,5.3797,4.0583
6,1,Lalfilm,42783.0,05-Feb-2021 09:38:06,1,0.51801,0.7277,0.48879,0.016671,0.27036,0.76927,0.28703,0.23529,0.070981,0.020971,0.020343,0.02028,0,0.01521,0.025351,0.0084692,0.0083899,100,3.7366,7.6261,0,0,0,0,18.0164,25.6487,0.4692,0.47394,1.0101,44109.8486,0.14112,111.7548,238.1808,66.6031,550651.5445,24.5688,0.58601,26.4161,0.63007,512144.1553,0.28716,20845.3034,0.60983,873958.5434,41.9259,235.7973,322,81.9748,91.0483,83,0,27,125,58.8909,61.9864,1,0.44635,0.735,0.371,0.001,0.096,0.81,0.35994,0.27443,89220,33639.1451,26903.9585,31117.0,1,13910.25,50645.75,22648.5238,21029.1031,159.071,9.2032,15.0598,4.4939,2.1003,2.9835,9.5951,12.0452,15.6019,47.0863,20.4277,34.4001,16.1977,0.047086,4.2849,37.3865,16.8947,13.0786,0.30738,0.095177,0.089009,0.096642,0,0.07224,0.12104,0.040229,0.046886,134.0,16.428,15.6243,15.595,0.033058,11.2975,19.6942,9.2576,7.1704
0,1,Lalfilm,18485.0,05-Feb-2021 11:53:12,1,0.58484,0.77653,0.63104,0.016894,0.322,0.85722,0.29698,0.204,0.060841,0.020105,0.019734,0.02028,0,0.01521,0.025351,0.0073891,0.0065167,100,12.0899,21.5976,0,0,0,0,30.9096,39.4942,0.14989,0.098531,0.65737,51209.5043,0.75357,31.0312,207.0311,16.9087,254402.6226,7.3551,0.48674,8.7301,0.57773,214335.7019,0.23873,29140.9419,0.85251,440348.5311,15.111,314.938,294,87.5199,94.5971,96,0,34,131,58.2766,59.1864,1,0.5227,0.77244,0.555,0.001,0.15,0.876,0.3607,0.24291,27025,10226.5215,7164.4425,9344.0,1,4666.75,14934.5,6744.5226,5113.4326,64.4775,8.0182,11.9232,4.8518,1.4476,2.2762,11.0711,7.9099,8.767,47.0863,23.8219,36.1304,24.4849,0.047086,6.2154,40.8238,17.1239,11.7017,0.29761,0.097022,0.091421,0.099299,0,0.07224,0.12346,0.040923,0.044061,39.8636,6.9115,6.4215,6.2149,0.38017,4.7273,8.1983,3.7402,2.8158
1,1,Lalfilm,17099.0,05-Feb-2021 11:53:12,1,0.62184,0.80405,0.68736,0.01353,0.36545,0.89532,0.29901,0.19611,0.055771,0.019613,0.019237,0.02028,0,0.01521,0.025351,0.0072763,0.0064396,100,13.4828,22.5845,0,0,0,0,32.5218,40.2465,0.10717,0.12369,1.1541,46266.2909,0.49923,27.9439,260.7423,15.6267,239972.9137,6.6431,0.45542,7.9827,0.54725,199704.7926,0.19657,30061.7957,0.87945,438504.8675,14.5868,225.9245,318,89.3521,95.1292,99,0,34,134,59.6019,60.4839,1,0.56531,0.80428,0.639,0.001,0.18,0.934,0.36824,0.23643,24328,9177.3649,6470.6436,8584.0,1,4288.25,13164.75,5908.1868,4478.1804,69.4611,7.8165,11.2507,5.0461,1.32,2.1712,10.7668,7.5515,8.1407,47.0863,25.6451,37.5607,28.0163,0.047086,7.628,43.5077,17.4813,11.4775,0.27945,0.098245,0.092253,0.10107,0,0.071756,0.12636,0.042979,0.045739,33.5,6.5308,5.9156,5.7934,1.1488,4.4132,7.4298,3.8262,2.6858
2,1,Lalfilm,17960.0,05-Feb-2021 11:53:12,1,0.62045,0.79902,0.69655,0.016671,0.36712,0.88234,0.29687,0.19249,0.060841,0.019517,0.019113,0.02028,0,0.01521,0.025351,0.007353,0.0064112,100,12.8813,21.7013,0,0,0,0,32.0187,39.7968,0.12634,0.13544,1.072,44129.2009,0.36033,31.0078,245.4246,16.6944,247605.0993,6.8779,0.45018,8.2079,0.53723,207485.1076,0.21015,30166.7642,0.88252,460894.4923,15.2782,228.9381,357,87.8104,92.0242,97,0,32,132,59.799,60.7821,1,0.56186,0.79337,0.645,0.001,0.185,0.897,0.36053,0.23093,27025,9797.7515,6991.9803,9041.5,1,4517.5,13968.0,6442.8108,4739.2734,84.5509,10.562,15.1241,6.8205,1.8002,2.9333,14.5794,10.2679,11.1476,47.0863,25.6623,37.1248,28.9581,0.047086,7.6751,41.9539,17.1514,11.1439,0.27266,0.095786,0.088881,0.097925,0,0.06934,0.12394,0.043129,0.045835,29.8182,6.7213,6.2405,6.0165,0.23967,4.5289,7.9752,3.5062,2.6807
