,Unnamed: 0,Collection,Ncells,Timepoint,Architecture_LocalSubstrateArea_max,Architecture_LocalSubstrateArea_mean,Architecture_LocalSubstrateArea_mean_biovolume,Architecture_LocalSubstrateArea_median,Architecture_LocalSubstrateArea_min,Architecture_LocalSubstrateArea_p25,Architecture_LocalSubstrateArea_p75,Architecture_LocalSubstrateArea_std,Architecture_LocalSubstrateArea_std_biovolume,Biofilm_AspectRatio_HeightToLength,Biofilm_AspectRatio_HeightToWidth,Biofilm_AspectRatio_LengthToWidth,Biofilm_BaseArea,Biofilm_BaseEccentricity,Biofilm_Height,Biofilm_Length,Biofilm_OuterSurfacePerSubstrate,Biofilm_OuterSurfacePerVolume,Biofilm_SubstrateArea,Biofilm_SubstratumCoverage,Biofilm_Volume,Biofilm_VolumePerSubstrate,Biofilm_Width,Cube_Surface_max,Cube_Surface_mean,Cube_Surface_mean_biovolume,Cube_Surface_median,Cube_Surface_min,Cube_Surface_p25,Cube_Surface_p75,Cube_Surface_std,Cube_Surface_std_biovolume,Cube_VolumeFraction_max,Cube_VolumeFraction_mean,Cube_VolumeFraction_mean_biovolume,Cube_VolumeFraction_median,Cube_VolumeFraction_min,Cube_VolumeFraction_p25,Cube_VolumeFraction_p75,Cube_VolumeFraction_std,Cube_VolumeFraction_std_biovolume,Grid_ID_max,Grid_ID_mean,Grid_ID_mean_biovolume,Grid_ID_median,Grid_ID_min,Grid_ID_p25,Grid_ID_p75,Grid_ID_std,Grid_ID_std_biovolume,Intensity_Mean_ch1_max,Intensity_Mean_ch1_mean,Intensity_Mean_ch1_mean_biovolume,Intensity_Mean_ch1_median,Intensity_Mean_ch1_min,Intensity_Mean_ch1_p25,Intensity_Mean_ch1_p75,Intensity_Mean_ch1_std,Intensity_Mean_ch1_std_biovolume,Shape_Volume_max,Shape_Volume_mean,Shape_Volume_mean_biovolume,Shape_Volume_median,Shape_Volume_min,Shape_Volume_p25,Shape_Volume_p75,Shape_Volume_std,Shape_Volume_std_biovolume
0,1,Delaporte,33512.0,04-May-2022 10:55:19,100,7.1242,12.2723,0,0,0,0,24.7346,31.7958,0.41402,0.35304,0.8527,41247.7474,0.52239,87.6154,211.6189,,,31131.5613,0.91075,847915.1166,27.2365,248.1738,342,84.4358,90.0474,83,0,25,133,62.3181,63.0629,1,0.55123,0.80652,0.624,0.001,0.148,0.932,0.37556,0.23438,72906,19069.2005,13784.9018,17157.5,1,8775.5,26530.5,13304.7114,8830.4018,161.1647,23.0315,32.6444,15.0081,5.8008,8.8364,31.1303,19.5539,21.0087,47.0863,25.3018,37.776,27.9222,0.047086,6.4508,43.5548,17.766,11.2609
1,1,Delaporte,40229.0,04-May-2022 10:55:19,100,5.9498,10.6566,0,0,0,0,22.7931,29.9795,0.3772,0.32102,0.85105,42006.9539,0.52509,80.476,213.3502,,,31210.9723,0.91307,964432.1177,30.9004,250.6908,370,88.6667,95.0432,89,0,29,138,63.6147,64.7848,1,0.52259,0.78844,0.55,0.001,0.13,0.906,0.37302,0.24601,64868,21620.1374,14218.9065,20175.0,1,10082.75,30925.25,14106.9325,9654.4306,138.5914,16.2459,23.9426,9.5669,4.6003,6.1448,20.9796,15.2737,17.3879,47.0863,23.9736,36.9255,24.4378,0.047086,5.6504,42.3306,17.6214,11.7909
2,1,Delaporte,28707.0,04-May-2022 10:55:19,100,8.4576,13.3127,0,0,0,0,26.8936,33.0611,0.3124,0.28139,0.90074,41637.9157,0.43436,68.2658,218.5239,,,31659.0116,0.92618,802934.7143,25.362,242.6052,325,85.9692,86.6375,87,0,26,134,63.0835,63.8895,1,0.61091,0.82794,0.737,0.001,0.251,0.96,0.36443,0.21766,62164,15199.2034,11300.417,14371.0,1,7194.25,21627.75,9984.5684,6743.1522,139.2618,24.0081,32.2874,16.2681,5.7002,8.7678,33.2507,20.0209,21.0865,47.0863,27.97,38.7623,33.4784,0.047086,9.4173,44.9674,17.3744,10.5375
3,1,Delaporte,56709.0,04-May-2022 10:55:19,100,4.0952,6.5173,0,0,0,0,18.959,23.8528,0.47884,0.47133,0.98431,40170.971,0.17643,107.4404,224.3768,,,30282.5555,0.88591,1529532.0531,50.5087,227.9526,336,101.1383,103.2475,103,0,41,153,66.8121,66.8996,1,0.59023,0.79418,0.675,0.001,0.271,0.917,0.3464,0.22374,91835,29752.1669,22247.2828,28415.0,1,14195.75,43025.25,18754.3001,14461.1282,128.147,12.1418,16.1266,8.1727,3.4,4.9264,15.4484,10.6417,11.804,47.0863,26.9716,37.1765,30.6532,0.047086,10.1706,42.8014,16.5906,10.8064
0,1,Delaporte,28273.0,04-May-2022 10:55:23,100,8.6004,16.8938,0,0,0,0,27.1085,36.4502,0.23897,0.30981,1.2964,43566.152,0.6364,64.084,268.165,,,31706.9972,0.92758,632739.9553,19.9558,206.8508,291,79.4879,90.0578,76,0,24,126,59.1279,60.516,1,0.48936,0.78328,0.477,0.001,0.09,0.876,0.3793,0.24992,51371,16384.8557,9418.4652,14173.0,1,7071.75,22958.25,11856.9891,7278.3823,133.5321,20.7321,31.7344,12.863,5.0002,7.7107,28.3698,18.0255,19.5627,47.0863,22.3797,36.6642,20.4354,0.047086,3.9082,40.8709,17.88,11.9944
1,1,Delaporte,34163.0,04-May-2022 10:55:23,100,6.4636,10.8086,0,0,0,0,23.3444,29.9188,0.39191,0.33513,0.85512,41710.7059,0.51842,83.5171,213.1048,,,28793.568,0.84235,865147.0977,30.0465,249.2094,318,90.8881,96.3419,98,0,38,136,58.9648,59.8635,1,0.55355,0.78037,0.605,0.001,0.201,0.904,0.35497,0.23939,69911,20190.5651,15702.2026,17417.0,1,8601.25,29224.75,14471.9632,12407.6522,101.9776,14.9204,20.2129,10.8334,3.6009,6.8061,18.6522,12.0043,13.3502,47.0863,25.3241,36.5241,27.0746,0.047086,8.3814,42.1893,16.8416,11.5036
2,1,Delaporte,25599.0,04-May-2022 10:55:23,100,9.4202,14.0779,0,0,0,0,28.1256,33.7575,0.22974,0.22372,0.9738,41837.1342,0.22742,52.3253,227.7563,,,31444.6412,0.91991,750643.8831,23.8719,233.8847,319,84.1776,82.7647,83,0,22,133,64.9764,66.06,1,0.6412,0.84403,0.781,0.001,0.31025,0.974,0.36055,0.20937,54900,13341.6882,10544.3497,12818.0,1,6418.25,19268.75,8457.7122,5939.6374,135.4536,23.8373,31.4697,16.6494,5.3009,8.4269,33.2089,19.9486,20.7884,47.0863,29.3232,39.51,35.8798,0.047086,11.5832,45.6737,17.2836,10.1862
3,1,Delaporte,26225.0,04-May-2022 10:55:23,100,9.3675,13.9692,0,0,0,0,28.2534,33.8141,0.19105,0.17979,0.94108,41515.6458,0.33818,42.6102,223.0359,,,32033.247,0.93713,778641.9558,24.3073,236.9993,336,90.6625,88.1798,91,0,28,141,67.0913,67.903,1,0.64829,0.83902,0.783,0.001,0.337,0.97,0.35152,0.21056,50054,13350.6845,10987.0039,13152.0,1,6594.75,19709.25,7969.7473,5996.7107,121.6077,19.5271,25.4694,13.2566,4.5003,6.9122,27.4131,16.3353,17.1644,47.0863,29.6908,39.2865,35.9268,0.047086,13.1724,45.4854,16.8794,10.2236
0,1,Delaporte,44513.0,05-May-2022 15:16:20,100,5.2972,11.1116,0,0,0,0,21.5829,30.568,0.3736,0.33424,0.89464,41500.3743,0.44679,81.2287,217.4229,,,30746.7639,0.89949,927301.5649,30.1593,243.0283,328,101.6935,114.7567,103,0,46,151,63.6423,63.1596,1,0.45451,0.70543,0.407,0.001,0.132,0.778,0.33832,0.2642,64852,25099.6228,17994.3594,22711.0,1,11147.75,37032.25,16698.2226,14852.3399,119.9121,11.2132,16.7192,6.681,3.8006,5.1921,11.0615,11.4163,14.478,47.0863,20.8322,33.027,18.1282,0.047086,5.7445,36.021,15.939,12.5809
1,1,Delaporte,33608.0,05-May-2022 15:16:20,100,7.2954,14.2418,0,0,0,0,25.2963,34.2126,0.32041,0.24565,0.76668,46012.5185,0.64204,67.9052,211.9331,,,31970.7875,0.9353,767452.0875,24.0048,276.4314,313,84.6885,90.3623,86,0,27,131,61.2885,63.7473,1,0.49863,0.77866,0.474,0.001,0.116,0.885,0.37364,0.25779,54073,19173.5679,12253.5605,16957.5,1,8409.5,27681.5,13235.9375,10103.7322,112.1564,16.4021,25.0258,8.8078,4.6004,6.0842,21.7491,15.473,17.5492,47.0863,22.8354,36.46,20.6238,0.047086,5.0853,41.3888,17.639,12.3431
