,Unnamed: 0,Collection,Ncells,Timepoint,Architecture_LocalDensity_range10_max,Architecture_LocalDensity_range10_mean,Architecture_LocalDensity_range10_mean_biovolume,Architecture_LocalDensity_range10_median,Architecture_LocalDensity_range10_min,Architecture_LocalDensity_range10_p25,Architecture_LocalDensity_range10_p75,Architecture_LocalDensity_range10_std,Architecture_LocalDensity_range10_std_biovolume,Architecture_LocalNumberDensity_range10_max,Architecture_LocalNumberDensity_range10_mean,Architecture_LocalNumberDensity_range10_mean_biovolume,Architecture_LocalNumberDensity_range10_median,Architecture_LocalNumberDensity_range10_min,Architecture_LocalNumberDensity_range10_p25,Architecture_LocalNumberDensity_range10_p75,Architecture_LocalNumberDensity_range10_std,Architecture_LocalNumberDensity_range10_std_biovolume,Architecture_LocalSubstrateArea_max,Architecture_LocalSubstrateArea_mean,Architecture_LocalSubstrateArea_mean_biovolume,Architecture_LocalSubstrateArea_median,Architecture_LocalSubstrateArea_min,Architecture_LocalSubstrateArea_p25,Architecture_LocalSubstrateArea_p75,Architecture_LocalSubstrateArea_std,Architecture_LocalSubstrateArea_std_biovolume,Biofilm_AspectRatio_HeightToLength,Biofilm_AspectRatio_HeightToWidth,Biofilm_AspectRatio_LengthToWidth,Biofilm_BaseArea,Biofilm_BaseEccentricity,Biofilm_Height,Biofilm_Length,Biofilm_MeanThickness,Biofilm_OuterSurface,Biofilm_OuterSurfaceIgnoreSubstratePerSubstrate,Biofilm_OuterSurfaceIgnoreSubstratePerVolume,Biofilm_OuterSurfacePerSubstrate,Biofilm_OuterSurfacePerVolume,Biofilm_OuterSurface_ignoreSubstrate,Biofilm_Roughness,Biofilm_SubstrateArea,Biofilm_SubstratumCoverage,Biofilm_Volume,Biofilm_VolumePerSubstrate,Biofilm_Width,Cube_Surface_max,Cube_Surface_mean,Cube_Surface_mean_biovolume,Cube_Surface_median,Cube_Surface_min,Cube_Surface_p25,Cube_Surface_p75,Cube_Surface_std,Cube_Surface_std_biovolume,Cube_VolumeFraction_max,Cube_VolumeFraction_mean,Cube_VolumeFraction_mean_biovolume,Cube_VolumeFraction_median,Cube_VolumeFraction_min,Cube_VolumeFraction_p25,Cube_VolumeFraction_p75,Cube_VolumeFraction_std,Cube_VolumeFraction_std_biovolume,Grid_ID_max,Grid_ID_mean,Grid_ID_mean_biovolume,Grid_ID_median,Grid_ID_min,Grid_ID_p25,Grid_ID_p75,Grid_ID_std,Grid_ID_std_biovolume,Intensity_Mean_ch1_max,Intensity_Mean_ch1_mean,Intensity_Mean_ch1_mean_biovolume,Intensity_Mean_ch1_median,Intensity_Mean_ch1_min,Intensity_Mean_ch1_p25,Intensity_Mean_ch1_p75,Intensity_Mean_ch1_std,Intensity_Mean_ch1_std_biovolume,Shape_Volume_max,Shape_Volume_mean,Shape_Volume_mean_biovolume,Shape_Volume_median,Shape_Volume_min,Shape_Volume_p25,Shape_Volume_p75,Shape_Volume_std,Shape_Volume_std_biovolume,Surface_LocalRoughness_range10_max,Surface_LocalRoughness_range10_mean,Surface_LocalRoughness_range10_mean_biovolume,Surface_LocalRoughness_range10_median,Surface_LocalRoughness_range10_min,Surface_LocalRoughness_range10_p25,Surface_LocalRoughness_range10_p75,Surface_LocalRoughness_range10_std,Surface_LocalRoughness_range10_std_biovolume,Surface_PerSubstrateArea_max,Surface_PerSubstrateArea_mean,Surface_PerSubstrateArea_mean_biovolume,Surface_PerSubstrateArea_median,Surface_PerSubstrateArea_min,Surface_PerSubstrateArea_p25,Surface_PerSubstrateArea_p75,Surface_PerSubstrateArea_std,Surface_PerSubstrateArea_std_biovolume
0,1,Lalfilm,17238.0,05-Feb-2021 09:37:30,1,0.67424,0.82742,0.7284,0.012563,0.47185,0.91689,0.27012,0.17863,0.065911,0.020045,0.019313,0.02028,0,0.01521,0.025351,0.0078384,0.0077988,100,12.4224,19.6252,0,0,0,0,31.4329,38.4564,0.1408,0.11519,0.81812,46664.2668,0.57505,31.0436,220.4726,17.2696,202187.7859,5.8846,0.35016,7.241,0.43087,164313.8586,0.28626,27922.5253,0.81687,469256.4994,16.8057,269.4883,282,74.5856,74.5681,81,0,20.0,114,55.1352,57.8561,1,0.59505,0.82335,0.7115,0.001,0.215,0.95,0.36783,0.22706,27040,9753.0026,7734.7258,8938.5,1,4441.0,14144.0,6434.1214,5378.9583,111.6707,15.2073,21.7701,9.1275,1.7734,3.7183,21.4662,15.57,16.7084,47.0863,27.2222,38.5429,32.1128,0.047086,8.6639,44.2611,17.5554,10.9903,0.26989,0.081376,0.070937,0.085528,0,0.060884,0.10558,0.039581,0.042701,67.0,5.7549,5.2148,4.9008,0.1157,3.5785,6.6942,4.4977,2.8929
1,1,Lalfilm,15912.0,05-Feb-2021 09:37:30,1,0.63791,0.81211,0.67355,0.026093,0.42063,0.89949,0.28054,0.19026,0.065911,0.020948,0.020062,0.02028,0,0.01521,0.025351,0.0083316,0.0081716,100,12.2422,20.6961,0,0,0,0,30.9733,38.9976,0.19357,0.15089,0.7795,48305.5849,0.6264,42.3834,218.9582,16.9491,184126.9504,5.8501,0.37051,7.2489,0.4591,148598.1882,0.33703,25400.8045,0.7431,401064.6752,15.7894,280.8964,285,73.8761,76.6977,80,0,20.5,112,54.0391,57.0456,1,0.55109,0.80518,0.61,0.001,0.155,0.9,0.3749,0.24061,35095,10289.3648,7610.4612,8692.5,1,4275.5,14258.5,7732.0147,5935.0101,117.296,15.4642,23.5016,8.2161,1.8333,3.389,21.5334,17.0421,18.7752,47.0863,25.2052,37.6834,26.9334,0.047086,6.7333,42.3777,17.7352,11.5796,0.25455,0.081834,0.07272,0.08432,0,0.063546,0.10341,0.038862,0.042893,33.0,5.5321,5.0708,4.6529,0.016529,3.3058,6.6612,3.6387,2.7427
2,1,Lalfilm,15193.0,05-Feb-2021 09:37:30,1,0.59362,0.80758,0.6272,0.01957,0.30998,0.89767,0.31006,0.20944,0.065911,0.02127,0.019906,0.02028,0,0.01521,0.025351,0.0086776,0.0083977,100,12.5629,23.0778,0,0,0,0,31.3175,40.507,0.20739,0.22537,1.0867,44129.4676,0.39149,51.246,247.1052,16.7507,170067.1738,5.4371,0.38326,6.8332,0.48166,135321.3069,0.36537,24888.3498,0.7281,353082.6161,14.1867,227.3824,302,71.5435,77.434,73,0,18.0,110,54.5621,57.919,1,0.5113,0.79991,0.512,0.001,0.103,0.9,0.38507,0.24986,43259,11137.4089,7094.1912,8454.0,1,4192.75,14903.25,9420.7862,6261.0562,108.6137,14.0361,22.876,6.2325,1.6545,2.7472,20.0,16.3527,18.2089,47.0863,23.2398,37.3848,21.7068,0.047086,4.6145,42.3306,18.1314,12.0499,0.26623,0.081119,0.072995,0.083817,0,0.059918,0.10317,0.038721,0.043362,43.2273,5.2409,4.7017,4.314,0.066116,3.1322,5.9421,3.9425,2.8683
3,1,Lalfilm,23975.0,05-Feb-2021 09:37:30,1,0.62013,0.79211,0.64582,0.021503,0.39919,0.87316,0.27682,0.1987,0.070981,0.020638,0.019841,0.02028,0,0.01521,0.025351,0.0081558,0.0080442,100,8.4391,14.3571,0,0,0,0,26.1892,33.6978,0.23023,0.20352,0.88398,46842.4836,0.46752,52.8641,229.613,24.6582,285641.3691,9.3548,0.41719,10.8269,0.48284,246803.6879,0.30715,26382.5531,0.77182,591586.8208,22.4234,259.7488,304,75.8543,77.7435,82,0,24.0,113,53.9912,57.1225,1,0.53951,0.79086,0.572,0.001,0.15825,0.9,0.36888,0.24793,43134,14111.4477,10891.1402,12629.0,1,6209.25,20401.75,9714.2719,8050.8362,117.7751,12.9108,19.439,6.8547,1.9004,3.4386,16.5105,14.6502,16.8862,47.0863,24.6752,37.0134,25.2853,0.047086,6.8746,42.3777,17.4488,11.9045,0.30358,0.084844,0.075176,0.086841,0,0.065475,0.10816,0.039013,0.043124,51.6364,8.1236,7.5366,7.2645,0.24793,5.124,9.6281,5.2942,3.8644
4,1,Lalfilm,13172.0,05-Feb-2021 09:37:30,1,0.60106,0.7968,0.62672,0.023919,0.36482,0.87692,0.29093,0.20065,0.065911,0.021521,0.020787,0.02028,0,0.01521,0.025351,0.0082832,0.0081488,100,13.196,23.2588,0,0,0,0,31.5648,40.4248,0.16496,0.15696,0.95147,43834.2074,0.30774,38.0143,230.4409,14.2178,153527.2727,5.3521,0.39536,6.7737,0.50038,121306.3865,0.3592,22665.1046,0.66306,306821.3726,13.5372,242.1942,271,74.1688,80.9407,79,0,22.0,112,54.2304,57.0833,1,0.50945,0.78944,0.511,0.001,0.11,0.899,0.37805,0.24996,32298,8965.0386,6422.2753,7568.5,1,3724.5,12651.0,6735.3911,4890.6346,107.2117,14.2312,22.7102,6.9662,1.7518,3.0234,19.8551,16.0536,17.8842,47.0863,23.2935,36.9472,22.0835,0.047086,4.8028,42.1422,17.8345,11.998,0.2638,0.083594,0.076769,0.08577,0,0.06475,0.10486,0.037216,0.041955,32.5,4.7678,4.5117,4.0826,0.041322,3.0248,5.6612,3.1392,2.3097
5,1,Lalfilm,15685.0,05-Feb-2021 09:37:30,1,0.60773,0.804,0.63252,0.021503,0.36941,0.88741,0.29234,0.20092,0.070981,0.021566,0.020515,0.02028,0,0.01521,0.025351,0.0085881,0.0085715,100,11.4071,20.2613,0,0,0,0,29.7887,38.5014,0.19633,0.18072,0.92049,46569.4184,0.39077,45.8675,233.6223,17.3921,177796.113,6.1685,0.38787,7.6208,0.47919,143912.813,0.3746,23330.383,0.68253,371031.8626,15.9034,253.803,301,72.2592,77.3159,75,0,20.0,110,53.8246,57.147,1,0.51714,0.79733,0.529,0.001,0.115,0.9,0.38122,0.25009,37791,11002.8787,7891.7294,8837.0,1,4338.75,15506.25,8597.3936,6478.3561,96.4065,11.5984,18.6043,5.5253,1.4125,2.4395,15.5249,13.5632,15.3336,47.0863,23.6552,37.3167,22.8839,0.047086,5.1324,42.3777,17.9774,12.0104,0.2592,0.081722,0.073091,0.084078,0,0.062817,0.10314,0.038254,0.043079,46.5909,5.5206,5.1833,4.5372,0.041322,3.2479,6.719,3.963,3.014
0,1,Lalfilm,20075.0,05-Feb-2021 11:53:14,1,0.62363,0.80511,0.66828,0.019328,0.38922,0.89061,0.29044,0.1966,0.065911,0.020384,0.019601,0.02028,0,0.01521,0.025351,0.0081078,0.0077039,100,10.3043,17.4355,0,0,0,0,28.7815,36.583,0.22139,0.18697,0.84451,46891.6123,0.53554,49.7119,224.5459,20.177,236650.1727,7.3384,0.39338,8.7735,0.47031,197940.8008,0.26846,26973.3756,0.7891,503184.4311,18.6549,265.8888,262,75.1694,77.0459,80,0,22.0,113,54.4415,57.083,1,0.54849,0.80222,0.598,0.001,0.157,0.914,0.37377,0.24335,42974,11828.5626,8743.8531,10488.0,1,5226.25,16656.75,8351.0119,6258.6193,120.4445,13.627,20.5695,7.2607,1.8034,3.2722,18.2828,15.1225,16.8799,47.0863,25.0652,37.5357,26.3683,0.047086,6.8746,42.3777,17.6802,11.7109,0.2822,0.083322,0.074197,0.08577,0,0.061851,0.10703,0.039508,0.043019,42.2273,6.6906,6.0606,5.8347,0.082645,4.1818,7.8264,4.4765,3.2224
1,1,Lalfilm,21373.0,05-Feb-2021 11:53:14,1,0.58524,0.79762,0.61971,0.014496,0.29639,0.88258,0.31079,0.21415,0.076052,0.020773,0.019451,0.02028,0,0.01521,0.025351,0.0086599,0.0081537,100,10.043,18.3938,0,0,0,0,28.6106,37.4211,0.24336,0.22732,0.93407,42782.0532,0.35708,54.8948,225.5673,21.3102,243707.7049,7.3172,0.40845,8.7072,0.48604,204804.4346,0.29123,27989.2879,0.81882,501413.7512,17.9145,241.488,295,72.6773,76.2331,74,0,20.0,112,54.5023,57.8924,1,0.51218,0.79314,0.502,0.001,0.117,0.9,0.3795,0.254,45936,13201.905,8872.0928,11114.0,1,5492.75,18657.5,9859.4168,7089.5102,112.3926,13.2446,21.3159,6.1976,1.8512,3.1491,17.2166,15.5194,17.93,47.0863,23.4601,37.1345,22.0835,0.047086,5.0382,42.2364,17.9114,12.1773,0.27543,0.081316,0.072665,0.083837,0,0.05871,0.10534,0.038912,0.043466,44.8182,6.7927,6.2258,6.0496,0.099174,4.4215,8.1488,4.1378,3.0718
2,1,Lalfilm,21856.0,05-Feb-2021 11:53:14,1,0.49497,0.76488,0.44335,0.019812,0.18144,0.81541,0.32701,0.25609,0.070981,0.02198,0.020147,0.02028,0,0.01521,0.025351,0.0092984,0.0086988,100,9.1469,19.9334,0,0,0,0,27.2043,38.354,0.22843,0.20684,0.90549,46713.6149,0.42437,53.0122,232.0698,21.3594,247002.6716,8.0251,0.49253,9.4754,0.58153,209198.6364,0.30878,26067.9085,0.76261,424742.5809,16.2937,256.292,294,71.9332,85.0209,68,0,21.0,110,54.5802,58.2501,1,0.42709,0.7687,0.287,0.001,0.065,0.8575,0.38247,0.28574,43243,14503.0419,8432.2271,11925.5,1,5722.5,21514.5,10814.985,7879.4774,121.9809,12.297,22.8228,4.8501,1.9614,2.9609,14.6961,15.9476,19.5981,47.0863,19.4337,35.9308,12.007,0.047086,2.8723,39.2464,17.9057,13.6713,0.26542,0.083383,0.079758,0.083353,0,0.060884,0.10582,0.036889,0.043213,46.9545,6.9556,6.4308,6.3058,0.066116,4.5702,8.3223,4.1696,3.2149
3,1,Lalfilm,20837.0,05-Feb-2021 11:53:14,1,0.55535,0.76202,0.56004,0.024644,0.2887,0.82846,0.29459,0.22288,0.065911,0.021156,0.020289,0.02028,0,0.01521,0.025351,0.0083506,0.0077965,100,9.3086,17.4952,0,0,0,0,27.1917,36.335,0.17789,0.17925,1.0076,44885.8154,0.12273,42.6886,239.9703,20.2795,254620.6441,8.567,0.47234,10.0672,0.55506,216677.9983,0.2747,25292.0546,0.73991,458728.4288,18.1373,238.1561,343,77.8355,84.7159,82,0,26.0,117,55.01,57.8508,1,0.47971,0.76083,0.436,0.001,0.111,0.87,0.36734,0.26339,35112,12271.0665,8747.5388,11009.0,1,5463.75,17749.25,8334.9762,6518.0072,105.7088,11.255,18.4111,5.5011,1.7417,2.95,13.9391,13.3974,16.0587,47.0863,22.0151,35.637,19.2583,0.047086,4.8499,40.4942,17.3177,12.5746,0.27487,0.087913,0.080588,0.088619,0,0.067166,0.1112,0.037997,0.043117,47.7727,7.0428,6.654,6.3802,0.14876,4.6364,8.5124,4.0002,3.1401
