Evaluation,Method,Model,MAE,std_abs_err,MAPE,std_relative_abs_err,RMSE,R2,Y_hat,Y_true,n_samples,Permutation,diff_RMSE,diff_MAE
1202_x_S.en,combinatoric,LGBMRegressor,0.3016409663757657,0.12830300114771737,1.3715188593820185,1.6011543834410016,0.368594423270344,-2.230095499287356,[0.39554182 0.37023339 0.39554182 ... 0.80263188 0.85550827 0.85564422],"[[0.30539326]
 [0.36968642]
 [0.06283783]
 ...
 [0.34203753]
 [0.77984246]
 [0.24694186]]",1296,P_Biofilm_Height,0.0,0.0
1202_x_S.en,combinatoric,LGBMRegressor,0.3016409663757657,0.12830300114771737,1.3715188593820185,1.6011543834410016,0.368594423270344,-2.230095499287356,[0.39554182 0.37023339 0.39554182 ... 0.80263188 0.85550827 0.85564422],"[[0.30539326]
 [0.36968642]
 [0.06283783]
 ...
 [0.34203753]
 [0.77984246]
 [0.24694186]]",1296,P_Biofilm_Volume,0.0,0.0
1202_x_S.en,combinatoric,LGBMRegressor,0.3016409663757657,0.12830300114771737,1.3715188593820185,1.6011543834410016,0.368594423270344,-2.230095499287356,[0.39554182 0.37023339 0.39554182 ... 0.80263188 0.85550827 0.85564422],"[[0.30539326]
 [0.36968642]
 [0.06283783]
 ...
 [0.34203753]
 [0.77984246]
 [0.24694186]]",1296,P_Biofilm_SubstratumCoverage,0.0,0.0
1202_x_S.en,combinatoric,LGBMRegressor,0.3016409663757657,0.12830300114771737,1.3715188593820185,1.6011543834410016,0.368594423270344,-2.230095499287356,[0.39554182 0.37023339 0.39554182 ... 0.80263188 0.85550827 0.85564422],"[[0.30539326]
 [0.36968642]
 [0.06283783]
 ...
 [0.34203753]
 [0.77984246]
 [0.24694186]]",1296,Modele,0.0,0.0
12048,combinatoric,LGBMRegressor,0.13582127736781885,0.12856424637833827,0.3325227324235025,2.2143674450230217,0.17239750882815477,0.5074537929076813,[0.74530055 0.72415038 0.72415038 ... 0.71635775 0.71663848 0.71663848],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",7668,B_Biofilm_Roughness,0.0,0.0
12048,combinatoric,LGBMRegressor,0.13582127736781885,0.12856424637833827,0.3325227324235025,2.2143674450230217,0.17239750882815477,0.5074537929076813,[0.74530055 0.72415038 0.72415038 ... 0.71635775 0.71663848 0.71663848],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",7668,B_Biofilm_SubstratumCoverage,0.0,0.0
12048,combinatoric,LGBMRegressor,0.13582127736781885,0.12856424637833827,0.3325227324235025,2.2143674450230217,0.17239750882815477,0.5074537929076813,[0.74530055 0.72415038 0.72415038 ... 0.71635775 0.71663848 0.71663848],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",7668,B_Biofilm_Volume,0.0,0.0
12048,combinatoric,LGBMRegressor,0.13582127736781885,0.12856424637833827,0.3325227324235025,2.2143674450230217,0.17239750882815477,0.5074537929076813,[0.74530055 0.72415038 0.72415038 ... 0.71635775 0.71663848 0.71663848],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",7668,P_Biofilm_Height,0.0,0.0
12048,combinatoric,LGBMRegressor,0.13582127736781885,0.12856424637833827,0.3325227324235025,2.2143674450230217,0.17239750882815477,0.5074537929076813,[0.74530055 0.72415038 0.72415038 ... 0.71635775 0.71663848 0.71663848],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",7668,P_Biofilm_Volume,0.0,0.0
12048,combinatoric,LGBMRegressor,0.13582127736781885,0.12856424637833827,0.3325227324235025,2.2143674450230217,0.17239750882815477,0.5074537929076813,[0.74530055 0.72415038 0.72415038 ... 0.71635775 0.71663848 0.71663848],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",7668,P_Biofilm_SubstratumCoverage,0.0,0.0
12048,combinatoric,LGBMRegressor,0.13582127736781885,0.12856424637833827,0.3325227324235025,2.2143674450230217,0.17239750882815477,0.5074537929076813,[0.74530055 0.72415038 0.72415038 ... 0.71635775 0.71663848 0.71663848],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",7668,Modele,0.0,0.0
12048_x_E.ce,combinatoric,LGBMRegressor,0.14642668971633863,0.06896887939444292,0.1551096448718093,0.06295832785520665,0.1777273316368514,-5.640520194664658,[0.68003675 0.64538949 0.64538949 ... 0.74956306 0.74956306 0.74956306],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.75189398]
 [0.90756892]
 [0.90756892]]",1944,B_Biofilm_Roughness,0.0,0.0
12048_x_E.ce,combinatoric,LGBMRegressor,0.14642668971633863,0.06896887939444292,0.1551096448718093,0.06295832785520665,0.1777273316368514,-5.640520194664658,[0.68003675 0.64538949 0.64538949 ... 0.74956306 0.74956306 0.74956306],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.75189398]
 [0.90756892]
 [0.90756892]]",1944,B_Biofilm_SubstratumCoverage,0.0,0.0
12048_x_E.ce,combinatoric,LGBMRegressor,0.14642668971633863,0.06896887939444292,0.1551096448718093,0.06295832785520665,0.1777273316368514,-5.640520194664658,[0.68003675 0.64538949 0.64538949 ... 0.74956306 0.74956306 0.74956306],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.75189398]
 [0.90756892]
 [0.90756892]]",1944,B_Biofilm_Volume,0.0,0.0
12048_x_E.ce,combinatoric,LGBMRegressor,0.14642668971633863,0.06896887939444292,0.1551096448718093,0.06295832785520665,0.1777273316368514,-5.640520194664658,[0.68003675 0.64538949 0.64538949 ... 0.74956306 0.74956306 0.74956306],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.75189398]
 [0.90756892]
 [0.90756892]]",1944,P_Biofilm_Height,0.0,0.0
12048_x_E.ce,combinatoric,LGBMRegressor,0.14642668971633863,0.06896887939444292,0.1551096448718093,0.06295832785520665,0.1777273316368514,-5.640520194664658,[0.68003675 0.64538949 0.64538949 ... 0.74956306 0.74956306 0.74956306],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.75189398]
 [0.90756892]
 [0.90756892]]",1944,P_Biofilm_Volume,0.0,0.0
12048_x_E.ce,combinatoric,LGBMRegressor,0.14642668971633863,0.06896887939444292,0.1551096448718093,0.06295832785520665,0.1777273316368514,-5.640520194664658,[0.68003675 0.64538949 0.64538949 ... 0.74956306 0.74956306 0.74956306],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.75189398]
 [0.90756892]
 [0.90756892]]",1944,P_Biofilm_SubstratumCoverage,0.0,0.0
12048_x_E.ce,combinatoric,LGBMRegressor,0.14642668971633863,0.06896887939444292,0.1551096448718093,0.06295832785520665,0.1777273316368514,-5.640520194664658,[0.68003675 0.64538949 0.64538949 ... 0.74956306 0.74956306 0.74956306],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.75189398]
 [0.90756892]
 [0.90756892]]",1944,Modele,0.0,0.0
12048_x_E.co,combinatoric,LGBMRegressor,0.17028516955490897,0.1288603709354082,0.33850526045865026,0.42416263219855155,0.2300142171058306,0.15992990127842166,[0.77251546 0.77251546 0.77251546 ... 0.73344297 0.73344297 0.73344297],"[[0.38193534]
 [0.38193534]
 [0.38193534]
 ...
 [0.83077776]
 [0.83077776]
 [0.88097163]]",1944,B_Biofilm_Roughness,0.0,0.0
12048_x_E.co,combinatoric,LGBMRegressor,0.17028516955490897,0.1288603709354082,0.33850526045865026,0.42416263219855155,0.2300142171058306,0.15992990127842166,[0.77251546 0.77251546 0.77251546 ... 0.73344297 0.73344297 0.73344297],"[[0.38193534]
 [0.38193534]
 [0.38193534]
 ...
 [0.83077776]
 [0.83077776]
 [0.88097163]]",1944,B_Biofilm_SubstratumCoverage,0.0,0.0
12048_x_E.co,combinatoric,LGBMRegressor,0.17028516955490897,0.1288603709354082,0.33850526045865026,0.42416263219855155,0.2300142171058306,0.15992990127842166,[0.77251546 0.77251546 0.77251546 ... 0.73344297 0.73344297 0.73344297],"[[0.38193534]
 [0.38193534]
 [0.38193534]
 ...
 [0.83077776]
 [0.83077776]
 [0.88097163]]",1944,B_Biofilm_Volume,0.0,0.0
12048_x_E.co,combinatoric,LGBMRegressor,0.17028516955490897,0.1288603709354082,0.33850526045865026,0.42416263219855155,0.2300142171058306,0.15992990127842166,[0.77251546 0.77251546 0.77251546 ... 0.73344297 0.73344297 0.73344297],"[[0.38193534]
 [0.38193534]
 [0.38193534]
 ...
 [0.83077776]
 [0.83077776]
 [0.88097163]]",1944,P_Biofilm_Height,0.0,0.0
12048_x_E.co,combinatoric,LGBMRegressor,0.17028516955490897,0.1288603709354082,0.33850526045865026,0.42416263219855155,0.2300142171058306,0.15992990127842166,[0.77251546 0.77251546 0.77251546 ... 0.73344297 0.73344297 0.73344297],"[[0.38193534]
 [0.38193534]
 [0.38193534]
 ...
 [0.83077776]
 [0.83077776]
 [0.88097163]]",1944,P_Biofilm_Volume,0.0,0.0
12048_x_E.co,combinatoric,LGBMRegressor,0.17028516955490897,0.1288603709354082,0.33850526045865026,0.42416263219855155,0.2300142171058306,0.15992990127842166,[0.77251546 0.77251546 0.77251546 ... 0.73344297 0.73344297 0.73344297],"[[0.38193534]
 [0.38193534]
 [0.38193534]
 ...
 [0.83077776]
 [0.83077776]
 [0.88097163]]",1944,P_Biofilm_SubstratumCoverage,0.0,0.0
12048_x_E.co,combinatoric,LGBMRegressor,0.17028516955490897,0.1288603709354082,0.33850526045865026,0.42416263219855155,0.2300142171058306,0.15992990127842166,[0.77251546 0.77251546 0.77251546 ... 0.73344297 0.73344297 0.73344297],"[[0.38193534]
 [0.38193534]
 [0.38193534]
 ...
 [0.83077776]
 [0.83077776]
 [0.88097163]]",1944,Modele,0.0,0.0
12048_x_S.au,combinatoric,LGBMRegressor,0.20595069365806964,0.016049876654436426,0.2082898516964506,0.014889639390998348,0.2553424110097252,-45.022839881381294,[0.9224816  0.92085723 0.9224816  ... 0.71660922 0.68041918 0.68041918],"[[0.97039675]
 [0.97761851]
 [0.87807663]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",1836,B_Biofilm_Roughness,0.0,0.0
12048_x_S.au,combinatoric,LGBMRegressor,0.20595069365806964,0.016049876654436426,0.2082898516964506,0.014889639390998348,0.2553424110097252,-45.022839881381294,[0.9224816  0.92085723 0.9224816  ... 0.71660922 0.68041918 0.68041918],"[[0.97039675]
 [0.97761851]
 [0.87807663]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",1836,B_Biofilm_SubstratumCoverage,0.0,0.0
12048_x_S.au,combinatoric,LGBMRegressor,0.20595069365806964,0.016049876654436426,0.2082898516964506,0.014889639390998348,0.2553424110097252,-45.022839881381294,[0.9224816  0.92085723 0.9224816  ... 0.71660922 0.68041918 0.68041918],"[[0.97039675]
 [0.97761851]
 [0.87807663]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",1836,B_Biofilm_Volume,0.0,0.0
12048_x_S.au,combinatoric,LGBMRegressor,0.20595069365806964,0.016049876654436426,0.2082898516964506,0.014889639390998348,0.2553424110097252,-45.022839881381294,[0.9224816  0.92085723 0.9224816  ... 0.71660922 0.68041918 0.68041918],"[[0.97039675]
 [0.97761851]
 [0.87807663]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",1836,P_Biofilm_Height,0.0,0.0
12048_x_S.au,combinatoric,LGBMRegressor,0.20595069365806964,0.016049876654436426,0.2082898516964506,0.014889639390998348,0.2553424110097252,-45.022839881381294,[0.9224816  0.92085723 0.9224816  ... 0.71660922 0.68041918 0.68041918],"[[0.97039675]
 [0.97761851]
 [0.87807663]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",1836,P_Biofilm_Volume,0.0,0.0
12048_x_S.au,combinatoric,LGBMRegressor,0.20595069365806964,0.016049876654436426,0.2082898516964506,0.014889639390998348,0.2553424110097252,-45.022839881381294,[0.9224816  0.92085723 0.9224816  ... 0.71660922 0.68041918 0.68041918],"[[0.97039675]
 [0.97761851]
 [0.87807663]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",1836,P_Biofilm_SubstratumCoverage,0.0,0.0
12048_x_S.au,combinatoric,LGBMRegressor,0.20595069365806964,0.016049876654436426,0.2082898516964506,0.014889639390998348,0.2553424110097252,-45.022839881381294,[0.9224816  0.92085723 0.9224816  ... 0.71660922 0.68041918 0.68041918],"[[0.97039675]
 [0.97761851]
 [0.87807663]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",1836,Modele,0.0,0.0
12048_x_S.en,combinatoric,LGBMRegressor,0.19930636423834716,0.1273401550952391,1.0545035868022121,2.220879852298317,0.22604120954353718,0.3425549680347473,[0.4348768  0.40397476 0.4348768  ... 0.72030953 0.7259086  0.72030953],"[[0.05203706]
 [0.35335252]
 [0.30769525]
 ...
 [0.89975877]
 [0.89975877]
 [0.86838695]]",1944,B_Biofilm_Roughness,0.0,0.0
12048_x_S.en,combinatoric,LGBMRegressor,0.19930636423834716,0.1273401550952391,1.0545035868022121,2.220879852298317,0.22604120954353718,0.3425549680347473,[0.4348768  0.40397476 0.4348768  ... 0.72030953 0.7259086  0.72030953],"[[0.05203706]
 [0.35335252]
 [0.30769525]
 ...
 [0.89975877]
 [0.89975877]
 [0.86838695]]",1944,B_Biofilm_SubstratumCoverage,0.0,0.0
12048_x_S.en,combinatoric,LGBMRegressor,0.19930636423834716,0.1273401550952391,1.0545035868022121,2.220879852298317,0.22604120954353718,0.3425549680347473,[0.4348768  0.40397476 0.4348768  ... 0.72030953 0.7259086  0.72030953],"[[0.05203706]
 [0.35335252]
 [0.30769525]
 ...
 [0.89975877]
 [0.89975877]
 [0.86838695]]",1944,B_Biofilm_Volume,0.0,0.0
12048_x_S.en,combinatoric,LGBMRegressor,0.19930636423834716,0.1273401550952391,1.0545035868022121,2.220879852298317,0.22604120954353718,0.3425549680347473,[0.4348768  0.40397476 0.4348768  ... 0.72030953 0.7259086  0.72030953],"[[0.05203706]
 [0.35335252]
 [0.30769525]
 ...
 [0.89975877]
 [0.89975877]
 [0.86838695]]",1944,P_Biofilm_Height,0.0,0.0
12048_x_S.en,combinatoric,LGBMRegressor,0.19930636423834716,0.1273401550952391,1.0545035868022121,2.220879852298317,0.22604120954353718,0.3425549680347473,[0.4348768  0.40397476 0.4348768  ... 0.72030953 0.7259086  0.72030953],"[[0.05203706]
 [0.35335252]
 [0.30769525]
 ...
 [0.89975877]
 [0.89975877]
 [0.86838695]]",1944,P_Biofilm_Volume,0.0,0.0
12048_x_S.en,combinatoric,LGBMRegressor,0.19930636423834716,0.1273401550952391,1.0545035868022121,2.220879852298317,0.22604120954353718,0.3425549680347473,[0.4348768  0.40397476 0.4348768  ... 0.72030953 0.7259086  0.72030953],"[[0.05203706]
 [0.35335252]
 [0.30769525]
 ...
 [0.89975877]
 [0.89975877]
 [0.86838695]]",1944,P_Biofilm_SubstratumCoverage,0.0,0.0
12048_x_S.en,combinatoric,LGBMRegressor,0.19930636423834716,0.1273401550952391,1.0545035868022121,2.220879852298317,0.22604120954353718,0.3425549680347473,[0.4348768  0.40397476 0.4348768  ... 0.72030953 0.7259086  0.72030953],"[[0.05203706]
 [0.35335252]
 [0.30769525]
 ...
 [0.89975877]
 [0.89975877]
 [0.86838695]]",1944,Modele,0.0,0.0
1218,combinatoric,LGBMRegressor,0.1525395797577503,0.1728086249462544,0.8624339376333501,2.6235889132507584,0.22538162827479755,0.3166448306619588,[0.69052304 0.67999046 0.67999046 ... 0.46513529 0.46697165 0.46697165],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",5112,B_Biofilm_Roughness,0.0,0.0
1218,combinatoric,LGBMRegressor,0.1525395797577503,0.1728086249462544,0.8624339376333501,2.6235889132507584,0.22538162827479755,0.3166448306619588,[0.69052304 0.67999046 0.67999046 ... 0.46513529 0.46697165 0.46697165],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",5112,B_Biofilm_SubstratumCoverage,0.0,0.0
1218,combinatoric,LGBMRegressor,0.1525395797577503,0.1728086249462544,0.8624339376333501,2.6235889132507584,0.22538162827479755,0.3166448306619588,[0.69052304 0.67999046 0.67999046 ... 0.46513529 0.46697165 0.46697165],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",5112,B_Biofilm_Volume,0.0,0.0
1218,combinatoric,LGBMRegressor,0.1525395797577503,0.1728086249462544,0.8624339376333501,2.6235889132507584,0.22538162827479755,0.3166448306619588,[0.69052304 0.67999046 0.67999046 ... 0.46513529 0.46697165 0.46697165],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",5112,P_Biofilm_Height,0.0,0.0
1218,combinatoric,LGBMRegressor,0.1525395797577503,0.1728086249462544,0.8624339376333501,2.6235889132507584,0.22538162827479755,0.3166448306619588,[0.69052304 0.67999046 0.67999046 ... 0.46513529 0.46697165 0.46697165],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",5112,P_Biofilm_Volume,0.0,0.0
1218,combinatoric,LGBMRegressor,0.1525395797577503,0.1728086249462544,0.8624339376333501,2.6235889132507584,0.22538162827479755,0.3166448306619588,[0.69052304 0.67999046 0.67999046 ... 0.46513529 0.46697165 0.46697165],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",5112,P_Biofilm_SubstratumCoverage,0.0,0.0
1218,combinatoric,LGBMRegressor,0.1525395797577503,0.1728086249462544,0.8624339376333501,2.6235889132507584,0.22538162827479755,0.3166448306619588,[0.69052304 0.67999046 0.67999046 ... 0.46513529 0.46697165 0.46697165],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",5112,Modele,0.0,0.0
1218_x_E.ce,combinatoric,LGBMRegressor,0.13386891557715927,0.09830975342214063,0.23199687301554298,0.21693164551666982,0.17757890215785332,-0.23724533774256384,[0.71040816 0.66639392 0.66639392 ... 0.34007046 0.34007046 0.34007046],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.70814178]
 [0.49685288]
 [0.70814178]]",1296,B_Biofilm_Roughness,0.0,0.0
1218_x_E.ce,combinatoric,LGBMRegressor,0.13386891557715927,0.09830975342214063,0.23199687301554298,0.21693164551666982,0.17757890215785332,-0.23724533774256384,[0.71040816 0.66639392 0.66639392 ... 0.34007046 0.34007046 0.34007046],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.70814178]
 [0.49685288]
 [0.70814178]]",1296,B_Biofilm_SubstratumCoverage,0.0,0.0
1218_x_E.ce,combinatoric,LGBMRegressor,0.13386891557715927,0.09830975342214063,0.23199687301554298,0.21693164551666982,0.17757890215785332,-0.23724533774256384,[0.71040816 0.66639392 0.66639392 ... 0.34007046 0.34007046 0.34007046],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.70814178]
 [0.49685288]
 [0.70814178]]",1296,B_Biofilm_Volume,0.0,0.0
1218_x_E.ce,combinatoric,LGBMRegressor,0.13386891557715927,0.09830975342214063,0.23199687301554298,0.21693164551666982,0.17757890215785332,-0.23724533774256384,[0.71040816 0.66639392 0.66639392 ... 0.34007046 0.34007046 0.34007046],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.70814178]
 [0.49685288]
 [0.70814178]]",1296,P_Biofilm_Height,0.0,0.0
1218_x_E.ce,combinatoric,LGBMRegressor,0.13386891557715927,0.09830975342214063,0.23199687301554298,0.21693164551666982,0.17757890215785332,-0.23724533774256384,[0.71040816 0.66639392 0.66639392 ... 0.34007046 0.34007046 0.34007046],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.70814178]
 [0.49685288]
 [0.70814178]]",1296,P_Biofilm_Volume,0.0,0.0
1218_x_E.ce,combinatoric,LGBMRegressor,0.13386891557715927,0.09830975342214063,0.23199687301554298,0.21693164551666982,0.17757890215785332,-0.23724533774256384,[0.71040816 0.66639392 0.66639392 ... 0.34007046 0.34007046 0.34007046],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.70814178]
 [0.49685288]
 [0.70814178]]",1296,P_Biofilm_SubstratumCoverage,0.0,0.0
1218_x_E.ce,combinatoric,LGBMRegressor,0.13386891557715927,0.09830975342214063,0.23199687301554298,0.21693164551666982,0.17757890215785332,-0.23724533774256384,[0.71040816 0.66639392 0.66639392 ... 0.34007046 0.34007046 0.34007046],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.70814178]
 [0.49685288]
 [0.70814178]]",1296,Modele,0.0,0.0
1218_x_E.co,combinatoric,LGBMRegressor,0.2537727541524052,0.13403795470073673,1.309410938126016,2.184956591215891,0.329642721921517,-0.06235411133760249,[0.71895285 0.73915441 0.71895285 ... 0.33079621 0.33079621 0.33079621],"[[0.39638506]
 [0.39638506]
 [0.31444566]
 ...
 [0.4988302 ]
 [0.21605889]
 [0.21605889]]",1296,B_Biofilm_Roughness,0.0,0.0
1218_x_E.co,combinatoric,LGBMRegressor,0.2537727541524052,0.13403795470073673,1.309410938126016,2.184956591215891,0.329642721921517,-0.06235411133760249,[0.71895285 0.73915441 0.71895285 ... 0.33079621 0.33079621 0.33079621],"[[0.39638506]
 [0.39638506]
 [0.31444566]
 ...
 [0.4988302 ]
 [0.21605889]
 [0.21605889]]",1296,B_Biofilm_SubstratumCoverage,0.0,0.0
1218_x_E.co,combinatoric,LGBMRegressor,0.2537727541524052,0.13403795470073673,1.309410938126016,2.184956591215891,0.329642721921517,-0.06235411133760249,[0.71895285 0.73915441 0.71895285 ... 0.33079621 0.33079621 0.33079621],"[[0.39638506]
 [0.39638506]
 [0.31444566]
 ...
 [0.4988302 ]
 [0.21605889]
 [0.21605889]]",1296,B_Biofilm_Volume,0.0,0.0
1218_x_E.co,combinatoric,LGBMRegressor,0.2537727541524052,0.13403795470073673,1.309410938126016,2.184956591215891,0.329642721921517,-0.06235411133760249,[0.71895285 0.73915441 0.71895285 ... 0.33079621 0.33079621 0.33079621],"[[0.39638506]
 [0.39638506]
 [0.31444566]
 ...
 [0.4988302 ]
 [0.21605889]
 [0.21605889]]",1296,P_Biofilm_Height,0.0,0.0
1218_x_E.co,combinatoric,LGBMRegressor,0.2537727541524052,0.13403795470073673,1.309410938126016,2.184956591215891,0.329642721921517,-0.06235411133760249,[0.71895285 0.73915441 0.71895285 ... 0.33079621 0.33079621 0.33079621],"[[0.39638506]
 [0.39638506]
 [0.31444566]
 ...
 [0.4988302 ]
 [0.21605889]
 [0.21605889]]",1296,P_Biofilm_Volume,0.0,0.0
1218_x_E.co,combinatoric,LGBMRegressor,0.2537727541524052,0.13403795470073673,1.309410938126016,2.184956591215891,0.329642721921517,-0.06235411133760249,[0.71895285 0.73915441 0.71895285 ... 0.33079621 0.33079621 0.33079621],"[[0.39638506]
 [0.39638506]
 [0.31444566]
 ...
 [0.4988302 ]
 [0.21605889]
 [0.21605889]]",1296,P_Biofilm_SubstratumCoverage,0.0,0.0
1218_x_E.co,combinatoric,LGBMRegressor,0.2537727541524052,0.13403795470073673,1.309410938126016,2.184956591215891,0.329642721921517,-0.06235411133760249,[0.71895285 0.73915441 0.71895285 ... 0.33079621 0.33079621 0.33079621],"[[0.39638506]
 [0.39638506]
 [0.31444566]
 ...
 [0.4988302 ]
 [0.21605889]
 [0.21605889]]",1296,Modele,0.0,0.0
1218_x_S.au,combinatoric,LGBMRegressor,0.11544244507674079,0.13728943033775806,0.1815788632492345,0.2656795801534277,0.15509507740721612,-0.0821403392794291,[0.92387413 0.91373886 0.93576371 ... 0.59660765 0.59528269 0.59528269],"[[0.94207013]
 [0.94207013]
 [0.9439279 ]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",1224,B_Biofilm_Roughness,0.0,0.0
1218_x_S.au,combinatoric,LGBMRegressor,0.11544244507674079,0.13728943033775806,0.1815788632492345,0.2656795801534277,0.15509507740721612,-0.0821403392794291,[0.92387413 0.91373886 0.93576371 ... 0.59660765 0.59528269 0.59528269],"[[0.94207013]
 [0.94207013]
 [0.9439279 ]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",1224,B_Biofilm_SubstratumCoverage,0.0,0.0
1218_x_S.au,combinatoric,LGBMRegressor,0.11544244507674079,0.13728943033775806,0.1815788632492345,0.2656795801534277,0.15509507740721612,-0.0821403392794291,[0.92387413 0.91373886 0.93576371 ... 0.59660765 0.59528269 0.59528269],"[[0.94207013]
 [0.94207013]
 [0.9439279 ]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",1224,B_Biofilm_Volume,0.0,0.0
1218_x_S.au,combinatoric,LGBMRegressor,0.11544244507674079,0.13728943033775806,0.1815788632492345,0.2656795801534277,0.15509507740721612,-0.0821403392794291,[0.92387413 0.91373886 0.93576371 ... 0.59660765 0.59528269 0.59528269],"[[0.94207013]
 [0.94207013]
 [0.9439279 ]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",1224,P_Biofilm_Height,0.0,0.0
1218_x_S.au,combinatoric,LGBMRegressor,0.11544244507674079,0.13728943033775806,0.1815788632492345,0.2656795801534277,0.15509507740721612,-0.0821403392794291,[0.92387413 0.91373886 0.93576371 ... 0.59660765 0.59528269 0.59528269],"[[0.94207013]
 [0.94207013]
 [0.9439279 ]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",1224,P_Biofilm_Volume,0.0,0.0
1218_x_S.au,combinatoric,LGBMRegressor,0.11544244507674079,0.13728943033775806,0.1815788632492345,0.2656795801534277,0.15509507740721612,-0.0821403392794291,[0.92387413 0.91373886 0.93576371 ... 0.59660765 0.59528269 0.59528269],"[[0.94207013]
 [0.94207013]
 [0.9439279 ]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",1224,P_Biofilm_SubstratumCoverage,0.0,0.0
1218_x_S.au,combinatoric,LGBMRegressor,0.11544244507674079,0.13728943033775806,0.1815788632492345,0.2656795801534277,0.15509507740721612,-0.0821403392794291,[0.92387413 0.91373886 0.93576371 ... 0.59660765 0.59528269 0.59528269],"[[0.94207013]
 [0.94207013]
 [0.9439279 ]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",1224,Modele,0.0,0.0
1218_x_S.en,combinatoric,LGBMRegressor,0.23623393515624047,0.13863655716819429,1.9472125141537169,2.335891575038721,0.29606482185482075,-0.20563634509112627,[0.41332491 0.39334902 0.41332491 ... 0.15866091 0.15864848 0.15866091],"[[0.26105455]
 [0.39324875]
 [0.05213942]
 ...
 [0.43190293]
 [0.07405875]
 [0.07405875]]",1296,B_Biofilm_Roughness,0.0,0.0
1218_x_S.en,combinatoric,LGBMRegressor,0.23623393515624047,0.13863655716819429,1.9472125141537169,2.335891575038721,0.29606482185482075,-0.20563634509112627,[0.41332491 0.39334902 0.41332491 ... 0.15866091 0.15864848 0.15866091],"[[0.26105455]
 [0.39324875]
 [0.05213942]
 ...
 [0.43190293]
 [0.07405875]
 [0.07405875]]",1296,B_Biofilm_SubstratumCoverage,0.0,0.0
