Evaluation,Method,Model,MAE,std_abs_err,MAPE,std_relative_abs_err,RMSE,R2,Y_hat,Y_true,n_samples,Permutation,diff_RMSE,diff_MAE
1273,combinatoric,LGBMRegressor,0.15194945650912106,0.11263884427885702,0.2221658076145165,0.26338191877286193,0.21849595327979618,0.10362131831731458,[0.63474361 0.64753062 0.64753062 ... 0.66086627 0.65987481 0.65987481],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",5112,B_Biofilm_Volume,0.0,0.0
1273,combinatoric,LGBMRegressor,0.15194945650912106,0.11263884427885702,0.2221658076145165,0.26338191877286193,0.21849595327979618,0.10362131831731458,[0.63474361 0.64753062 0.64753062 ... 0.66086627 0.65987481 0.65987481],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",5112,P_Biofilm_Height,0.0,0.0
1273,combinatoric,LGBMRegressor,0.15194945650912106,0.11263884427885702,0.2221658076145165,0.26338191877286193,0.21849595327979618,0.10362131831731458,[0.63474361 0.64753062 0.64753062 ... 0.66086627 0.65987481 0.65987481],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",5112,P_Biofilm_Volume,0.0,0.0
1273,combinatoric,LGBMRegressor,0.15194945650912106,0.11263884427885702,0.2221658076145165,0.26338191877286193,0.21849595327979618,0.10362131831731458,[0.63474361 0.64753062 0.64753062 ... 0.66086627 0.65987481 0.65987481],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",5112,P_Biofilm_SubstratumCoverage,0.0,0.0
1273,combinatoric,LGBMRegressor,0.15194945650912106,0.11263884427885702,0.2221658076145165,0.26338191877286193,0.21849595327979618,0.10362131831731458,[0.63474361 0.64753062 0.64753062 ... 0.66086627 0.65987481 0.65987481],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",5112,Modele,0.0,0.0
1273_x_E.ce,combinatoric,LGBMRegressor,0.1312516971908397,0.13032682163370354,0.15526297792254345,0.12330648305201056,0.16929886853052917,0.0015566228305121665,[0.63996946 0.51132507 0.51132507 ... 0.71391526 0.71391526 0.71391526],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.97210151]
 [0.88825073]
 [0.91438627]]",1296,B_Biofilm_Roughness,0.0,0.0
1273_x_E.ce,combinatoric,LGBMRegressor,0.1312516971908397,0.13032682163370354,0.15526297792254345,0.12330648305201056,0.16929886853052917,0.0015566228305121665,[0.63996946 0.51132507 0.51132507 ... 0.71391526 0.71391526 0.71391526],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.97210151]
 [0.88825073]
 [0.91438627]]",1296,B_Biofilm_SubstratumCoverage,0.0,0.0
1273_x_E.ce,combinatoric,LGBMRegressor,0.1312516971908397,0.13032682163370354,0.15526297792254345,0.12330648305201056,0.16929886853052917,0.0015566228305121665,[0.63996946 0.51132507 0.51132507 ... 0.71391526 0.71391526 0.71391526],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.97210151]
 [0.88825073]
 [0.91438627]]",1296,B_Biofilm_Volume,0.0,0.0
1273_x_E.ce,combinatoric,LGBMRegressor,0.1312516971908397,0.13032682163370354,0.15526297792254345,0.12330648305201056,0.16929886853052917,0.0015566228305121665,[0.63996946 0.51132507 0.51132507 ... 0.71391526 0.71391526 0.71391526],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.97210151]
 [0.88825073]
 [0.91438627]]",1296,P_Biofilm_Height,0.0,0.0
1273_x_E.ce,combinatoric,LGBMRegressor,0.1312516971908397,0.13032682163370354,0.15526297792254345,0.12330648305201056,0.16929886853052917,0.0015566228305121665,[0.63996946 0.51132507 0.51132507 ... 0.71391526 0.71391526 0.71391526],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.97210151]
 [0.88825073]
 [0.91438627]]",1296,P_Biofilm_Volume,0.0,0.0
1273_x_E.ce,combinatoric,LGBMRegressor,0.1312516971908397,0.13032682163370354,0.15526297792254345,0.12330648305201056,0.16929886853052917,0.0015566228305121665,[0.63996946 0.51132507 0.51132507 ... 0.71391526 0.71391526 0.71391526],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.97210151]
 [0.88825073]
 [0.91438627]]",1296,P_Biofilm_SubstratumCoverage,0.0,0.0
1273_x_E.ce,combinatoric,LGBMRegressor,0.1312516971908397,0.13032682163370354,0.15526297792254345,0.12330648305201056,0.16929886853052917,0.0015566228305121665,[0.63996946 0.51132507 0.51132507 ... 0.71391526 0.71391526 0.71391526],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.97210151]
 [0.88825073]
 [0.91438627]]",1296,Modele,0.0,0.0
1273_x_E.co,combinatoric,LGBMRegressor,0.14547856834865483,0.10165032459302462,0.2731106069412663,0.21593878490516244,0.1817747306622508,0.4263688095675866,[0.63932503 0.64850539 0.64964839 ... 0.7345104  0.73515605 0.73357862],"[[0.44415041]
 [0.44415041]
 [0.36530147]
 ...
 [0.76102029]
 [0.62563646]
 [0.76102029]]",1296,B_Biofilm_Roughness,0.0,0.0
1273_x_E.co,combinatoric,LGBMRegressor,0.14547856834865483,0.10165032459302462,0.2731106069412663,0.21593878490516244,0.1817747306622508,0.4263688095675866,[0.63932503 0.64850539 0.64964839 ... 0.7345104  0.73515605 0.73357862],"[[0.44415041]
 [0.44415041]
 [0.36530147]
 ...
 [0.76102029]
 [0.62563646]
 [0.76102029]]",1296,B_Biofilm_SubstratumCoverage,0.0,0.0
1273_x_E.co,combinatoric,LGBMRegressor,0.14547856834865483,0.10165032459302462,0.2731106069412663,0.21593878490516244,0.1817747306622508,0.4263688095675866,[0.63932503 0.64850539 0.64964839 ... 0.7345104  0.73515605 0.73357862],"[[0.44415041]
 [0.44415041]
 [0.36530147]
 ...
 [0.76102029]
 [0.62563646]
 [0.76102029]]",1296,B_Biofilm_Volume,0.0,0.0
1273_x_E.co,combinatoric,LGBMRegressor,0.14547856834865483,0.10165032459302462,0.2731106069412663,0.21593878490516244,0.1817747306622508,0.4263688095675866,[0.63932503 0.64850539 0.64964839 ... 0.7345104  0.73515605 0.73357862],"[[0.44415041]
 [0.44415041]
 [0.36530147]
 ...
 [0.76102029]
 [0.62563646]
 [0.76102029]]",1296,P_Biofilm_Height,0.0,0.0
1273_x_E.co,combinatoric,LGBMRegressor,0.14547856834865483,0.10165032459302462,0.2731106069412663,0.21593878490516244,0.1817747306622508,0.4263688095675866,[0.63932503 0.64850539 0.64964839 ... 0.7345104  0.73515605 0.73357862],"[[0.44415041]
 [0.44415041]
 [0.36530147]
 ...
 [0.76102029]
 [0.62563646]
 [0.76102029]]",1296,P_Biofilm_Volume,0.0,0.0
1273_x_E.co,combinatoric,LGBMRegressor,0.14547856834865483,0.10165032459302462,0.2731106069412663,0.21593878490516244,0.1817747306622508,0.4263688095675866,[0.63932503 0.64850539 0.64964839 ... 0.7345104  0.73515605 0.73357862],"[[0.44415041]
 [0.44415041]
 [0.36530147]
 ...
 [0.76102029]
 [0.62563646]
 [0.76102029]]",1296,P_Biofilm_SubstratumCoverage,0.0,0.0
1273_x_E.co,combinatoric,LGBMRegressor,0.14547856834865483,0.10165032459302462,0.2731106069412663,0.21593878490516244,0.1817747306622508,0.4263688095675866,[0.63932503 0.64850539 0.64964839 ... 0.7345104  0.73515605 0.73357862],"[[0.44415041]
 [0.44415041]
 [0.36530147]
 ...
 [0.76102029]
 [0.62563646]
 [0.76102029]]",1296,Modele,0.0,0.0
1273_x_S.au,combinatoric,LGBMRegressor,0.23356702475107813,0.09420064621587747,0.2651265498038652,0.15953196030703612,0.2882412027169589,-4.407029533561706,[0.93880073 0.96412906 0.93880073 ... 0.7089703  0.71164671 0.71164671],"[[0.60095033]
 [0.93156845]
 [0.93156845]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",1224,B_Biofilm_Roughness,0.0,0.0
1273_x_S.au,combinatoric,LGBMRegressor,0.23356702475107813,0.09420064621587747,0.2651265498038652,0.15953196030703612,0.2882412027169589,-4.407029533561706,[0.93880073 0.96412906 0.93880073 ... 0.7089703  0.71164671 0.71164671],"[[0.60095033]
 [0.93156845]
 [0.93156845]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",1224,B_Biofilm_SubstratumCoverage,0.0,0.0
1273_x_S.au,combinatoric,LGBMRegressor,0.23356702475107813,0.09420064621587747,0.2651265498038652,0.15953196030703612,0.2882412027169589,-4.407029533561706,[0.93880073 0.96412906 0.93880073 ... 0.7089703  0.71164671 0.71164671],"[[0.60095033]
 [0.93156845]
 [0.93156845]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",1224,B_Biofilm_Volume,0.0,0.0
1273_x_S.au,combinatoric,LGBMRegressor,0.23356702475107813,0.09420064621587747,0.2651265498038652,0.15953196030703612,0.2882412027169589,-4.407029533561706,[0.93880073 0.96412906 0.93880073 ... 0.7089703  0.71164671 0.71164671],"[[0.60095033]
 [0.93156845]
 [0.93156845]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",1224,P_Biofilm_Height,0.0,0.0
1273_x_S.au,combinatoric,LGBMRegressor,0.23356702475107813,0.09420064621587747,0.2651265498038652,0.15953196030703612,0.2882412027169589,-4.407029533561706,[0.93880073 0.96412906 0.93880073 ... 0.7089703  0.71164671 0.71164671],"[[0.60095033]
 [0.93156845]
 [0.93156845]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",1224,P_Biofilm_Volume,0.0,0.0
1273_x_S.au,combinatoric,LGBMRegressor,0.23356702475107813,0.09420064621587747,0.2651265498038652,0.15953196030703612,0.2882412027169589,-4.407029533561706,[0.93880073 0.96412906 0.93880073 ... 0.7089703  0.71164671 0.71164671],"[[0.60095033]
 [0.93156845]
 [0.93156845]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",1224,P_Biofilm_SubstratumCoverage,0.0,0.0
1273_x_S.au,combinatoric,LGBMRegressor,0.23356702475107813,0.09420064621587747,0.2651265498038652,0.15953196030703612,0.2882412027169589,-4.407029533561706,[0.93880073 0.96412906 0.93880073 ... 0.7089703  0.71164671 0.71164671],"[[0.60095033]
 [0.93156845]
 [0.93156845]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",1224,Modele,0.0,0.0
1273_x_S.en,combinatoric,LGBMRegressor,0.16417842334660465,0.2286726623803908,0.32373801270667074,0.16488309354765593,0.25042631584450425,0.0794105418334875,[0.3397679  0.32244662 0.3397679  ... 0.51707999 0.51554285 0.51707999],"[[0.50859862]
 [0.44532886]
 [0.45565884]
 ...
 [0.23763899]
 [0.94403186]
 [0.98775245]]",1296,B_Biofilm_Roughness,0.0,0.0
1273_x_S.en,combinatoric,LGBMRegressor,0.16417842334660465,0.2286726623803908,0.32373801270667074,0.16488309354765593,0.25042631584450425,0.0794105418334875,[0.3397679  0.32244662 0.3397679  ... 0.51707999 0.51554285 0.51707999],"[[0.50859862]
 [0.44532886]
 [0.45565884]
 ...
 [0.23763899]
 [0.94403186]
 [0.98775245]]",1296,B_Biofilm_SubstratumCoverage,0.0,0.0
1273_x_S.en,combinatoric,LGBMRegressor,0.16417842334660465,0.2286726623803908,0.32373801270667074,0.16488309354765593,0.25042631584450425,0.0794105418334875,[0.3397679  0.32244662 0.3397679  ... 0.51707999 0.51554285 0.51707999],"[[0.50859862]
 [0.44532886]
 [0.45565884]
 ...
 [0.23763899]
 [0.94403186]
 [0.98775245]]",1296,B_Biofilm_Volume,0.0,0.0
1273_x_S.en,combinatoric,LGBMRegressor,0.16417842334660465,0.2286726623803908,0.32373801270667074,0.16488309354765593,0.25042631584450425,0.0794105418334875,[0.3397679  0.32244662 0.3397679  ... 0.51707999 0.51554285 0.51707999],"[[0.50859862]
 [0.44532886]
 [0.45565884]
 ...
 [0.23763899]
 [0.94403186]
 [0.98775245]]",1296,P_Biofilm_Height,0.0,0.0
1273_x_S.en,combinatoric,LGBMRegressor,0.16417842334660465,0.2286726623803908,0.32373801270667074,0.16488309354765593,0.25042631584450425,0.0794105418334875,[0.3397679  0.32244662 0.3397679  ... 0.51707999 0.51554285 0.51707999],"[[0.50859862]
 [0.44532886]
 [0.45565884]
 ...
 [0.23763899]
 [0.94403186]
 [0.98775245]]",1296,P_Biofilm_Volume,0.0,0.0
1273_x_S.en,combinatoric,LGBMRegressor,0.16417842334660465,0.2286726623803908,0.32373801270667074,0.16488309354765593,0.25042631584450425,0.0794105418334875,[0.3397679  0.32244662 0.3397679  ... 0.51707999 0.51554285 0.51707999],"[[0.50859862]
 [0.44532886]
 [0.45565884]
 ...
 [0.23763899]
 [0.94403186]
 [0.98775245]]",1296,P_Biofilm_SubstratumCoverage,0.0,0.0
1273_x_S.en,combinatoric,LGBMRegressor,0.16417842334660465,0.2286726623803908,0.32373801270667074,0.16488309354765593,0.25042631584450425,0.0794105418334875,[0.3397679  0.32244662 0.3397679  ... 0.51707999 0.51554285 0.51707999],"[[0.50859862]
 [0.44532886]
 [0.45565884]
 ...
 [0.23763899]
 [0.94403186]
 [0.98775245]]",1296,Modele,0.0,0.0
12832,combinatoric,LGBMRegressor,0.12719119189156933,0.1810329984178038,0.3219213945907792,1.0760886087725652,0.18008159005927987,0.4295901913150937,[0.81675131 0.80174707 0.80174707 ... 0.83629442 0.83693559 0.83693559],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",7668,B_Biofilm_Roughness,0.0,0.0
12832,combinatoric,LGBMRegressor,0.12719119189156933,0.1810329984178038,0.3219213945907792,1.0760886087725652,0.18008159005927987,0.4295901913150937,[0.81675131 0.80174707 0.80174707 ... 0.83629442 0.83693559 0.83693559],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",7668,B_Biofilm_SubstratumCoverage,0.0,0.0
12832,combinatoric,LGBMRegressor,0.12719119189156933,0.1810329984178038,0.3219213945907792,1.0760886087725652,0.18008159005927987,0.4295901913150937,[0.81675131 0.80174707 0.80174707 ... 0.83629442 0.83693559 0.83693559],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",7668,B_Biofilm_Volume,0.0,0.0
12832,combinatoric,LGBMRegressor,0.12719119189156933,0.1810329984178038,0.3219213945907792,1.0760886087725652,0.18008159005927987,0.4295901913150937,[0.81675131 0.80174707 0.80174707 ... 0.83629442 0.83693559 0.83693559],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",7668,P_Biofilm_Height,0.0,0.0
12832,combinatoric,LGBMRegressor,0.12719119189156933,0.1810329984178038,0.3219213945907792,1.0760886087725652,0.18008159005927987,0.4295901913150937,[0.81675131 0.80174707 0.80174707 ... 0.83629442 0.83693559 0.83693559],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",7668,P_Biofilm_Volume,0.0,0.0
12832,combinatoric,LGBMRegressor,0.12719119189156933,0.1810329984178038,0.3219213945907792,1.0760886087725652,0.18008159005927987,0.4295901913150937,[0.81675131 0.80174707 0.80174707 ... 0.83629442 0.83693559 0.83693559],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",7668,P_Biofilm_SubstratumCoverage,0.0,0.0
12832,combinatoric,LGBMRegressor,0.12719119189156933,0.1810329984178038,0.3219213945907792,1.0760886087725652,0.18008159005927987,0.4295901913150937,[0.81675131 0.80174707 0.80174707 ... 0.83629442 0.83693559 0.83693559],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",7668,Modele,0.0,0.0
12832_x_E.ce,combinatoric,LGBMRegressor,0.12293907970595686,0.060569982938158955,0.1635605242335714,0.07759998862376138,0.1527469138949554,-0.17704161926995643,[0.77584232 0.73815592 0.73815592 ... 0.77930031 0.77930031 0.77930031],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.90344707]
 [0.72909638]
 [0.90344707]]",1944,B_Biofilm_Roughness,0.0,0.0
12832_x_E.ce,combinatoric,LGBMRegressor,0.12293907970595686,0.060569982938158955,0.1635605242335714,0.07759998862376138,0.1527469138949554,-0.17704161926995643,[0.77584232 0.73815592 0.73815592 ... 0.77930031 0.77930031 0.77930031],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.90344707]
 [0.72909638]
 [0.90344707]]",1944,B_Biofilm_SubstratumCoverage,0.0,0.0
12832_x_E.ce,combinatoric,LGBMRegressor,0.12293907970595686,0.060569982938158955,0.1635605242335714,0.07759998862376138,0.1527469138949554,-0.17704161926995643,[0.77584232 0.73815592 0.73815592 ... 0.77930031 0.77930031 0.77930031],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.90344707]
 [0.72909638]
 [0.90344707]]",1944,B_Biofilm_Volume,0.0,0.0
12832_x_E.ce,combinatoric,LGBMRegressor,0.12293907970595686,0.060569982938158955,0.1635605242335714,0.07759998862376138,0.1527469138949554,-0.17704161926995643,[0.77584232 0.73815592 0.73815592 ... 0.77930031 0.77930031 0.77930031],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.90344707]
 [0.72909638]
 [0.90344707]]",1944,P_Biofilm_Height,0.0,0.0
12832_x_E.ce,combinatoric,LGBMRegressor,0.12293907970595686,0.060569982938158955,0.1635605242335714,0.07759998862376138,0.1527469138949554,-0.17704161926995643,[0.77584232 0.73815592 0.73815592 ... 0.77930031 0.77930031 0.77930031],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.90344707]
 [0.72909638]
 [0.90344707]]",1944,P_Biofilm_Volume,0.0,0.0
12832_x_E.ce,combinatoric,LGBMRegressor,0.12293907970595686,0.060569982938158955,0.1635605242335714,0.07759998862376138,0.1527469138949554,-0.17704161926995643,[0.77584232 0.73815592 0.73815592 ... 0.77930031 0.77930031 0.77930031],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.90344707]
 [0.72909638]
 [0.90344707]]",1944,P_Biofilm_SubstratumCoverage,0.0,0.0
12832_x_E.ce,combinatoric,LGBMRegressor,0.12293907970595686,0.060569982938158955,0.1635605242335714,0.07759998862376138,0.1527469138949554,-0.17704161926995643,[0.77584232 0.73815592 0.73815592 ... 0.77930031 0.77930031 0.77930031],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.90344707]
 [0.72909638]
 [0.90344707]]",1944,Modele,0.0,0.0
12832_x_E.co,combinatoric,LGBMRegressor,0.16575141195435808,0.17960672456987836,0.3246715451300852,0.48367823409888006,0.22994353389070968,-0.18910877404119142,[0.84119897 0.84119897 0.84119897 ... 0.91250332 0.91451636 0.90995789],"[[0.48896226]
 [0.36435971]
 [0.36435971]
 ...
 [0.88532199]
 [0.88532199]
 [0.88532199]]",1944,B_Biofilm_Roughness,0.0,0.0
12832_x_E.co,combinatoric,LGBMRegressor,0.16575141195435808,0.17960672456987836,0.3246715451300852,0.48367823409888006,0.22994353389070968,-0.18910877404119142,[0.84119897 0.84119897 0.84119897 ... 0.91250332 0.91451636 0.90995789],"[[0.48896226]
 [0.36435971]
 [0.36435971]
 ...
 [0.88532199]
 [0.88532199]
 [0.88532199]]",1944,B_Biofilm_SubstratumCoverage,0.0,0.0
12832_x_E.co,combinatoric,LGBMRegressor,0.16575141195435808,0.17960672456987836,0.3246715451300852,0.48367823409888006,0.22994353389070968,-0.18910877404119142,[0.84119897 0.84119897 0.84119897 ... 0.91250332 0.91451636 0.90995789],"[[0.48896226]
 [0.36435971]
 [0.36435971]
 ...
 [0.88532199]
 [0.88532199]
 [0.88532199]]",1944,B_Biofilm_Volume,0.0,0.0
12832_x_E.co,combinatoric,LGBMRegressor,0.16575141195435808,0.17960672456987836,0.3246715451300852,0.48367823409888006,0.22994353389070968,-0.18910877404119142,[0.84119897 0.84119897 0.84119897 ... 0.91250332 0.91451636 0.90995789],"[[0.48896226]
 [0.36435971]
 [0.36435971]
 ...
 [0.88532199]
 [0.88532199]
 [0.88532199]]",1944,P_Biofilm_Height,0.0,0.0
12832_x_E.co,combinatoric,LGBMRegressor,0.16575141195435808,0.17960672456987836,0.3246715451300852,0.48367823409888006,0.22994353389070968,-0.18910877404119142,[0.84119897 0.84119897 0.84119897 ... 0.91250332 0.91451636 0.90995789],"[[0.48896226]
 [0.36435971]
 [0.36435971]
 ...
 [0.88532199]
 [0.88532199]
 [0.88532199]]",1944,P_Biofilm_Volume,0.0,0.0
12832_x_E.co,combinatoric,LGBMRegressor,0.16575141195435808,0.17960672456987836,0.3246715451300852,0.48367823409888006,0.22994353389070968,-0.18910877404119142,[0.84119897 0.84119897 0.84119897 ... 0.91250332 0.91451636 0.90995789],"[[0.48896226]
 [0.36435971]
 [0.36435971]
 ...
 [0.88532199]
 [0.88532199]
 [0.88532199]]",1944,P_Biofilm_SubstratumCoverage,0.0,0.0
12832_x_E.co,combinatoric,LGBMRegressor,0.16575141195435808,0.17960672456987836,0.3246715451300852,0.48367823409888006,0.22994353389070968,-0.18910877404119142,[0.84119897 0.84119897 0.84119897 ... 0.91250332 0.91451636 0.90995789],"[[0.48896226]
 [0.36435971]
 [0.36435971]
 ...
 [0.88532199]
 [0.88532199]
 [0.88532199]]",1944,Modele,0.0,0.0
12832_x_S.au,combinatoric,LGBMRegressor,0.11227114907646335,0.09076473809614125,0.14129326073087917,0.13540264535284638,0.15517208798737245,-1.9227582185399976,[0.96892839 0.97426015 0.96892839 ... 0.84998657 0.80398891 0.80398891],"[[0.93240842]
 [0.93240842]
 [0.96880127]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",1836,B_Biofilm_Roughness,0.0,0.0
12832_x_S.au,combinatoric,LGBMRegressor,0.11227114907646335,0.09076473809614125,0.14129326073087917,0.13540264535284638,0.15517208798737245,-1.9227582185399976,[0.96892839 0.97426015 0.96892839 ... 0.84998657 0.80398891 0.80398891],"[[0.93240842]
 [0.93240842]
 [0.96880127]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",1836,B_Biofilm_SubstratumCoverage,0.0,0.0
12832_x_S.au,combinatoric,LGBMRegressor,0.11227114907646335,0.09076473809614125,0.14129326073087917,0.13540264535284638,0.15517208798737245,-1.9227582185399976,[0.96892839 0.97426015 0.96892839 ... 0.84998657 0.80398891 0.80398891],"[[0.93240842]
 [0.93240842]
 [0.96880127]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",1836,B_Biofilm_Volume,0.0,0.0
12832_x_S.au,combinatoric,LGBMRegressor,0.11227114907646335,0.09076473809614125,0.14129326073087917,0.13540264535284638,0.15517208798737245,-1.9227582185399976,[0.96892839 0.97426015 0.96892839 ... 0.84998657 0.80398891 0.80398891],"[[0.93240842]
 [0.93240842]
 [0.96880127]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",1836,P_Biofilm_Height,0.0,0.0
12832_x_S.au,combinatoric,LGBMRegressor,0.11227114907646335,0.09076473809614125,0.14129326073087917,0.13540264535284638,0.15517208798737245,-1.9227582185399976,[0.96892839 0.97426015 0.96892839 ... 0.84998657 0.80398891 0.80398891],"[[0.93240842]
 [0.93240842]
 [0.96880127]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",1836,P_Biofilm_Volume,0.0,0.0
12832_x_S.au,combinatoric,LGBMRegressor,0.11227114907646335,0.09076473809614125,0.14129326073087917,0.13540264535284638,0.15517208798737245,-1.9227582185399976,[0.96892839 0.97426015 0.96892839 ... 0.84998657 0.80398891 0.80398891],"[[0.93240842]
 [0.93240842]
 [0.96880127]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",1836,P_Biofilm_SubstratumCoverage,0.0,0.0
12832_x_S.au,combinatoric,LGBMRegressor,0.11227114907646335,0.09076473809614125,0.14129326073087917,0.13540264535284638,0.15517208798737245,-1.9227582185399976,[0.96892839 0.97426015 0.96892839 ... 0.84998657 0.80398891 0.80398891],"[[0.93240842]
 [0.93240842]
 [0.96880127]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",1836,Modele,0.0,0.0
12832_x_S.en,combinatoric,LGBMRegressor,0.30815181545152115,0.14967665413706438,1.2700827545007358,0.6665272673216935,0.3962516664772161,-0.8581464451307681,[0.42961516 0.42216681 0.42961516 ... 0.76219317 0.76351102 0.76219317],"[[0.28210822]
 [0.4720613 ]
 [0.4720613 ]
 ...
 [0.92665552]
 [0.74858424]
 [0.74858424]]",1944,B_Biofilm_Roughness,0.0,0.0
12832_x_S.en,combinatoric,LGBMRegressor,0.30815181545152115,0.14967665413706438,1.2700827545007358,0.6665272673216935,0.3962516664772161,-0.8581464451307681,[0.42961516 0.42216681 0.42961516 ... 0.76219317 0.76351102 0.76219317],"[[0.28210822]
 [0.4720613 ]
 [0.4720613 ]
 ...
 [0.92665552]
 [0.74858424]
 [0.74858424]]",1944,B_Biofilm_SubstratumCoverage,0.0,0.0
12832_x_S.en,combinatoric,LGBMRegressor,0.30815181545152115,0.14967665413706438,1.2700827545007358,0.6665272673216935,0.3962516664772161,-0.8581464451307681,[0.42961516 0.42216681 0.42961516 ... 0.76219317 0.76351102 0.76219317],"[[0.28210822]
 [0.4720613 ]
 [0.4720613 ]
 ...
 [0.92665552]
 [0.74858424]
 [0.74858424]]",1944,B_Biofilm_Volume,0.0,0.0
12832_x_S.en,combinatoric,LGBMRegressor,0.30815181545152115,0.14967665413706438,1.2700827545007358,0.6665272673216935,0.3962516664772161,-0.8581464451307681,[0.42961516 0.42216681 0.42961516 ... 0.76219317 0.76351102 0.76219317],"[[0.28210822]
 [0.4720613 ]
 [0.4720613 ]
 ...
 [0.92665552]
 [0.74858424]
 [0.74858424]]",1944,P_Biofilm_Height,0.0,0.0
12832_x_S.en,combinatoric,LGBMRegressor,0.30815181545152115,0.14967665413706438,1.2700827545007358,0.6665272673216935,0.3962516664772161,-0.8581464451307681,[0.42961516 0.42216681 0.42961516 ... 0.76219317 0.76351102 0.76219317],"[[0.28210822]
 [0.4720613 ]
 [0.4720613 ]
 ...
 [0.92665552]
 [0.74858424]
 [0.74858424]]",1944,P_Biofilm_Volume,0.0,0.0
12832_x_S.en,combinatoric,LGBMRegressor,0.30815181545152115,0.14967665413706438,1.2700827545007358,0.6665272673216935,0.3962516664772161,-0.8581464451307681,[0.42961516 0.42216681 0.42961516 ... 0.76219317 0.76351102 0.76219317],"[[0.28210822]
 [0.4720613 ]
 [0.4720613 ]
 ...
 [0.92665552]
 [0.74858424]
 [0.74858424]]",1944,P_Biofilm_SubstratumCoverage,0.0,0.0
12832_x_S.en,combinatoric,LGBMRegressor,0.30815181545152115,0.14967665413706438,1.2700827545007358,0.6665272673216935,0.3962516664772161,-0.8581464451307681,[0.42961516 0.42216681 0.42961516 ... 0.76219317 0.76351102 0.76219317],"[[0.28210822]
 [0.4720613 ]
 [0.4720613 ]
 ...
 [0.92665552]
 [0.74858424]
 [0.74858424]]",1944,Modele,0.0,0.0
1298,combinatoric,LGBMRegressor,0.13610040647166743,0.1143815245324899,0.33053001143451466,0.37956930013082735,0.1915879455219179,0.30423693583674283,[0.59871386 0.59061876 0.59061876 ... 0.45285452 0.4536019  0.4536019 ],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.43881792]
 [0.43881792]
 [0.4706547 ]]",5112,B_Biofilm_Roughness,0.0,0.0
